protein,organism,ref,abbrv,chains,Ala,Cys,Asp,Glu,Phe,Gly,His,Ile,Lys,Leu,Met,Asn,Pro,Gln,Arg,Ser,Thr,Val,Trp,Tyr
tr|C1H087,PARBA,RBP+16,C1H087,1,39,2,14,14,11,27,7,23,17,15,5,14,12,7,11,22,16,21,5,11
tr|C1H1F8,PARBA,RBP+16,C1H1F8,1,61,6,55,62,43,59,22,57,40,71,21,33,52,29,36,50,39,34,21,31
tr|C1GQ90,PARBA,RBP+16,C1GQ90,1,66,17,67,71,52,78,31,58,68,85,23,48,50,47,58,84,63,65,28,38
tr|C1GQB0,PARBA,RBP+16,C1GQB0,1,77,8,63,69,55,71,23,41,69,106,23,51,50,41,50,94,66,66,12,28
tr|C1HDP4,PARBA,RBP+16,C1HDP4,1,29,8,18,21,14,29,12,27,15,30,11,18,17,6,22,15,24,18,2,12
tr|C1GPV0,PARBA,RBP+16,C1GPV0,1,61,6,61,60,45,55,24,68,54,77,13,37,33,36,47,54,43,57,18,32
tr|C1GZ32,PARBA,RBP+16,C1GZ32,1,44,2,34,27,16,38,13,34,36,37,20,32,27,14,20,43,28,44,6,17
tr|C1GPI8,PARBA,RBP+16,C1GPI8,1,37,7,15,22,6,26,11,24,20,30,5,14,11,13,8,15,18,15,3,13
tr|C1GXF6,PARBA,RBP+16,C1GXF6,1,81,10,48,41,28,91,20,46,43,69,16,25,40,14,30,52,53,72,5,20
tr|C1GQK4,PARBA,RBP+16,C1GQK4,1,32,7,18,22,15,26,6,18,21,37,10,4,24,21,18,20,13,30,8,15
tr|C1HDL5,PARBA,RBP+16,C1HDL5,1,37,6,14,17,12,30,10,18,15,23,7,14,11,9,14,25,18,28,5,2
sp|C1H563,PARBA,RBP+16,COQ4,1,20,2,10,26,7,16,4,12,12,29,9,9,21,3,34,18,16,21,4,12
tr|C1GPW9,PARBA,RBP+16,C1GPW9,1,29,4,24,28,13,29,6,20,19,43,12,13,21,16,26,20,14,33,5,14
tr|C1GQT0,PARBA,RBP+16,C1GQT0,1,39,7,21,24,16,25,14,28,23,28,7,17,24,19,25,50,24,29,11,9
tr|C1GQF8,PARBA,RBP+16,C1GQF8,1,21,3,11,14,7,13,5,8,13,26,5,7,10,8,10,11,11,17,1,9
tr|C1GQS1,PARBA,RBP+16,C1GQS1,1,27,2,17,16,10,27,10,13,16,21,7,10,13,10,10,16,11,14,0,16
tr|C1GXG2,PARBA,RBP+16,C1GXG2,1,23,2,13,24,7,30,7,12,14,20,8,10,8,14,14,16,11,23,0,10
tr|C1GWL2,PARBA,RBP+16,C1GWL2,1,34,2,16,18,2,12,10,16,16,31,3,11,11,5,11,14,10,12,2,4
tr|C1GYX5,PARBA,RBP+16,C1GYX5,1,53,3,47,59,39,49,21,31,60,74,15,30,34,25,31,43,35,36,8,26
tr|C1GQ69,PARBA,RBP+16,C1GQ69,1,54,5,26,34,30,40,23,37,31,55,11,31,35,15,27,71,36,27,5,13
sp|C1H9Q9,PARBA,RBP+16,AMPP3,1,42,6,31,32,18,35,13,31,24,41,10,15,22,12,25,34,19,34,3,21
sp|C1H978,PARBA,RBP+16,AMPP1,1,44,7,37,54,26,47,11,36,45,55,9,24,25,14,28,51,38,35,12,18
tr|C1H3S4,PARBA,RBP+16,C1H3S4,1,47,0,29,31,16,27,11,27,20,46,8,22,16,21,32,40,35,33,7,11
tr|C1GUE0,PARBA,RBP+16,C1GUE0,1,9,0,11,23,3,2,2,6,11,18,6,3,2,7,10,14,4,5,0,2
tr|C1H8U4,PARBA,RBP+16,C1H8U4,1,11,2,11,11,2,21,5,7,7,21,6,7,8,8,11,24,8,18,1,4
tr|C1HC04,PARBA,RBP+16,C1HC04,1,35,4,19,29,18,41,7,20,24,25,14,13,18,13,28,18,31,24,2,22
sp|Q96UH7,PARBA,RBP+16,ALF1,1,32,2,20,24,14,28,10,20,29,27,7,17,16,11,10,28,15,30,4,16
tr|C1GQD1,PARBA,RBP+16,C1GQD1,1,113,15,76,70,46,100,32,69,63,101,27,37,58,46,68,62,59,109,7,38
tr|C1H4C8,PARBA,RBP+16,C1H4C8,1,20,3,18,15,12,19,11,11,15,28,5,9,21,6,11,17,15,23,3,4
tr|C1H303,PARBA,RBP+16,C1H303,1,29,4,17,13,11,29,2,16,16,23,3,8,19,12,8,12,17,29,2,4
tr|C1GU55,PARBA,RBP+16,C1GU55,1,48,10,32,28,21,43,15,36,29,48,13,30,27,19,26,34,36,51,9,19
tr|C1H197,PARBA,RBP+16,C1H197,1,29,9,19,14,11,40,14,20,25,39,16,10,19,10,16,39,38,39,2,8
tr|C1H198,PARBA,RBP+16,C1H198,1,51,3,43,25,21,33,13,24,30,51,16,23,24,17,39,20,31,32,9,19
tr|C1H0E4,PARBA,RBP+16,C1H0E4,1,67,13,42,37,23,63,24,29,30,60,25,16,26,23,43,49,41,38,6,22
tr|C1GT80,PARBA,RBP+16,C1GT80,1,67,13,36,42,27,58,24,32,29,48,16,24,30,26,46,44,45,37,5,23
tr|C1HBE7,PARBA,RBP+16,C1HBE7,1,64,4,13,29,18,38,8,24,30,43,2,15,18,15,20,55,25,27,2,13
tr|C1GVW1,PARBA,RBP+16,C1GVW1,1,49,15,23,34,19,56,15,32,29,31,13,11,26,25,35,29,27,22,9,15
tr|C1HAL8,PARBA,RBP+16,C1HAL8,1,8,1,7,13,2,2,3,11,5,14,3,7,9,6,14,5,2,5,2,3
tr|C1H483,PARBA,RBP+16,C1H483,1,46,2,13,21,9,13,2,25,18,23,7,21,8,14,17,23,16,11,1,8
tr|C1GRV7,PARBA,RBP+16,C1GRV7,1,27,2,13,15,11,20,6,22,15,24,8,9,15,8,19,11,14,11,4,8
tr|C1GX33,PARBA,RBP+16,C1GX33,1,36,4,14,19,11,21,4,15,16,22,8,7,12,7,18,16,17,25,4,6
tr|C1H2H0,PARBA,RBP+16,C1H2H0,1,19,0,8,7,6,9,0,6,15,12,4,7,5,5,2,10,7,5,1,1
tr|C1H6K1,PARBA,RBP+16,C1H6K1,1,23,5,11,20,19,20,6,14,18,31,8,11,11,8,15,9,15,13,1,8
tr|C1GVT0,PARBA,RBP+16,C1GVT0,1,21,0,18,19,5,10,3,17,9,25,5,9,3,12,26,15,14,11,0,5
tr|C1GV71,PARBA,RBP+16,C1GV71,1,18,3,8,15,6,17,4,9,8,29,7,14,14,10,21,31,12,18,2,9
tr|C1H2R8,PARBA,RBP+16,C1H2R8,1,24,5,15,15,20,23,4,15,17,21,4,12,17,6,18,17,10,16,1,6
tr|C1HCJ6,PARBA,RBP+16,C1HCJ6,1,45,8,58,61,24,57,24,39,23,64,19,30,68,39,82,92,48,51,9,26
tr|C1GZY9,PARBA,RBP+16,C1GZY9,1,20,1,12,15,8,14,4,14,13,19,3,6,10,4,8,15,14,17,0,6
tr|C1GYX3,PARBA,RBP+16,C1GYX3,1,10,2,14,13,10,15,3,6,7,15,4,10,5,8,10,10,8,6,0,4
tr|C1H6F7,PARBA,RBP+16,C1H6F7,1,23,1,20,24,6,19,2,13,5,36,10,9,26,10,24,12,14,13,3,6
tr|C1H955,PARBA,RBP+16,C1H955,1,7,0,1,5,4,9,1,4,2,10,1,3,7,2,11,8,11,3,2,2
tr|C1H733,PARBA,RBP+16,C1H733,1,40,5,17,39,7,36,4,22,41,36,3,11,22,9,17,24,37,36,3,10
tr|C1H1C7,PARBA,RBP+16,C1H1C7,1,27,0,20,22,2,13,8,13,16,10,4,8,8,6,9,19,7,15,1,1
tr|C1GR31,PARBA,RBP+16,C1GR31,1,24,3,15,25,13,20,8,20,13,29,4,13,23,13,14,31,26,17,1,5
tr|C1H304,PARBA,RBP+16,C1H304,1,37,4,20,23,13,26,11,11,17,27,6,12,24,12,20,40,21,32,6,10
tr|C1GW30,PARBA,RBP+16,C1GW30,1,31,0,10,11,10,22,8,11,17,17,3,11,7,9,7,13,13,11,6,10
tr|C1GWN1,PARBA,RBP+16,C1GWN1,1,27,0,8,10,7,16,7,14,10,20,3,14,10,14,7,10,9,10,8,9
tr|C1H383,PARBA,RBP+16,C1H383,1,13,0,22,26,7,23,5,5,15,17,6,7,11,3,4,16,8,14,3,5
tr|C1H3E9,PARBA,RBP+16,C1H3E9,1,35,5,24,31,20,58,15,34,32,32,12,14,20,12,22,22,27,42,4,15
tr|C1GUC1,PARBA,RBP+16,C1GUC1,1,92,3,56,76,38,63,15,51,74,85,14,37,47,37,52,108,63,70,6,18
tr|C1H843,PARBA,RBP+16,C1H843,1,41,4,16,25,12,35,6,15,18,24,7,13,22,11,16,22,24,35,2,10
tr|C1H482,PARBA,RBP+16,C1H482,1,41,6,25,35,15,30,8,24,50,42,5,17,35,14,12,34,28,32,6,10
tr|C1GZI7,PARBA,RBP+16,C1GZI7,1,21,2,25,22,21,18,16,22,25,30,6,14,23,15,24,27,32,21,8,18
tr|C1GP48,PARBA,RBP+16,C1GP48,1,38,4,17,17,18,35,3,22,23,33,5,11,13,11,11,26,16,23,4,11
tr|C1H6Q1,PARBA,RBP+16,C1H6Q1,1,29,3,8,15,3,8,8,15,8,26,6,11,14,10,10,16,19,15,8,1
tr|C1H9I5,PARBA,RBP+16,C1H9I5,1,16,1,16,19,8,9,0,7,16,19,4,7,10,7,13,8,17,14,2,5
tr|C1GWT5,PARBA,RBP+16,C1GWT5,1,25,1,21,35,15,10,3,16,13,25,5,5,20,18,17,28,22,16,4,10
tr|C1GSY5,PARBA,RBP+16,C1GSY5,1,3,2,10,5,8,6,3,11,10,18,1,5,7,6,11,11,9,13,0,3
tr|C1GQF9,PARBA,RBP+16,C1GQF9,1,50,5,42,45,19,59,13,33,41,48,4,17,31,23,45,74,35,40,10,6
tr|C1GUQ6,PARBA,RBP+16,C1GUQ6,1,18,0,10,16,8,9,2,12,16,20,6,10,27,11,15,18,14,8,4,6
tr|C1H5Q5,PARBA,RBP+16,C1H5Q5,1,15,1,13,14,4,15,3,10,8,11,3,5,9,7,7,10,6,6,1,4
tr|C1H261,PARBA,RBP+16,C1H261,1,21,0,8,14,2,15,1,4,9,13,2,2,4,0,1,8,3,5,0,1
tr|C1GXJ8,PARBA,RBP+16,C1GXJ8,1,41,9,42,54,32,47,20,29,46,42,16,21,45,10,46,39,38,45,6,22
tr|C1GZK7,PARBA,RBP+16,C1GZK7,1,52,9,33,51,22,44,16,34,53,45,10,21,39,24,27,35,39,37,14,14
tr|C1H222,PARBA,RBP+16,C1H222,1,21,3,11,17,8,22,6,16,6,22,4,12,8,9,11,19,18,30,1,4
tr|C1GTE1,PARBA,RBP+16,C1GTE1,1,41,7,30,50,28,27,18,42,36,58,16,32,35,14,27,35,37,42,4,21
tr|C1GVT3,PARBA,RBP+16,C1GVT3,1,11,1,6,12,7,16,4,6,19,23,3,5,12,12,15,17,12,7,3,8
tr|C1H5X3,PARBA,RBP+16,C1H5X3,1,28,3,13,12,16,21,7,15,14,15,4,6,12,9,6,19,12,20,3,10
tr|C1HDU8,PARBA,RBP+16,C1HDU8,1,43,7,18,18,11,27,16,22,12,41,6,7,32,7,18,34,20,23,3,14
tr|C1GZE6,PARBA,RBP+16,C1GZE6,1,11,6,13,19,12,14,4,15,15,12,6,12,7,9,10,19,9,12,6,7
tr|C1GP95,PARBA,RBP+16,C1GP95,1,14,0,14,15,5,10,4,10,26,17,1,7,8,4,5,12,11,7,3,0
tr|C1GXW8,PARBA,RBP+16,C1GXW8,1,31,1,21,37,7,24,6,20,9,28,7,17,33,19,43,38,24,19,5,12
tr|C1H4M7,PARBA,RBP+16,C1H4M7,1,45,0,19,22,3,29,2,7,28,14,2,4,15,11,22,24,19,16,3,4
tr|C1HC79,PARBA,RBP+16,C1HC79,1,40,12,38,43,22,28,20,37,36,63,17,18,47,25,44,55,38,42,7,18
tr|C1HAU2,PARBA,RBP+16,C1HAU2,1,14,4,11,6,6,4,0,7,11,1,2,2,4,3,8,15,6,4,2,3
tr|C1H781,PARBA,RBP+16,C1H781,1,20,2,9,7,10,22,5,15,11,20,4,6,10,9,11,19,7,9,5,2
tr|C1GRJ8,PARBA,RBP+16,C1GRJ8,1,58,9,39,67,20,53,14,22,37,56,11,17,48,21,78,72,44,44,13,11
tr|C1GT50,PARBA,RBP+16,C1GT50,1,83,9,62,86,37,95,22,29,56,67,15,29,67,28,80,71,35,45,13,23
tr|C1H457,PARBA,RBP+16,C1H457,1,15,0,7,25,4,8,1,3,13,8,2,2,18,10,7,17,14,11,2,2
tr|C1H8R7,PARBA,RBP+16,C1H8R7,1,29,0,13,51,0,20,1,1,8,5,1,5,11,1,4,14,7,13,0,2
tr|C1GY31,PARBA,RBP+16,C1GY31,1,10,0,7,8,9,16,4,11,9,9,4,8,10,5,2,13,19,16,1,8
tr|C1GVG0,PARBA,RBP+16,C1GVG0,1,13,0,3,7,5,1,5,5,2,6,2,2,3,2,3,10,5,11,0,2
tr|C1HAJ6,PARBA,RBP+16,C1HAJ6,1,10,3,4,8,7,30,3,8,8,13,4,6,7,4,14,10,7,7,2,1
tr|C1GXG7,PARBA,RBP+16,C1GXG7,1,7,1,3,7,3,5,1,2,3,4,1,2,2,1,1,5,1,6,2,2
tr|C1GWR9,PARBA,RBP+16,C1GWR9,1,16,2,15,14,13,19,5,11,8,13,1,10,10,5,11,14,9,6,7,8
tr|C1GQY0,PARBA,RBP+16,C1GQY0,1,7,2,3,3,3,3,1,2,0,8,4,7,4,0,4,5,1,6,0,2
tr|C1GNV5,PARBA,RBP+16,C1GNV5,1,15,0,6,12,7,9,6,8,11,18,3,9,19,11,15,18,10,7,4,5
tr|C1HDZ3,PARBA,RBP+16,C1HDZ3,1,49,3,31,34,13,43,7,32,36,49,9,23,31,11,26,38,36,42,6,13
tr|C1H3P9,PARBA,RBP+16,C1H3P9,1,46,4,22,30,20,43,6,43,32,29,8,22,30,16,16,30,27,39,7,8
tr|C1H9H1,PARBA,RBP+16,C1H9H1,1,45,7,23,31,16,32,13,29,34,42,12,16,25,18,23,33,23,29,2,18
tr|C1H8M3,PARBA,RBP+16,C1H8M3,1,37,12,30,28,16,28,5,25,24,46,6,10,17,14,26,26,19,25,6,15
tr|C1GR21,PARBA,RBP+16,C1GR21,1,34,10,18,24,16,34,5,22,28,30,8,13,17,6,10,17,14,29,2,11
tr|C1HBM3,PARBA,RBP+16,C1HBM3,1,33,5,24,23,25,39,19,21,23,36,10,22,35,16,16,33,23,22,9,20
tr|C1GVQ8,PARBA,RBP+16,C1GVQ8,1,53,3,24,22,18,33,10,33,33,30,10,13,18,13,23,28,22,24,5,14
tr|C1GZN4,PARBA,RBP+16,C1GZN4,1,38,3,11,21,11,31,7,13,21,33,10,12,17,14,19,29,20,25,4,5
tr|C1GS07,PARBA,RBP+16,C1GS07,1,30,8,15,19,13,28,17,17,11,25,10,10,19,6,15,25,16,27,5,7
tr|C1HBM5,PARBA,RBP+16,C1HBM5,1,26,4,24,34,19,30,14,23,25,32,9,16,15,16,20,24,21,32,3,16
tr|C1H859,PARBA,RBP+16,C1H859,1,76,9,19,31,22,42,10,41,29,37,11,29,37,16,30,43,50,36,7,11
tr|C1GWK6,PARBA,RBP+16,C1GWK6,1,34,5,29,20,15,34,10,30,27,37,3,9,16,18,16,22,27,22,4,14
tr|C1H506,PARBA,RBP+16,C1H506,1,37,7,25,28,14,27,9,23,20,38,5,14,26,8,25,22,18,22,7,9
tr|C1H6J6,PARBA,RBP+16,C1H6J6,1,41,2,24,22,12,30,3,21,22,36,5,10,18,6,24,26,23,28,0,8
tr|C1H9R4,PARBA,RBP+16,C1H9R4,1,23,3,14,21,11,21,7,11,14,30,2,9,16,14,18,16,17,27,4,1
tr|C1H181,PARBA,RBP+16,C1H181,1,43,4,23,37,29,41,12,24,26,35,11,14,33,7,28,31,25,40,8,15
tr|C1HA57,PARBA,RBP+16,C1HA57,1,50,6,14,22,8,43,8,25,25,38,7,17,21,15,12,31,19,32,1,5
tr|C1H308,PARBA,RBP+16,C1H308,1,53,2,25,31,17,36,10,30,30,50,6,20,34,10,20,27,27,36,7,15
tr|C1GS26,PARBA,RBP+16,C1GS26,1,41,5,20,20,9,41,9,28,21,32,8,17,19,14,12,14,17,32,3,6
tr|C1HBY6,PARBA,RBP+16,C1HBY6,1,19,2,11,16,10,11,11,6,16,21,6,5,15,7,7,14,13,18,6,8
tr|C1GTT6,PARBA,RBP+16,C1GTT6,1,65,6,31,35,18,39,11,30,33,54,8,22,20,16,32,39,38,46,3,23
tr|C1H4M3,PARBA,RBP+16,C1H4M3,1,17,7,14,14,8,13,12,21,18,27,5,19,15,11,18,12,20,18,4,9
tr|C1GTT9,PARBA,RBP+16,C1GTT9,1,12,5,12,20,8,26,3,13,15,21,3,7,4,5,13,17,24,24,1,5
tr|C1H4B8,PARBA,RBP+16,C1H4B8,1,27,1,9,15,6,17,2,9,9,16,4,6,19,3,11,19,24,15,0,5
tr|C1HB78,PARBA,RBP+16,C1HB78,1,18,3,19,17,5,24,8,21,25,26,9,7,15,14,14,19,13,13,2,4
tr|C1H8B2,PARBA,RBP+16,C1H8B2,1,45,11,28,35,15,30,12,43,25,28,10,21,10,9,24,23,23,31,1,14
tr|C1GVT8,PARBA,RBP+16,C1GVT8,1,29,6,18,15,7,13,9,24,14,23,10,17,10,10,17,17,20,25,1,3
tr|C1GUC0,PARBA,RBP+16,C1GUC0,1,42,4,28,19,10,33,15,31,25,37,9,20,19,16,24,40,32,37,1,12
tr|C1H815,PARBA,RBP+16,C1H815,1,16,4,13,11,10,19,6,12,15,25,1,3,15,9,6,17,14,14,0,4
tr|C1H4W2,PARBA,RBP+16,C1H4W2,1,48,5,36,26,16,56,15,31,34,49,18,18,21,16,22,44,33,46,1,13
tr|C1H6Z5,PARBA,RBP+16,C1H6Z5,1,4,4,9,9,4,12,3,9,24,13,3,3,5,7,10,7,13,9,0,6
tr|C1HCC7,PARBA,RBP+16,C1HCC7,1,18,4,12,8,3,25,6,15,9,12,5,7,6,8,7,12,14,12,3,12
tr|C1GR41,PARBA,RBP+16,C1GR41,1,63,6,44,45,27,28,10,26,50,39,3,15,30,20,9,30,36,36,3,18
tr|C1GRF9,PARBA,RBP+16,C1GRF9,1,25,6,12,16,9,22,7,15,17,22,7,12,12,5,12,15,25,25,3,9
tr|C1GR23,PARBA,RBP+16,C1GR23,1,93,27,67,83,64,81,36,50,60,122,19,59,92,51,114,147,68,67,18,29
tr|C1GW78,PARBA,RBP+16,C1GW78,1,6,3,5,11,5,10,2,6,7,11,4,12,12,2,7,6,9,11,2,3
tr|C1H658,PARBA,RBP+16,C1H658,1,8,1,8,6,7,20,4,10,8,6,6,6,6,5,8,12,8,9,1,3
tr|C1GWW0,PARBA,RBP+16,C1GWW0,1,34,3,30,34,22,33,6,12,36,31,5,12,16,13,19,27,24,23,1,12
tr|C1H9X3,PARBA,RBP+16,C1H9X3,1,12,1,11,13,7,14,2,12,11,21,6,8,4,10,11,5,14,11,5,5
tr|C1H6Y5,PARBA,RBP+16,C1H6Y5,1,48,0,21,40,35,45,20,33,41,47,10,29,17,21,15,39,41,28,8,14
tr|C1H6I9,PARBA,RBP+16,C1H6I9,1,48,9,36,34,14,39,11,49,38,40,16,29,20,13,28,26,25,39,3,17
sp|Q8X1X3,PARBA,RBP+16,G3P,1,35,3,22,13,10,28,9,24,24,18,7,18,13,6,13,25,23,31,4,12
tr|C1GWH4,PARBA,RBP+16,C1GWH4,1,37,4,32,25,18,35,8,26,47,39,5,22,16,6,8,24,18,37,3,7
tr|C1GYU5,PARBA,RBP+16,C1GYU5,1,57,6,20,18,8,39,4,28,20,35,11,17,20,23,22,29,22,33,2,5
tr|C1GVW9,PARBA,RBP+16,C1GVW9,1,51,8,19,23,11,40,3,25,33,33,10,10,17,14,14,37,24,38,3,4
tr|C1H3W1,PARBA,RBP+16,C1H3W1,1,52,4,16,29,21,37,5,29,28,29,15,14,14,22,19,33,28,30,5,9
tr|C1HDP8,PARBA,RBP+16,C1HDP8,1,96,4,44,43,42,87,13,48,66,73,16,46,41,22,32,52,59,78,13,26
tr|C1H645,PARBA,RBP+16,C1H645,1,26,0,10,27,8,18,2,12,26,26,3,6,3,13,17,12,11,14,0,5
tr|C1H1N4,PARBA,RBP+16,C1H1N4,1,44,3,23,31,14,39,5,24,33,49,11,15,20,26,25,28,19,40,3,13
tr|C1GU24,PARBA,RBP+16,C1GU24,1,25,2,13,18,4,10,6,8,9,17,6,5,22,14,17,10,14,12,3,4
tr|C1HB96,PARBA,RBP+16,C1HB96,1,55,1,29,39,25,50,12,38,24,62,14,17,38,26,39,41,41,48,0,13
tr|C1H1Z5,PARBA,RBP+16,C1H1Z5,1,22,1,16,18,3,21,2,15,27,30,9,8,15,9,13,11,17,24,1,1
tr|C1GNS8,PARBA,RBP+16,C1GNS8,1,49,1,20,18,12,32,3,17,22,32,3,12,17,14,14,29,15,32,2,5
tr|C1GSG8,PARBA,RBP+16,C1GSG8,1,50,7,30,26,20,37,5,37,27,31,12,19,12,23,24,21,23,32,1,7
tr|C1GPH2,PARBA,RBP+16,C1GPH2,1,34,5,11,20,12,41,5,33,18,20,6,11,16,14,16,21,23,21,0,4
tr|C1H307,PARBA,RBP+16,C1H307,1,52,7,35,37,27,61,12,46,38,58,21,22,36,14,36,43,38,50,5,21
tr|C1GP81,PARBA,RBP+16,C1GP81,1,5,2,5,6,1,7,1,2,8,5,2,3,2,2,1,9,7,10,0,3
tr|C1HBE1,PARBA,RBP+16,C1HBE1,1,87,9,50,57,43,81,13,63,52,97,17,27,37,31,33,58,57,85,12,20
tr|C1H0I2,PARBA,RBP+16,C1H0I2,1,81,0,23,38,17,15,6,12,38,29,6,22,45,14,11,22,37,30,5,9
tr|C1H8T4,PARBA,RBP+16,C1H8T4,1,46,3,15,27,8,31,1,9,14,20,2,12,13,7,18,28,17,15,2,5
tr|C1GYV7,PARBA,RBP+16,C1GYV7,1,36,0,16,27,8,14,8,12,19,32,4,11,13,22,13,23,14,18,1,8
tr|C1GSP4,PARBA,RBP+16,C1GSP4,1,33,0,9,26,4,12,6,7,14,21,7,8,12,9,22,22,9,14,0,5
tr|C1GRX0,PARBA,RBP+16,C1GRX0,1,10,0,8,11,6,16,4,7,7,11,2,3,5,6,3,15,8,11,0,5
tr|C1HAI0,PARBA,RBP+16,C1HAI0,1,12,7,14,17,6,11,4,12,18,17,1,3,8,5,11,9,10,18,2,6
tr|C1H4E5,PARBA,RBP+16,C1H4E5,1,19,3,27,18,7,15,5,10,11,28,7,11,9,9,19,20,16,18,4,10
tr|C1GT02,PARBA,RBP+16,C1GT02,1,33,8,28,35,21,35,14,20,16,41,8,21,22,9,24,38,21,33,4,20
tr|C1H0U7,PARBA,RBP+16,C1H0U7,1,11,1,10,8,6,10,1,3,10,9,2,6,9,0,6,11,5,8,2,4
tr|C1GYH5,PARBA,RBP+16,C1GYH5,1,14,2,7,9,3,9,1,8,8,10,3,7,9,9,2,12,12,9,4,5
tr|C1HE91,PARBA,RBP+16,C1HE91,1,11,2,13,21,5,20,4,13,20,11,5,9,5,3,1,10,7,11,4,7
