protein,organism,ref,abbrv,chains,Ala,Cys,Asp,Glu,Phe,Gly,His,Ile,Lys,Leu,Met,Asn,Pro,Gln,Arg,Ser,Thr,Val,Trp,Tyr
sp|P39522,YEAST,PW08,NA,1,48,10,25,36,16,64,12,41,42,42,23,24,30,16,21,45,33,34,3,20
sp|P40106,YEAST,PW08,NA,1,27,3,19,17,14,19,5,19,25,16,2,10,14,5,7,8,10,16,5,9
sp|P41277,YEAST,PW08,NA,1,26,3,21,19,13,17,6,21,26,17,2,9,15,3,6,8,10,14,5,9
sp|P16521,YEAST,PW08,NA,1,91,15,58,92,36,63,24,78,84,87,25,49,43,29,45,60,63,71,11,20
sp|P07245,YEAST,PW08,NA,1,91,7,52,55,32,79,22,72,59,77,19,43,54,35,41,45,64,76,2,21
sp|P00925,YEAST,PW08,NA,1,58,1,30,28,15,35,10,20,35,38,10,21,13,9,14,30,20,35,5,10
sp|P00830,YEAST,PW08,NA,1,54,1,25,38,18,46,7,34,29,48,8,11,25,20,25,28,37,45,1,11
sp|P08524,YEAST,PW08,NA,1,28,6,24,31,16,16,5,23,35,37,7,13,9,14,11,18,15,20,4,20
sp|P17709,YEAST,PW08,NA,1,31,7,32,33,19,38,15,27,32,59,14,15,22,19,22,33,36,31,2,13
sp|P12709,YEAST,PW08,NA,1,48,0,25,35,34,41,18,30,40,47,10,37,16,20,10,38,42,38,9,16
sp|P00358,YEAST,PW08,NA,1,33,2,24,15,11,25,8,20,26,21,8,14,11,6,11,25,23,36,3,10
sp|P00360,YEAST,PW08,NA,1,35,2,25,12,9,26,8,23,28,20,7,10,13,7,11,23,23,35,3,12
sp|P00359,YEAST,PW08,NA,1,32,2,24,15,10,26,8,19,26,21,7,13,12,5,11,26,24,37,3,11
sp|Q00055,YEAST,PW08,NA,1,32,10,17,33,15,34,12,27,22,32,6,19,14,13,13,24,17,35,6,10
sp|P06738,YEAST,PW08,NA,1,56,5,61,66,43,48,19,61,63,83,18,53,41,35,40,53,45,59,17,36
sp|P38088,YEAST,PW08,NA,1,49,6,49,61,36,41,13,40,64,56,13,24,30,17,39,43,30,53,7,19
sp|P15992,YEAST,PW08,NA,1,11,0,21,12,11,15,3,9,20,16,1,18,14,5,8,16,7,18,2,7
sp|P15705,YEAST,PW08,NA,1,74,3,38,59,13,21,8,28,60,41,16,34,24,33,24,36,32,17,3,25
sp|P10591,YEAST,PW08,NA,1,60,3,49,51,28,50,5,40,53,48,8,32,28,23,26,41,45,41,1,10
sp|P40150,YEAST,PW08,NA,1,61,2,38,49,26,42,5,36,47,51,9,22,20,25,29,44,45,52,1,9
sp|P04806,YEAST,PW08,NA,1,32,4,36,35,17,42,9,33,39,48,13,18,25,15,18,24,29,28,4,16
sp|P04807,YEAST,PW08,NA,1,34,4,34,32,24,41,5,40,35,35,13,19,29,22,19,25,30,25,4,16
sp|P00815,YEAST,PW08,NA,1,65,11,45,67,27,52,13,44,63,82,14,34,35,36,24,57,33,72,3,22
sp|P29311,YEAST,PW08,NA,1,26,2,14,31,5,8,6,13,17,24,6,7,8,18,11,31,15,11,2,12
sp|Q01976,YEAST,PW08,NA,1,10,4,16,19,8,16,3,18,21,19,6,9,11,10,12,12,13,17,2,5
sp|P32589,YEAST,PW08,NA,1,64,5,46,72,27,35,12,43,65,52,11,29,31,22,26,39,46,45,4,19
sp|P00817,YEAST,PW08,NA,1,22,1,24,19,11,16,6,27,29,17,3,16,20,7,6,13,19,14,6,11
sp|P15180,YEAST,PW08,NA,1,37,9,41,55,30,33,16,28,48,52,20,21,33,26,35,23,29,33,2,20
sp|P22202,YEAST,PW08,NA,1,65,2,45,53,28,49,5,37,50,46,7,33,27,23,28,39,48,44,1,12
sp|P34730,YEAST,PW08,NA,1,23,1,14,31,5,8,5,14,17,24,5,7,7,28,12,31,16,11,2,12
sp|P46367,YEAST,PW08,NA,1,43,5,26,33,23,45,8,43,38,36,8,27,21,16,18,37,30,39,5,18
sp|P19882,YEAST,PW08,NA,1,56,5,32,51,14,56,2,42,44,49,11,17,23,13,28,38,35,49,0,7
sp|P07251,YEAST,PW08,NA,1,61,1,21,37,15,47,6,30,29,65,3,18,21,26,35,43,27,44,2,14
sp|P32048,YEAST,PW08,NA,1,21,9,31,35,30,28,9,36,48,72,12,35,27,27,30,44,29,29,4,20
sp|P17505,YEAST,PW08,NA,1,30,1,17,20,13,28,8,23,27,30,6,18,19,6,12,25,19,29,0,3
sp|P0CS90,YEAST,PW08,NA,1,61,0,37,52,23,48,3,42,51,49,9,39,23,27,30,47,47,58,1,7
sp|Q03558,YEAST,PW08,NA,1,36,0,21,31,17,34,8,23,26,29,5,25,24,13,22,18,16,24,8,20
sp|P53011,YEAST,PW08,NA,1,25,8,30,20,9,19,11,18,22,35,5,13,12,12,15,43,14,17,12,9
sp|P0CT04,YEAST,PW08,NA,1,2,0,6,7,3,3,6,6,11,5,1,6,2,0,0,2,5,9,0,1
sp|P15624,YEAST,PW08,NA,1,37,9,40,47,29,28,15,43,46,55,13,32,30,18,25,38,30,39,4,17
sp|P16861,YEAST,PW08,NA,1,86,12,59,67,40,82,23,62,63,86,14,45,28,28,49,76,63,71,12,21
sp|P16862,YEAST,PW08,NA,1,99,11,50,60,26,70,19,56,50,77,24,43,42,27,52,77,64,68,10,34
sp|P37012,YEAST,PW08,NA,1,39,6,36,35,29,52,11,44,49,38,8,28,27,13,17,38,33,32,7,27
sp|P36010,YEAST,PW08,NA,1,9,1,9,11,7,14,3,9,14,12,3,4,6,6,8,11,6,13,4,3
sp|P54838,YEAST,PW08,NA,1,50,5,37,38,27,56,9,35,48,54,10,27,19,11,12,51,35,47,2,11
sp|P39954,YEAST,PW08,NA,1,45,11,23,32,17,37,16,30,29,41,12,18,13,14,15,22,21,37,4,12
sp|P06169,YEAST,PW08,NA,1,54,4,29,30,23,42,12,37,35,54,13,29,26,22,15,30,44,40,7,17
sp|P00549,YEAST,PW08,NA,1,43,7,32,28,15,34,7,37,37,35,11,26,25,10,24,27,38,48,1,15
sp|P0CX82,YEAST,PW08,NA,1,26,0,7,12,1,9,7,7,23,16,1,8,2,7,28,9,6,14,2,4
sp|P0CX83,YEAST,PW08,NA,1,26,0,7,12,1,9,7,7,23,16,1,8,2,7,28,9,6,14,2,4
sp|P17076,YEAST,PW08,NA,1,35,1,10,13,7,13,3,10,36,20,3,13,15,9,12,11,14,21,2,8
sp|P32905,YEAST,PW08,NA,1,31,1,13,27,9,11,5,15,7,19,2,11,16,9,15,11,17,22,5,6
sp|P46654,YEAST,PW08,NA,1,32,1,12,27,8,12,5,15,7,20,2,12,16,8,15,10,15,23,5,7
sp|P05759,YEAST,PW08,NA,1,6,4,8,7,3,11,5,8,25,14,1,5,4,6,8,8,11,12,0,6
sp|P07284,YEAST,PW08,NA,1,24,8,24,51,20,26,9,26,50,41,6,23,19,21,17,29,13,28,6,21
sp|P13130,YEAST,PW08,NA,1,18,2,6,8,15,25,3,27,5,22,1,16,14,22,5,60,35,29,4,9
sp|P22803,YEAST,PW08,NA,1,15,2,7,6,5,5,0,5,9,5,4,2,4,4,1,9,4,12,1,4
sp|P34760,YEAST,PW08,NA,1,19,2,11,15,11,13,2,13,14,17,1,8,11,6,6,8,13,18,3,5
sp|Q12363,YEAST,PW08,NA,1,23,2,32,26,20,28,11,28,27,27,4,22,22,13,15,49,37,30,7,14
sp|P23254,YEAST,PW08,NA,1,68,2,34,35,28,58,17,36,43,63,11,31,38,23,22,57,37,42,9,26
sp|P32324,YEAST,PW08,NA,1,68,8,58,55,35,59,16,50,61,69,23,26,40,32,41,44,48,81,8,20
sp|P10081,YEAST,PW08,NA,1,24,3,26,32,19,23,4,33,21,35,12,14,12,22,24,21,28,30,0,12
sp|P02994,YEAST,PW08,NA,1,37,7,24,31,17,42,11,30,49,24,8,16,23,12,18,21,28,46,6,8
sp|P31688,YEAST,PW08,NA,1,44,11,59,53,33,41,18,44,74,88,18,50,37,45,43,67,54,63,21,33
sp|P00942,YEAST,PW08,NA,1,25,2,15,17,11,22,3,15,21,19,1,12,7,7,8,16,12,26,3,6
sp|P50623,YEAST,PW08,NA,1,10,2,8,9,5,10,2,6,17,12,2,7,16,9,6,11,4,8,5,8
sp|P32861,YEAST,PW08,NA,1,23,4,31,31,21,30,16,34,35,57,7,33,21,12,26,39,29,36,3,11
sp|P14904,YEAST,PW08,NA,1,31,5,31,39,26,44,14,31,38,50,6,28,24,14,18,33,28,33,6,15
sp|P17255,YEAST,PW08,NA,1,80,12,61,81,41,83,20,63,71,87,23,38,45,27,55,87,64,80,10,43
sp|P16140,YEAST,PW08,NA,1,36,1,36,44,20,37,7,42,26,42,12,23,27,16,33,33,31,31,1,19
sp|Q07551,YEAST,PW08,NA,1,21,1,16,24,14,15,5,21,28,32,4,14,16,18,8,21,16,18,4,16
sp|Q04432,YEAST,PW08,NA,1,24,1,23,11,15,21,5,11,23,17,1,10,9,3,4,13,17,19,2,8
sp|P43616,YEAST,PW08,NA,1,29,5,35,27,23,38,9,30,40,44,12,14,26,16,11,44,25,33,5,15
sp|P38616,YEAST,PW08,NA,1,33,2,13,13,13,18,2,25,17,25,1,27,17,9,5,51,30,38,2,13
sp|P47137,YEAST,PW08,NA,1,15,6,15,23,7,19,8,16,25,30,5,14,16,10,11,13,11,17,7,14
sp|P36159,YEAST,PW08,NA,1,32,8,60,64,51,36,27,64,69,75,18,62,30,25,29,53,42,56,7,30
sp|P50095,YEAST,PW08,NA,1,36,7,27,27,20,53,7,32,33,49,20,28,16,22,21,40,35,36,1,13
sp|Q04322,YEAST,PW08,NA,1,35,6,46,70,25,25,14,42,63,83,21,46,38,25,29,61,32,35,3,21
sp|Q05016,YEAST,PW08,NA,1,31,1,17,16,10,16,3,25,20,24,3,14,9,12,12,12,19,17,0,6
sp|P53912,YEAST,PW08,NA,1,33,4,26,23,14,30,8,32,34,32,5,14,20,13,9,17,17,30,3,12
sp|Q3E841,YEAST,PW08,NA,1,7,0,3,7,4,8,2,9,8,6,1,6,6,1,4,7,5,9,0,5
