protein,organism,ref,abbrv,chains,Ala,Cys,Asp,Glu,Phe,Gly,His,Ile,Lys,Leu,Met,Asn,Pro,Gln,Arg,Ser,Thr,Val,Trp,Tyr
sum,GCA_009377575.1,NA,NA,3775,50815,8918,47513,52863,32616,53948,16083,68686,52728,75101,21052,43172,31539,27019,42105,64898,45417,53623,7675,28524
sum,GCA_009898475.1,NA,NA,2309,34958,5815,26303,30051,20438,34369,10946,43225,35135,47476,13124,26762,20029,17057,25967,40237,29168,33994,4692,17235
sum,GCA_009665115.1,NA,NA,2550,39464,5993,29627,34337,22508,38079,11727,48637,39557,51446,14735,29053,21836,18288,28719,42322,32195,38204,5054,19064
sum,GCA_013114715.1,NA,NA,2156,45123,5228,30489,34397,21248,37316,9634,38066,37312,47259,15025,20136,20994,18037,26987,36817,27217,39124,5061,16466
sum,GCA_013388945.1,NA,NA,2361,56801,5638,33168,37884,22981,45108,10749,37066,37658,51207,16986,19194,24693,18003,32712,39129,30516,47485,5692,18358
sum,GCA_000730285.1,NA,NA,3499,75368,8022,45214,50179,31815,59398,15511,53575,53724,69747,23441,32391,33275,26742,42070,57010,44778,61237,8087,26010
sum,GCA_000698785.1,NA,NA,3123,68651,7213,40189,45311,28280,54621,13790,46896,47333,62601,21486,26853,30015,23288,39399,49558,38630,55554,7257,23390
sum,GCA_000303155.1,NA,NA,3565,65179,7929,41661,48589,29763,53151,14854,55549,51038,66764,22212,30398,30287,25463,41746,52516,40797,55988,7578,25387
sum,GCA_005877425.1,NA,NA,2127,41410,4891,26806,30459,19414,35928,9480,36481,34106,43953,14231,19861,19844,15404,25308,34589,26473,37564,4505,15689
sum,GCA_013114725.1,NA,NA,1974,23553,5303,27780,31091,23238,29342,9086,51020,42162,44397,11502,32761,17187,14179,17490,35983,26242,28752,4203,18554
sum,GCA_005877345.1,NA,NA,2364,28804,5631,28821,31198,23018,32938,9841,47671,40471,47495,12769,30730,19047,15648,21987,40073,28299,33042,4980,18564
sum,GCA_005877385.1,NA,NA,2287,29589,5887,30092,32713,23964,34867,10549,51731,43048,49368,13518,32395,19653,15639,22300,42019,29468,34063,5089,19145
sum,GCA_013694585.1,NA,NA,2262,25780,5274,30032,32802,23239,31238,9212,50115,40761,47242,12391,33733,18310,15251,19662,41667,27307,30559,4211,18055
sum,GCA_007826885.1,NA,NA,3070,33175,7018,38287,41555,30565,40478,12078,64326,50808,60994,16462,44366,24236,20091,24971,53696,36390,39723,5643,23830
sum,GCA_000802205.2,NA,NA,3725,41988,8330,48846,50282,37949,51857,15157,78869,62289,76228,20346,55712,30755,26248,31370,67682,46161,50308,7576,30294
sum,GCA_008389435.1,NA,NA,2926,36357,7392,41271,43318,32327,44119,13287,67213,54268,65427,16934,47610,26500,22518,27003,58525,39134,43103,6370,25513
sum,GCA_900696045.1,NA,NA,3180,34610,7211,39022,42509,31186,41524,12782,65104,51485,63767,16822,44267,25085,21310,27868,55506,37826,41923,6256,25361
sum,GCA_013821245.1,NA,NA,2398,28323,5709,31022,34145,24637,34075,10197,52351,44996,48786,13080,36449,19780,16290,19961,42548,29001,32352,4625,19230
sum,GCA_016200035.1,NA,NA,1462,22987,3427,18008,22190,14289,22984,6177,29159,28932,30911,8761,15239,13105,10983,15001,24496,18915,23615,3206,10827
sum,GCA_013330055.1,NA,NA,1380,18881,3082,16602,19917,13017,20036,5468,26533,25667,26508,8008,13888,11508,9467,11946,21258,17135,20499,2827,9430
sum,GCA_005877305.1,NA,NA,1528,23259,3588,19062,22627,15776,24249,6662,32671,30950,32736,9196,17736,14167,11796,14113,26117,21012,24440,3347,11874
sum,GCA_007280335.1,NA,NA,1499,24075,3822,20292,23564,16442,25391,7182,33712,32230,33737,9851,18269,14475,12208,14467,26953,21450,25443,3424,12165
sum,GCA_016201435.1,NA,NA,2089,33567,5411,28779,31912,23137,35813,10082,47752,43905,46766,13588,27536,21017,17855,19518,39817,32460,35769,4979,17581
sum,GCA_011319475.1,NA,NA,2362,30218,4985,25224,25513,19477,31444,9342,38148,35516,40062,12900,22077,18497,15980,17356,35654,28168,32875,4367,15268
sum,GCA_900177045.1,NA,NA,2466,36149,5839,31381,33053,24301,38269,11596,50652,45688,50450,16339,28575,22072,19651,22584,43722,34782,39972,5268,19191
sum,GCA_900143675.1,NA,NA,1881,30903,4625,26529,27814,19871,32417,9394,41147,38213,41451,13019,22992,18998,16577,18540,36078,29040,33561,4362,15635
sum,GCA_900065925.1,NA,NA,2103,34313,5384,30148,31657,22929,36201,10607,46722,43602,47259,14582,26934,21289,18488,20103,41648,33407,38292,4950,18058
sum,GCA_011319465.1,NA,NA,2335,29776,4800,23386,25388,17845,30137,8593,35525,33492,38064,12408,20766,17432,15510,18035,33082,26378,30595,4142,14164
sum,GCA_005877205.1,NA,NA,1744,29334,4378,23313,26635,18099,30139,8108,37392,34497,38600,10919,20654,17366,14420,18771,32920,26284,30813,4073,14531
sum,GCA_005877475.1,NA,NA,1674,27731,4032,21745,25172,17023,28157,7662,35470,33010,36640,10399,19544,16476,13829,17068,30428,24742,28993,3734,13704
sum,GCA_016838825.1,NA,NA,1289,20503,3334,17949,21812,14208,21754,5923,29237,28943,29643,8280,14843,12337,10018,13648,23367,17860,22238,2890,10159
sum,GCA_016844685.1,NA,NA,1619,26003,3871,22078,24913,16466,26006,7239,35111,33769,34447,10344,18111,14682,13214,15338,27746,22059,26264,3350,12155
sum,GCA_016215465.1,NA,NA,1936,32657,4978,28358,31148,20821,32226,9443,42783,41356,43157,12795,22978,18721,16832,19448,35556,28543,33353,4302,15658
sum,GCA_013407275.1,NA,NA,1994,35146,5117,30323,32528,21812,34770,9641,44936,42872,45307,13620,24440,19954,17642,20502,38134,31161,35495,4512,16558
sum,GCA_004322465.1,NA,NA,1890,33763,4951,28347,30472,20652,32562,9306,41666,40320,43060,13072,22373,18619,16504,19779,35944,28656,34182,4173,15450
sum,GCA_000723185.1,NA,NA,1944,35183,4862,27042,31282,20476,32485,9488,41729,38601,43159,13563,20952,18922,16876,21985,34631,27970,34338,4375,15968
sum,GCA_000955905.3,NA,NA,1717,31227,4405,25611,28039,18733,30211,8645,38780,37299,39331,11729,19860,17549,15979,17250,32148,26869,29759,3849,14075
sum,GCA_016872015.1,NA,NA,1538,27851,3909,21641,24725,15796,25951,7346,33040,32884,34025,10080,16333,14940,14006,15258,27129,22133,26092,3238,11990
sum,GCA_016872055.1,NA,NA,1379,25424,3651,20036,22688,14948,24954,6867,31178,30266,31449,9463,15347,14190,12749,14554,25138,20521,24623,3173,11359
sum,GCA_010028495.1,NA,NA,1907,32976,4728,27121,28468,20062,31682,8789,40051,39806,41001,12220,21744,18387,17023,17725,34019,28522,31930,4221,15431
sum,GCA_016871975.1,NA,NA,1312,22273,3448,18173,21629,13958,21652,5968,28146,29042,29184,8095,14730,12165,10473,13118,22363,18084,22646,2784,10238
sum,GCA_016176745.1,NA,NA,1414,20823,3364,17489,20858,13544,20616,5697,28095,28078,28429,7686,14712,11566,10150,12347,21957,18075,21677,2623,9918
sum,GCA_001443365.1,NA,NA,1652,25067,4168,22753,28058,17294,26609,7065,36715,35875,35689,10244,19580,15467,12772,15246,28955,22172,26614,3505,12396
sum,GCA_000812185.1,NA,NA,1445,22874,3857,22152,27778,16777,24806,6642,32978,33389,31860,10158,19228,13938,11597,13255,26794,20516,24385,3352,11312
sum,GCA_012959225.1,NA,NA,1192,15362,2704,14199,16577,10935,16731,4607,22500,22494,22123,6384,12457,9283,7536,9562,17804,13744,16763,2196,7703
sum,GCA_013390785.1,NA,NA,1096,17935,3060,16818,19586,12270,19245,5369,25431,26148,24771,7388,14424,10645,8717,10863,20562,16246,19213,2576,8810
sum,GCA_018263495.1,NA,NA,984,14956,2604,13980,16155,10001,16185,4360,20921,21272,20588,6342,11267,8768,7117,9045,16791,13140,15998,2057,7125
sum,GCA_013390745.1,NA,NA,1247,19913,3520,18989,21994,14027,21619,6011,28972,29215,28256,8301,16233,11742,9811,12135,22996,17743,21475,2930,10148
sum,GCA_013390375.1,NA,NA,1258,19857,3394,17898,21162,13242,21050,5637,27648,27965,27182,8100,14773,11660,9411,12063,21945,17148,20919,2710,9449
sum,GCA_011523285.1,NA,NA,950,12625,3273,13477,13097,10268,14459,5556,29407,22849,22016,6523,17823,8034,7284,8547,17622,14014,13289,2000,9174
sum,GCA_016838785.1,NA,NA,1525,18186,3007,16057,19981,12519,19099,5210,24794,25973,25035,7895,13217,10761,8911,10944,19951,15199,19251,2561,8663
sum,GCA_016838845.1,NA,NA,1765,25794,4388,24263,29014,18844,27742,7649,37572,37331,37335,10417,20061,16007,13673,16050,29680,23575,27800,3836,13022
sum,GCA_016838795.1,NA,NA,1360,18460,3146,17069,20699,13232,19823,5455,27185,27250,26834,7723,14171,11386,9841,11611,21039,16440,19982,2673,9133
sum,GCA_000200715.1,NA,NA,2017,57336,7163,40460,38945,21989,59388,12943,36570,25774,51182,18445,18372,32482,14802,39575,44080,32732,44126,5337,19178
sum,GCA_003724275.1,NA,NA,1399,51845,4440,21098,24917,10799,37713,8929,18393,10649,32273,10850,7905,18991,7551,33099,25185,18881,30284,3684,9584
sum,GCA_016126025.1,NA,NA,1847,49589,5709,31850,30249,15705,44151,11377,28236,17429,41739,16155,13864,23563,12621,36261,31072,26523,38421,5432,15761
sum,GCA_009839185.1,NA,NA,1529,30870,4988,27731,22628,13945,29766,10139,31896,20871,34806,13000,16671,17406,13627,22431,28912,25836,30319,4384,14593
sum,GCA_009840065.1,NA,NA,1545,30228,5121,27017,22895,14129,30162,10212,31839,20551,34441,13355,16316,17129,12940,23149,28199,24677,29565,4343,14549
sum,GCA_011772925.1,NA,NA,1743,25047,4249,23907,29955,17986,27369,7102,35356,35369,35273,10342,19362,15914,13718,14765,28758,22249,26639,3629,12437
sum,GCA_013867335.1,NA,NA,1823,25692,4470,25426,31305,18655,28244,7483,37029,36921,36592,11059,20405,16418,14009,15274,30594,23144,27814,3758,12993
sum,GCA_000204585.1,NA,NA,2038,28193,5108,27818,32326,21864,31089,8957,46624,43352,42554,12792,25577,18056,15559,16930,35668,27360,31018,4302,15477
sum,GCA_013407385.1,NA,NA,1885,27269,4956,27328,31446,20940,29834,8619,44529,40821,40621,12147,24518,17620,15079,16262,34491,26918,29644,4286,14984
sum,GCA_000220175.2,NA,NA,1945,27754,4940,27337,31691,20821,30490,8577,45014,41757,40612,12191,24612,17612,15170,16340,34329,26762,29767,4176,14830
sum,GCA_002789395.1,NA,NA,1871,23449,4252,22422,26375,17341,25361,7512,37755,35152,34475,10672,19987,14402,12753,14351,28844,22148,25602,3536,12727
sum,GCA_016234975.1,NA,NA,1420,19514,3308,18370,21457,13849,21068,5873,30312,28289,27985,8527,16258,11968,10349,11745,23503,18176,20768,2741,9909
sum,GCA_014193235.1,NA,NA,1533,22230,3694,20834,24874,15894,24069,6910,35247,32987,32048,9908,18386,13562,11616,13153,26484,20753,23878,3207,11455
sum,GCA_013521055.1,NA,NA,1438,21241,3784,19838,23529,15649,23619,6462,35751,31917,31736,9322,18961,12922,11415,12407,25506,20079,22098,3103,11254
sum,GCA_018128925.1,NA,NA,1931,29798,4984,29267,34843,21751,32085,8714,42879,42772,41650,12603,23927,18949,15506,17416,35724,27322,32319,4310,15099
sum,GCA_900620265.1,NA,NA,2244,64281,7356,36110,36706,17840,59402,11916,29872,20000,47763,17018,13097,30675,11842,46244,36137,27365,43015,5946,17048
sum,GCA_003724285.1,NA,NA,1317,28426,3969,21474,22044,12681,27640,6701,23708,21012,28481,9989,10519,14318,9464,19610,23014,17912,24849,2998,10389
sum,GCA_003724325.1,NA,NA,1335,26600,4109,20480,21637,12697,26077,6777,25301,21908,28292,10106,11385,13505,9518,18001,22879,18302,23574,3087,10448
sum,GCA_013911135.1,NA,NA,1912,26098,4896,26679,31410,19758,28773,8154,40920,39307,38772,11394,22655,16491,14384,16126,32237,26038,28878,4089,14111
sum,GCA_013390485.1,NA,NA,1430,21238,3760,20060,24974,15590,23634,6281,32959,31592,30670,9178,16872,13008,10881,13080,25025,19499,23032,3080,10785
sum,GCA_018263505.1,NA,NA,1756,21747,4322,22456,28182,17431,24812,7293,36545,36062,33455,10581,20001,13940,12549,13853,28688,21525,24711,3426,11569
sum,GCA_002730325.1,NA,NA,1285,18424,3154,17477,22011,13489,20929,5426,28035,28365,26248,8442,14846,11371,9676,10796,22353,16759,19982,2700,8944
sum,GCA_013215285.1,NA,NA,1950,26952,4999,28697,32736,20963,30799,8596,44617,41849,40254,12169,24397,17278,15333,16608,34656,27595,30212,4350,15102
sum,GCA_013407185.1,NA,NA,2423,34572,6394,35654,41594,27445,38512,10954,55477,51568,52295,15736,31259,22795,19540,21136,44686,33640,38568,5640,19352
sum,GCA_003175215.1,NA,NA,2032,29717,5130,30144,35873,22732,32355,9227,46628,44213,43814,13360,25897,18751,16027,17838,36981,27883,32475,4491,15841
sum,GCA_000956175.1,NA,NA,2184,30588,5463,32009,37437,23673,33876,9433,48326,45767,45215,13876,26942,19855,16774,17899,39306,29425,34010,4766,16233
sum,GCA_014078525.1,NA,NA,2050,30213,5353,31369,37417,23567,33703,9375,48039,45975,45085,13506,26393,19453,16455,17936,38685,28472,33473,4686,16013
sum,GCA_002788515.1,NA,NA,1629,23340,4070,23212,27248,17510,25651,7218,36092,33075,34138,10541,19807,14503,12593,14091,28703,22474,25794,3526,12267
sum,GCA_014075315.1,NA,NA,2160,30897,5654,32246,35615,23105,33718,10052,44891,42359,43671,14429,25521,19055,16594,18442,38241,28468,34037,4947,16357
sum,GCA_000299395.1,NA,NA,1974,28870,5138,29286,34369,21666,31570,8645,43873,42229,41604,12939,24071,18444,15483,16815,35191,27411,31541,4389,15176
sum,GCA_013043295.1,NA,NA,1543,21458,3660,20600,25384,15178,23138,6121,31277,31014,29967,9312,16946,13076,10955,12143,25391,18973,22976,3041,10430
sum,GCA_013407145.1,NA,NA,1800,27680,4735,28212,33570,20370,30254,8129,40760,39938,39614,12065,22708,17550,14431,15591,33598,25767,30264,4155,14167
sum,GCA_013407165.1,NA,NA,1765,27907,4674,28503,32835,20236,30502,7969,41439,39801,39529,11763,23246,17669,14702,15474,33918,26741,30591,4067,14071
sum,GCA_014384555.1,NA,NA,1717,25154,4252,24822,29655,17817,27356,7213,36885,35808,35117,11018,19658,15281,12850,14124,29699,22716,26869,3586,12275
sum,GCA_003702545.1,NA,NA,1498,22993,3710,22001,27282,15855,24588,6555,30927,31774,30745,9766,17168,14084,11812,13219,25996,20114,24964,3222,11019
sum,GCA_003702525.1,NA,NA,1549,24003,3821,23636,28665,16554,25647,6865,32393,33237,32472,10177,18214,14834,12504,13632,27511,21501,26064,3370,11502
sum,GCA_000018465.1,NA,NA,1795,30006,4713,30341,36092,21741,31944,8747,41712,41226,41693,12776,24217,19261,15895,16826,35560,28383,32867,4404,15216
sum,GCA_006740685.1,NA,NA,1729,27093,4554,26571,32495,19526,29220,7878,38553,38596,37555,11543,21477,17071,14172,15476,31885,25108,29616,3904,13297
sum,GCA_016125975.1,NA,NA,2215,30514,5272,31315,36848,22666,32644,9385,44161,44066,43100,13258,25173,19164,16687,18191,36655,28903,33359,4799,16209
sum,GCA_000875775.1,NA,NA,2161,30221,5324,30373,35936,23360,33013,9269,45270,44169,43570,13581,24968,19467,16368,17965,36695,28244,33491,4658,15984
sum,GCA_000722915.1,NA,NA,1767,22637,4155,22571,28331,16645,23744,6901,32008,33648,32071,10037,18189,14170,12549,13921,26630,20663,24603,3495,11857
sum,GCA_003702465.1,NA,NA,1410,19652,3385,19148,24594,14328,21755,5751,30563,30410,28566,8812,17065,12188,10492,11245,23853,18169,21234,2850,9834
sum,GCA_002156965.1,NA,NA,1677,23744,4375,24374,30228,18213,26761,7250,37995,37686,35327,10850,21864,15057,12998,13777,30002,22872,25953,3759,12728
sum,GCA_003331425.1,NA,NA,1475,21551,3766,21371,26597,15874,24047,6348,33750,33219,31408,9707,18854,13425,11432,12267,26468,20285,23356,3224,10991
sum,GCA_002737455.1,NA,NA,1365,19631,3549,18952,23333,14875,22188,5920,33199,30851,29406,9009,18111,12015,10662,11444,24303,18545,20893,2893,10363
sum,GCA_014384445.1,NA,NA,1719,21131,4248,22915,27865,17248,24003,7101,35554,35744,33393,9995,20344,13707,12271,13085,27865,21304,23709,3649,12202
sum,GCA_001437625.1,NA,NA,1471,20764,3788,20614,24968,15480,23139,6383,33916,31933,30893,9607,18201,12637,11087,12063,25206,19733,22470,3124,10838
sum,GCA_029784875.1,NA,NA,2204,46415,5010,27970,36454,24192,45653,9929,36314,31892,59296,15069,20364,26324,17059,34807,45511,31546,47319,6657,19995
sum,GCA_029784735.1,NA,NA,1594,45454,3841,21194,27538,16690,40744,7195,19052,19121,45122,12563,9788,20871,10670,31593,30239,21135,39333,4715,13561
sum,GCA_029784635.1,NA,NA,1673,34344,2883,21196,27937,18727,34225,6492,35378,29011,42391,13488,18761,18011,10974,21958,33188,21720,33301,4524,18389
sum,GCA_029786515.1,NA,NA,1780,37898,3025,23854,27894,18595,38182,7279,36311,27069,46915,14156,18321,19670,11576,26367,34321,24348,34427,4803,18104
sum,GCA_029784995.1,NA,NA,4596,93468,11774,55380,71915,52849,89269,19763,84457,67847,118027,28691,47767,52107,37362,63463,102438,71051,92681,13461,40846
sum,GCA_029785885.1,NA,NA,3210,65945,8042,38357,51769,35355,59081,13986,56517,48781,81630,20060,30684,34582,25251,45438,67036,45958,62971,8964,26948
sum,GCA_029785595.1,NA,NA,1732,50243,3940,21822,28717,17488,42698,6943,20689,19484,46586,11115,11556,23239,12436,31773,34768,25868,43018,5028,13811
sum,GCA_029786035.1,NA,NA,2563,65560,5693,31460,40500,26722,58100,10326,32830,32405,66341,16849,17733,31672,18044,43289,48124,36452,58633,7428,20343
sum,GCA_029785815.1,NA,NA,1829,46183,3703,21409,26915,18264,40206,7073,21669,22141,45037,11134,12222,21354,12253,28235,34333,25833,40425,5069,14294
sum,GCA_029785305.1,NA,NA,1594,41765,3416,20684,27084,16511,37220,6841,20560,21137,41978,10568,10483,19780,10739,28505,29791,22327,37611,4729,12708
sum,GCA_029785135.1,NA,NA,1858,48553,3974,23219,30377,18663,42429,7712,22728,22987,47947,11790,11963,22806,12236,32848,34099,25409,42992,5389,14711
sum,GCA_029786055.1,NA,NA,1774,49434,3715,22621,29401,18363,42634,7221,21770,21972,46799,11548,11769,22777,12187,31678,34287,25817,42767,5223,14643
sum,GCA_029785525.1,NA,NA,1625,45737,3476,20681,26789,16840,39903,6665,19814,20539,43318,10607,10387,20560,10982,28804,30720,22844,38829,4627,13025
sum,GCA_029785825.1,NA,NA,2099,57226,4827,27486,34754,22265,50390,8805,26297,27920,56095,13972,14873,27463,14958,36555,41253,31612,51080,6293,17783
sum,GCA_029785715.1,NA,NA,1677,46001,3637,21374,27664,17189,40228,6723,19905,21516,44062,10916,10462,20997,11182,29605,31441,23368,40567,4790,13186
sum,GCA_029785435.1,NA,NA,2235,54802,4757,26909,35202,21269,47451,9220,25501,26759,55062,13426,13577,26484,14791,38326,39082,29073,47766,6474,16639
