protein,organism,ref,abbrv,chains,Ala,Cys,Asp,Glu,Phe,Gly,His,Ile,Lys,Leu,Met,Asn,Pro,Gln,Arg,Ser,Thr,Val,Trp,Tyr
tr|A0A0G2QC53,RAT,XCJ+16,A0A0G2QC53,1,62,3,74,58,48,48,13,23,66,84,13,17,82,64,30,108,33,36,6,10
tr|B5DEK0,RAT,XCJ+16,B5DEK0,1,25,2,17,36,8,12,6,10,29,44,3,9,15,21,18,32,12,17,3,7
tr|B5DFK6,RAT,XCJ+16,B5DFK6,1,83,21,71,102,30,44,32,66,113,124,30,37,70,62,55,99,49,81,6,29
tr|B1H270,RAT,XCJ+16,B1H270,1,50,5,22,30,17,36,5,28,36,43,8,21,14,25,17,21,13,35,1,7
tr|F7EPH4,RAT,XCJ+16,F7EPH4,1,23,8,27,20,13,15,8,20,27,11,6,14,20,4,9,13,11,22,7,11
sp|P47942,RAT,XCJ+16,DPYL2,1,46,7,36,31,18,47,13,41,32,35,12,21,32,24,27,43,40,46,7,14
tr|D3ZKE6,RAT,XCJ+16,D3ZKE6,1,54,13,45,100,19,19,15,25,69,103,15,29,18,71,42,60,40,35,6,9
tr|B1WBX7,RAT,XCJ+16,B1WBX7,1,17,2,12,13,6,7,2,7,5,19,5,5,7,8,13,13,6,12,0,7
tr|B2RYF6,RAT,XCJ+16,B2RYF6,1,48,6,40,30,39,38,15,37,28,55,13,23,43,29,29,54,36,50,18,33
tr|D3ZPW7,RAT,XCJ+16,D3ZPW7,1,11,4,5,18,18,10,4,9,24,21,5,7,15,5,9,15,4,16,3,6
tr|B1WC26,RAT,XCJ+16,B1WC26,1,25,8,15,32,15,26,10,19,32,33,11,10,20,15,12,22,16,25,3,10
tr|D3ZH41,RAT,XCJ+16,D3ZH41,1,24,0,21,40,5,13,5,6,23,50,7,4,6,26,16,41,9,25,0,5
tr|D4A9D8,RAT,XCJ+16,D4A9D8,1,46,15,34,67,20,37,22,28,54,61,15,34,26,26,40,51,48,26,13,19
sp|D3ZBN0,RAT,XCJ+16,H15,1,42,0,1,7,1,16,0,2,64,9,1,3,20,1,4,17,18,15,0,1
sp|P11507,RAT,XCJ+16,AT2A2,1,84,29,49,76,42,66,12,75,59,98,32,43,50,28,42,68,66,89,16,19
sp|B0BNA7,RAT,XCJ+16,EIF3I,1,18,7,22,21,21,28,11,16,17,20,8,15,11,12,14,26,21,21,5,11
tr|B2RYI6,RAT,XCJ+16,B2RYI6,1,34,5,23,50,17,24,10,16,31,45,12,17,15,21,31,24,22,29,7,17
tr|B2RYC9,RAT,XCJ+16,B2RYC9,1,42,7,25,21,29,35,15,28,23,54,11,19,33,16,22,44,31,27,13,20
tr|B5DEH4,RAT,XCJ+16,B5DEH4,1,49,13,27,40,24,37,12,17,20,62,8,13,31,30,33,20,14,40,4,13
tr|B5DFC6,RAT,XCJ+16,B5DFC6,1,22,3,16,19,16,20,11,19,24,24,9,12,13,9,7,15,16,18,3,13
sp|Q99068,RAT,XCJ+16,AMRP,1,17,0,20,44,7,17,19,11,38,55,4,14,12,13,24,25,11,15,5,9
sp|P17164,RAT,XCJ+16,FUCO,1,29,5,24,29,20,32,16,13,25,43,9,20,29,15,17,31,23,32,29,21
sp|P13221,RAT,XCJ+16,AATC,1,32,4,21,25,25,30,8,17,21,37,8,24,23,15,24,26,22,30,9,12
sp|P04906,RAT,XCJ+16,GSTP1,1,13,4,14,8,7,18,4,8,13,31,3,11,11,11,9,11,8,13,2,11
sp|P06762,RAT,XCJ+16,HMOX1,1,26,0,7,29,13,12,10,9,15,33,9,7,16,18,16,20,21,14,3,11
sp|P16975,RAT,XCJ+16,SPRC,1,20,15,17,37,14,16,12,12,19,29,7,14,17,9,10,7,17,18,4,7
sp|P27881,RAT,XCJ+16,HXK2,1,56,26,61,73,39,79,23,47,53,93,39,27,21,30,62,43,52,73,5,15
sp|P52631,RAT,XCJ+16,STAT3,1,44,14,34,57,30,39,13,41,47,82,27,38,34,60,35,51,47,41,15,21
sp|P15650,RAT,XCJ+16,ACADL,1,42,7,14,35,16,34,11,28,26,38,12,13,14,19,24,31,21,24,8,13
sp|P49911,RAT,XCJ+16,AN32A,1,6,3,31,56,4,13,1,8,18,29,3,16,7,4,9,13,6,12,0,8
sp|P23928,RAT,XCJ+16,CRYAB,1,8,0,11,14,13,8,9,10,10,14,3,2,16,3,14,17,9,10,2,2
sp|Q62940,RAT,XCJ+16,NEDD4,1,32,8,68,75,41,56,24,38,49,77,20,41,60,37,52,54,52,51,20,32
tr|Q6P7A7,RAT,XCJ+16,Q6P7A7,1,37,2,35,44,22,29,19,34,40,64,9,20,29,21,29,46,37,58,3,28
sp|P49088,RAT,XCJ+16,ASNS,1,36,10,32,42,33,33,20,30,37,61,12,19,26,15,26,35,28,32,7,27
sp|P70584,RAT,XCJ+16,ACDSB,1,41,8,15,30,22,35,7,27,30,37,13,16,12,21,18,29,25,26,4,16
sp|P50904,RAT,XCJ+16,RASA1,1,73,17,48,78,39,77,28,55,62,114,24,40,62,36,51,72,56,61,9,36
tr|G3V6P7,RAT,XCJ+16,G3V6P7,1,178,22,109,266,50,69,28,82,205,225,51,78,32,151,126,82,82,81,10,33
sp|P29411,RAT,XCJ+16,KAD3,1,13,1,12,14,7,16,5,15,16,26,5,7,14,12,13,12,17,14,2,6
sp|P05982,RAT,XCJ+16,NQO1,1,22,1,10,20,16,20,5,13,22,28,6,10,14,13,10,18,9,20,6,11
tr|Q5M964,RAT,XCJ+16,Q5M964,1,61,5,15,31,18,41,13,25,32,43,21,29,26,18,20,28,31,39,2,9
sp|P49134,RAT,XCJ+16,ITB1,1,33,57,39,59,30,63,14,46,56,56,13,58,35,31,30,54,46,51,6,22
sp|P10888,RAT,XCJ+16,COX41,1,14,1,10,9,7,7,3,7,17,15,6,6,6,5,9,14,7,13,6,7
sp|P17425,RAT,XCJ+16,HMCS1,1,43,11,37,27,19,39,10,24,30,47,11,24,20,18,24,45,27,34,5,25
tr|Q68G41,RAT,XCJ+16,Q68G41,1,29,2,12,18,10,19,5,16,20,35,9,13,11,9,20,20,11,18,4,8
sp|P12785,RAT,XCJ+16,FAS,1,216,46,115,149,85,202,71,102,102,316,46,78,135,123,120,199,127,188,30,55
sp|P21708,RAT,XCJ+16,MK03,1,28,6,23,25,13,23,11,26,21,42,9,13,25,16,22,17,19,20,3,18
sp|P43244,RAT,XCJ+16,MATR3,1,49,9,65,70,22,66,24,30,66,77,18,40,52,38,51,80,30,27,4,27
sp|P38650,RAT,XCJ+16,DYHC1,1,310,48,255,383,180,214,90,244,296,518,122,189,186,257,290,271,236,350,77,128
tr|A0A0H2UHQ0,RAT,XCJ+16,A0A0H2UHQ0,1,44,2,31,35,19,46,8,18,27,83,9,23,29,30,22,53,26,37,13,11
sp|P61212,RAT,XCJ+16,ARL1,1,11,2,9,13,8,14,0,12,11,18,7,5,4,7,10,12,15,13,4,6
tr|A0A0G2JZI0,RAT,XCJ+16,A0A0G2JZI0,1,63,8,74,132,16,82,21,17,59,50,23,20,42,30,107,99,36,43,8,10
sp|P50137,RAT,XCJ+16,TKT,1,72,13,36,35,25,49,16,42,45,44,15,17,30,25,26,36,32,44,4,17
tr|Q6IN22,RAT,XCJ+16,Q6IN22,1,17,16,17,20,12,39,10,21,15,19,6,20,17,8,12,27,16,19,12,16
sp|O70593,RAT,XCJ+16,SGTA,1,35,3,14,26,8,23,8,13,13,32,9,15,19,24,13,27,11,11,0,10
sp|Q9ES40,RAT,XCJ+16,PRAF3,1,13,0,10,5,16,11,2,14,11,21,12,11,7,4,10,10,5,17,3,6
sp|Q9ER34,RAT,XCJ+16,ACON,1,62,13,47,41,22,74,24,58,53,68,11,37,44,30,37,37,47,44,9,22
sp|O08730,RAT,XCJ+16,GLYG,1,20,4,24,16,16,19,10,8,17,39,8,12,16,15,10,31,26,22,7,13
sp|Q62967,RAT,XCJ+16,MVD1,1,41,6,23,20,14,28,11,18,17,39,7,10,24,22,24,26,28,29,5,9
sp|O70536,RAT,XCJ+16,SOAT1,1,39,10,18,24,50,19,14,30,20,69,14,20,25,15,35,33,22,42,14,32
sp|P04636,RAT,XCJ+16,MDHM,1,37,8,12,17,12,29,5,23,25,31,7,15,21,9,11,19,24,28,0,5
sp|Q9Z2Y9,RAT,XCJ+16,KLOT,1,73,12,56,45,58,67,34,44,46,115,15,39,63,33,69,58,48,57,31,51
sp|Q9JM53,RAT,XCJ+16,AIFM1,1,49,5,28,41,22,62,10,37,39,49,13,21,34,23,39,43,23,54,8,12
sp|P13596,RAT,XCJ+16,NCAM1,1,64,14,47,79,24,54,11,56,59,53,13,42,48,36,27,67,60,65,14,25
sp|O89049,RAT,XCJ+16,TRXR1,1,33,14,25,37,18,52,9,31,39,42,8,20,20,13,18,23,34,39,6,17
sp|Q9QZK5,RAT,XCJ+16,HTRA1,1,39,16,26,29,10,41,7,34,30,41,5,19,28,15,27,33,26,46,0,8
sp|Q9EQS0,RAT,XCJ+16,TALDO,1,36,3,20,27,14,21,5,23,32,32,9,9,11,14,14,21,17,17,3,9
sp|P08699,RAT,XCJ+16,LEG3,1,29,1,8,6,11,38,5,12,8,12,6,18,40,10,8,13,12,10,3,12
sp|P11884,RAT,XCJ+16,ALDH2,1,56,9,28,27,24,47,6,23,31,39,10,20,25,26,23,27,27,46,7,18
tr|F2Z3R2,RAT,XCJ+16,F2Z3R2,1,40,11,31,29,21,68,18,18,29,35,15,34,49,26,35,41,18,38,2,28
sp|O88989,RAT,XCJ+16,MDHC,1,29,3,22,20,12,23,4,21,30,32,9,13,13,10,10,26,15,31,4,7
tr|G3V9Z3,RAT,XCJ+16,G3V9Z3,1,38,11,23,40,15,40,10,36,40,44,13,18,28,16,26,19,28,43,12,26
sp|P02466,RAT,XCJ+16,CO1A2,1,128,9,40,63,22,382,12,32,49,62,10,41,230,39,74,64,44,53,4,14
tr|A0A0H2UHP9,RAT,XCJ+16,A0A0H2UHP9,1,13,2,16,14,10,14,0,14,13,15,7,8,5,11,15,15,14,14,2,6
sp|Q05962,RAT,XCJ+16,ADT1,1,31,4,16,6,20,31,3,18,24,23,8,7,7,14,17,17,10,24,5,13
sp|P61107,RAT,XCJ+16,RAB14,1,20,4,10,16,8,18,4,15,12,16,4,10,7,12,11,12,15,9,2,10
sp|O88813,RAT,XCJ+16,ACSL5,1,37,15,34,41,41,50,8,50,51,71,14,32,43,26,24,39,33,46,8,20
sp|Q9R063,RAT,XCJ+16,PRDX5,1,25,6,9,10,11,26,2,5,15,22,3,5,9,6,9,14,11,22,3,0
sp|Q9R1J8,RAT,XCJ+16,P3H1,1,68,15,41,71,29,37,19,18,31,76,13,28,42,30,45,47,32,44,5,37
sp|Q63692,RAT,XCJ+16,CDC37,1,24,9,26,56,12,17,9,11,41,28,14,8,12,21,24,17,10,24,7,9
sp|P13086,RAT,XCJ+16,SUCA,1,36,7,7,17,11,46,10,30,27,22,8,11,18,14,12,17,25,22,0,6
sp|Q62902,RAT,XCJ+16,LMAN1,1,37,5,31,35,31,43,14,27,29,31,12,21,26,38,28,31,27,33,5,13
sp|O08629,RAT,XCJ+16,TIF1B,1,89,31,45,60,21,68,20,18,42,71,18,21,63,41,42,77,41,51,5,11
sp|P52555,RAT,XCJ+16,ERP29,1,23,1,15,20,10,23,2,10,26,34,5,5,12,11,8,21,6,15,2,11
sp|Q64591,RAT,XCJ+16,DECR,1,31,5,13,18,20,33,2,26,24,25,8,14,18,8,14,24,22,20,4,6
sp|P14604,RAT,XCJ+16,ECHM,1,37,7,10,23,14,24,3,19,22,26,9,14,9,11,14,14,14,14,1,5
sp|P51583,RAT,XCJ+16,PUR6,1,34,13,21,29,16,31,5,29,34,36,8,18,19,19,18,28,22,28,10,7
sp|Q64428,RAT,XCJ+16,ECHA,1,64,12,34,46,32,71,6,44,67,74,18,25,31,35,32,49,39,65,1,18
sp|P36506,RAT,XCJ+16,MP2K2,1,27,5,23,30,13,31,11,26,23,41,10,11,30,13,28,31,12,25,2,8
sp|Q920A6,RAT,XCJ+16,RISC,1,25,5,25,25,23,31,5,20,28,53,15,20,17,20,14,39,23,33,16,15
sp|Q924S5,RAT,XCJ+16,LONM,1,68,10,51,84,26,71,21,45,62,103,22,23,44,38,63,52,52,86,9,20
sp|Q60587,RAT,XCJ+16,ECHB,1,57,5,24,16,20,32,9,19,34,47,19,17,23,16,22,39,30,31,3,12
sp|Q66HR2,RAT,XCJ+16,MARE1,1,23,3,17,22,14,19,2,13,23,22,8,12,15,18,9,11,9,18,2,8
sp|P97584,RAT,XCJ+16,PTGR1,1,26,5,13,21,14,36,3,14,25,33,11,12,16,9,11,17,21,27,5,10
tr|G3V741,RAT,XCJ+16,G3V741,1,36,8,7,20,21,27,6,13,23,34,11,8,24,11,18,22,16,29,5,17
sp|P29315,RAT,XCJ+16,RINI,1,25,30,30,33,4,28,4,12,20,91,3,20,15,24,21,39,21,25,6,5
sp|P16086,RAT,XCJ+16,SPTN1,1,247,14,177,284,85,95,71,90,198,270,50,97,28,192,148,148,90,107,40,41
sp|P35565,RAT,XCJ+16,CALX,1,34,7,70,63,20,35,9,29,57,40,13,23,49,13,18,29,23,28,16,15
sp|P54001,RAT,XCJ+16,P4HA1,1,37,6,38,42,21,35,12,23,42,52,14,20,22,22,26,30,31,29,11,21
sp|P69897,RAT,XCJ+16,TBB5,1,30,8,26,36,23,35,10,18,15,32,17,21,20,21,22,26,31,33,4,16
tr|F7FJQ3,RAT,XCJ+16,F7FJQ3,1,6,7,6,7,5,9,3,8,14,15,2,6,14,8,1,11,8,15,2,5
sp|Q9Z1Z9,RAT,XCJ+16,PDLI7,1,44,19,19,25,22,38,12,16,29,28,8,11,42,20,26,32,30,19,7,10
sp|Q80Z70,RAT,XCJ+16,SE1L1,1,76,9,43,56,27,68,22,26,37,86,21,29,27,53,37,46,33,45,7,46
tr|Q5PQK6,RAT,XCJ+16,Q5PQK6,1,28,13,9,20,10,24,11,11,8,42,7,6,24,19,19,24,17,19,5,11
tr|Q6P9U0,RAT,XCJ+16,Q6P9U0,1,22,5,19,34,28,25,7,21,35,39,17,14,11,12,12,20,27,21,3,7
tr|Q6P9U9,RAT,XCJ+16,Q6P9U9,1,46,6,35,26,18,48,11,36,37,45,14,14,16,21,23,34,28,39,0,17
sp|Q6P6R2,RAT,XCJ+16,DLDH,1,47,10,20,32,19,58,15,37,38,38,8,21,19,15,16,29,30,46,3,8
tr|Q6WN19,RAT,XCJ+16,Q6WN19,1,36,4,26,36,16,34,12,15,9,63,3,8,35,26,28,46,34,27,4,7
sp|Q6AYT3,RAT,XCJ+16,RTCB,1,47,9,32,28,16,49,16,26,32,38,20,24,21,19,26,21,20,44,4,13
tr|D4ACN7,RAT,XCJ+16,D4ACN7,1,98,27,137,153,83,130,35,121,145,182,41,86,128,70,115,127,117,139,42,72
tr|D3ZU13,RAT,XCJ+16,D3ZU13,1,127,14,78,156,43,108,18,67,93,141,31,43,157,85,102,130,80,85,12,28
tr|F1M8K0,RAT,XCJ+16,F1M8K0,1,74,6,44,47,21,49,21,47,50,63,15,29,110,27,46,67,77,74,11,15
TrEMBL|D4A722,RAT,XCJ+16,NA,1,194,76,142,160,91,215,63,122,146,265,49,95,133,129,112,239,150,191,29,66
UniParc|UPI0001BFBBE1,RAT,XCJ+16,NA,1,24,11,28,37,18,32,9,19,19,41,3,17,20,27,25,30,25,40,7,10
UniParc|UPI0000DA3C0B,RAT,XCJ+16,NA,1,61,10,30,47,10,36,14,36,74,65,11,33,27,49,26,53,30,33,6,20
