protein,organism,ref,abbrv,chains,Ala,Cys,Asp,Glu,Phe,Gly,His,Ile,Lys,Leu,Met,Asn,Pro,Gln,Arg,Ser,Thr,Val,Trp,Tyr
sp|P10860,RAT,NA,NA,1,48,6,30,37,22,54,15,36,34,40,14,22,26,12,35,36,28,38,5,20
sp|Q9ER34,RAT,NA,NA,1,62,13,47,41,22,74,24,58,53,68,11,37,44,30,37,37,47,44,9,22
sp|P04636,RAT,NA,NA,1,37,8,12,17,12,29,5,23,25,31,7,15,21,9,11,19,24,28,0,5
tr|Q4FZS3,RAT,NA,NA,1,21,4,19,27,11,17,16,29,24,35,8,21,24,25,17,30,34,22,8,18
sp|P70615,RAT,NA,NA,1,51,4,32,77,6,24,7,20,39,62,15,20,13,33,49,54,33,30,4,14
sp|Q9Z2G8,RAT,NA,NA,1,18,5,41,62,19,17,6,21,38,26,7,13,21,17,13,12,19,21,3,10
sp|Q7TP47,RAT,NA,NA,1,37,3,32,39,19,70,10,17,37,25,10,23,32,29,41,20,19,31,5,34
tr|Q4KM71,RAT,NA,NA,1,38,2,21,59,21,106,18,11,33,32,29,14,113,47,60,33,26,21,1,14
sp|O08651,RAT,NA,NA,1,54,14,22,28,14,51,8,21,26,65,15,17,27,29,21,32,33,47,6,3
sp|P04182,RAT,NA,NA,1,39,7,21,31,13,37,9,27,26,45,9,15,23,10,24,23,25,33,5,17
sp|P61980,RAT,NA,NA,1,21,5,33,33,13,56,4,35,22,29,12,12,41,21,36,32,24,14,3,17
tr|Q5U3Z7,RAT,NA,NA,1,53,9,30,28,20,39,10,21,21,56,10,13,26,25,41,28,26,29,3,16
sp|P49242,RAT,NA,NA,1,12,4,17,15,10,21,5,12,38,18,11,10,7,12,14,10,18,23,2,5
tr|Q6P6U2,RAT,NA,NA,1,35,5,31,42,10,25,4,27,36,45,16,17,21,23,23,16,24,31,1,10
sp|P16617,RAT,NA,NA,1,43,7,24,26,15,40,5,18,41,38,14,24,15,6,11,24,18,39,4,5
sp|P07335,RAT,NA,NA,1,20,5,31,25,17,32,14,15,20,41,11,16,21,15,21,23,18,23,4,9
sp|P45592,RAT,NA,NA,1,12,4,12,15,5,9,1,9,25,14,4,3,6,2,4,12,8,14,1,6
sp|P13233,RAT,NA,NA,1,26,7,24,29,20,34,9,13,42,50,7,5,20,21,21,29,20,24,5,14
sp|P62909,RAT,NA,NA,1,18,3,8,18,7,23,3,15,20,21,6,3,17,8,18,11,12,25,1,6
sp|Q5XHZ0,RAT,NA,NA,1,60,4,36,62,28,33,18,40,46,79,18,17,25,37,48,49,35,42,5,24
sp|Q3KR86,RAT,NA,NA,1,75,6,32,60,13,27,15,27,41,53,14,13,20,35,35,47,43,38,4,11
sp|Q68FR6,RAT,NA,NA,1,41,6,19,38,32,21,8,13,33,34,6,15,26,22,21,25,27,25,12,13
sp|P63102,RAT,NA,NA,1,24,3,15,30,6,11,1,10,20,24,7,10,5,14,11,19,10,12,2,11
tr|Q66HH8,RAT,NA,NA,1,26,1,27,27,12,23,3,19,21,38,8,9,4,10,20,19,22,17,1,12
sp|P18418,RAT,NA,NA,1,22,3,56,51,18,27,7,19,42,26,5,16,25,16,10,16,15,17,11,14
sp|Q5FVM4,RAT,NA,NA,1,33,2,15,53,22,34,14,15,27,31,23,17,38,48,46,13,20,19,1,5
sp|Q5XIH7,RAT,NA,NA,1,31,0,11,20,10,19,2,21,19,33,5,11,10,22,24,21,12,19,1,8
sp|Q5I0G4,RAT,NA,NA,1,43,12,37,53,37,41,14,30,45,54,16,23,30,26,33,35,35,48,4,21
sp|Q4V7C7,RAT,NA,NA,1,24,8,25,32,21,31,9,32,23,26,9,10,26,16,25,21,23,34,5,18
sp|P24368,RAT,NA,NA,1,10,1,15,10,17,25,3,10,26,13,5,8,9,3,8,9,13,25,2,4
sp|Q6DGG0,RAT,NA,NA,1,30,7,25,26,18,34,8,23,40,29,9,17,18,14,10,19,12,20,4,7
sp|P85834,RAT,NA,NA,1,37,7,21,36,11,39,14,23,31,48,12,11,28,11,26,16,30,39,2,10
sp|P24155,RAT,NA,NA,1,52,15,40,60,28,39,18,19,42,80,19,20,33,37,41,31,37,43,7,26
sp|Q5M9G3,RAT,NA,NA,1,50,3,30,56,18,48,14,14,28,46,18,34,56,82,34,71,36,43,2,24
sp|Q9Z2L0,RAT,NA,NA,1,20,2,14,15,14,32,3,10,25,28,2,20,6,8,7,19,29,14,4,11
sp|P25113,RAT,NA,NA,1,24,2,14,22,6,17,7,15,18,24,6,9,15,8,17,11,10,14,7,8
sp|Q5XFX0,RAT,NA,NA,1,11,3,9,11,7,19,0,11,12,16,8,13,10,22,10,10,10,8,4,5
sp|P08461,RAT,NA,NA,1,77,9,24,37,16,45,7,43,40,46,13,13,61,22,28,44,35,54,7,11
tr|B5DFI0,RAT,NA,NA,1,75,16,52,68,36,52,24,48,71,140,21,38,45,53,58,70,46,73,7,31
sp|P31044,RAT,NA,NA,1,9,2,16,10,5,16,6,4,13,18,3,6,15,8,7,14,8,16,5,6
sp|Q09073,RAT,NA,NA,1,34,4,17,6,19,31,2,20,24,21,8,7,7,12,17,13,16,21,5,14
sp|P48500,RAT,NA,NA,1,26,9,11,18,8,25,4,16,21,17,3,9,10,10,8,9,14,22,5,4
tr|B0BNF5,RAT,NA,NA,1,29,2,13,29,5,19,5,20,23,33,14,13,34,10,15,12,19,18,2,10
tr|G3V7G9,RAT,NA,NA,1,17,4,17,23,21,15,12,20,28,43,16,15,14,26,21,25,15,23,2,25
sp|Q60587,RAT,NA,NA,1,57,5,24,16,20,32,9,19,34,47,19,17,23,16,22,39,30,31,3,12
sp|P67779,RAT,NA,NA,1,31,1,15,20,12,17,3,21,12,27,1,7,9,15,19,17,14,25,1,5
sp|B5DFC8,RAT,NA,NA,1,49,12,62,101,24,44,27,45,76,84,30,37,25,47,58,62,44,46,7,31
sp|Q5U2Y1,RAT,NA,NA,1,60,10,37,104,47,51,10,54,83,62,18,37,85,32,54,68,53,81,8,25
sp|Q75Q39,RAT,NA,NA,1,81,13,35,48,18,39,7,24,59,58,21,25,22,33,25,35,20,20,4,23
tr|B5DEP6,RAT,NA,NA,1,47,6,25,36,11,14,7,25,36,61,8,10,10,21,21,32,19,21,2,15
sp|Q6P6V0,RAT,NA,NA,1,42,3,29,32,29,41,22,36,41,56,17,31,23,21,20,33,30,27,12,13
sp|P06302,RAT,NA,NA,1,10,0,18,35,0,9,0,1,9,1,1,6,2,3,2,3,6,6,0,0
tr|B6DYQ7,RAT,NA,NA,1,13,4,14,8,7,18,4,8,13,31,3,11,11,11,9,11,8,13,2,11
tr|Q8R3Z7,RAT,NA,NA,1,34,4,33,40,28,37,8,31,41,54,19,20,29,28,29,34,19,30,6,17
sp|P63245,RAT,NA,NA,1,15,8,21,9,8,27,8,19,17,28,5,14,10,12,14,30,31,22,13,6
tr|Q5XI34,RAT,NA,NA,1,57,14,36,47,18,20,11,31,32,81,14,21,26,21,27,38,28,52,5,10
sp|P62161,RAT,NA,NA,1,11,0,17,21,8,11,1,8,8,9,10,6,2,6,6,4,12,7,0,2
sp|A0JPJ7,RAT,NA,NA,1,27,5,28,28,22,29,9,32,44,30,7,16,23,14,13,18,13,24,5,9
sp|O35987,RAT,NA,NA,1,38,0,24,37,17,30,8,14,16,28,4,14,17,19,28,28,18,23,2,5
sp|Q9Z0V6,RAT,NA,NA,1,23,5,11,13,18,13,10,11,13,23,3,9,16,5,11,25,17,23,4,4
sp|Q5U367,RAT,NA,NA,1,34,10,47,48,33,53,26,21,25,87,14,28,52,32,52,42,34,54,16,33
sp|P62907,RAT,NA,NA,1,13,3,11,10,7,8,6,9,31,26,6,11,8,9,11,13,8,20,1,6
sp|P50503,RAT,NA,NA,1,39,3,24,45,10,25,7,16,30,22,18,16,22,14,26,19,9,15,3,5
sp|Q68FY0,RAT,NA,NA,1,49,12,25,31,15,31,14,22,13,47,9,18,19,23,30,38,26,37,5,16
sp|Q9WVC0,RAT,NA,NA,1,21,6,18,47,14,22,10,22,46,34,15,27,16,26,26,22,17,32,3,12
sp|P62083,RAT,NA,NA,1,10,0,7,16,11,10,4,14,24,18,2,7,9,10,14,13,7,17,0,1
sp|P62828,RAT,NA,NA,1,17,3,15,12,11,14,6,10,18,18,4,10,12,9,9,4,11,22,3,8
sp|Q3T1J1,RAT,NA,NA,1,12,4,13,12,5,14,4,11,13,13,6,4,5,5,5,8,8,9,0,3
sp|B0BN93,RAT,NA,NA,1,23,5,23,27,15,19,10,17,23,53,10,13,11,25,17,20,21,30,6,8
sp|Q63598,RAT,NA,NA,1,45,9,42,47,22,39,10,40,50,70,18,48,24,21,23,33,25,40,9,15
tr|Q6P3E1,RAT,NA,NA,1,15,2,5,9,4,15,2,10,16,15,2,2,7,8,16,7,4,14,0,8
sp|Q63570,RAT,NA,NA,1,30,2,30,39,15,21,7,32,29,41,12,13,21,22,24,20,17,30,0,13
sp|Q62940,RAT,NA,NA,1,32,8,68,75,41,56,24,38,49,77,20,41,60,37,52,54,52,51,20,32
sp|Q5XI73,RAT,NA,NA,1,13,1,14,23,5,10,3,11,19,16,5,7,10,8,10,13,11,13,3,9
sp|Q5U2Z3,RAT,NA,NA,1,27,4,33,51,23,19,8,17,34,24,6,17,22,15,13,20,18,24,3,8
sp|B5DF91,RAT,NA,NA,1,23,3,16,16,18,28,8,20,18,21,11,22,12,12,20,29,16,21,2,10
sp|Q794F9,RAT,NA,NA,1,41,2,28,33,19,40,7,18,27,82,8,23,24,27,21,48,22,33,13,11
sp|P23514,RAT,NA,NA,1,75,20,58,72,28,29,20,63,69,118,27,44,39,35,42,62,51,74,4,23
sp|Q80U96,RAT,NA,NA,1,61,20,47,78,54,38,31,76,63,126,39,58,40,68,37,56,61,76,13,29
sp|Q6AYH5,RAT,NA,NA,1,39,2,26,36,6,22,8,10,33,51,8,11,15,29,14,25,31,27,1,8
tr|B1WC50,RAT,NA,NA,1,39,5,32,15,15,131,4,3,18,16,20,17,75,59,45,59,42,15,3,42
sp|Q4KLH4,RAT,NA,NA,1,42,2,19,61,23,49,9,16,24,35,28,20,47,30,52,18,21,19,1,6
sp|P48004,RAT,NA,NA,1,23,3,16,20,7,16,3,17,22,17,3,7,7,10,18,15,14,26,1,9
sp|A0JPM9,RAT,NA,NA,1,21,2,30,33,6,18,0,9,37,19,5,6,6,10,8,14,10,14,3,8
sp|Q5U2U2,RAT,NA,NA,1,20,2,16,19,11,20,8,14,14,21,6,18,29,12,18,23,16,20,4,12
tr|B2RYA5,RAT,NA,NA,1,47,10,44,53,28,38,16,25,49,64,18,27,31,23,38,45,26,40,11,22
sp|P13803,RAT,NA,NA,1,46,6,17,16,11,27,5,19,26,31,4,8,14,12,11,25,17,31,1,6
sp|P47875,RAT,NA,NA,1,15,15,4,13,8,30,6,5,23,7,3,6,7,6,4,13,8,9,2,9
tr|Q9QZD2,RAT,NA,NA,1,13,4,10,8,10,16,22,6,4,20,3,5,18,11,18,29,9,12,4,4
sp|P62919,RAT,NA,NA,1,25,4,7,10,7,33,10,16,26,11,3,9,14,5,28,8,11,23,1,6
tr|Q920B2,RAT,NA,NA,1,79,0,1,1,0,27,1,0,0,11,3,7,19,30,5,50,11,6,0,27
tr|Q66HK3,RAT,NA,NA,1,21,13,25,38,40,43,18,24,24,74,14,19,46,27,32,39,31,36,9,29
sp|Q9JLZ1,RAT,NA,NA,1,24,5,13,36,16,19,9,13,29,37,8,12,18,14,10,22,14,27,4,7
tr|Q9EPV3,RAT,NA,NA,1,6,2,2,6,0,5,1,2,3,7,5,4,7,3,4,5,2,13,0,1
tr|Q45QN0,RAT,NA,NA,1,30,10,28,28,19,17,7,24,27,27,10,14,5,16,18,20,21,19,3,12
sp|P62755,RAT,NA,NA,1,16,3,9,17,4,15,3,10,36,23,4,7,10,10,32,15,12,17,1,5
sp|P52296,RAT,NA,NA,1,84,23,52,72,24,38,13,48,42,103,24,37,37,54,32,50,45,67,9,21
tr|Q66H32,RAT,NA,NA,1,47,10,26,61,13,41,4,18,28,50,6,19,13,13,19,20,17,24,2,0
tr|Q32PX5,RAT,NA,NA,1,21,7,24,48,14,23,14,33,49,33,10,23,19,17,21,29,17,22,0,10
sp|Q64119,RAT,NA,NA,1,7,3,11,18,7,14,3,3,9,15,8,9,3,6,5,3,9,14,0,4
sp|P05369,RAT,NA,NA,1,21,6,22,28,15,20,4,21,25,44,5,12,12,27,17,15,15,20,3,21
sp|P20070,RAT,NA,NA,1,12,4,18,15,16,20,8,20,18,31,9,11,25,10,18,18,14,21,3,10
sp|P18666,RAT,NA,NA,1,13,1,19,15,13,9,2,9,15,11,9,10,5,6,9,5,14,3,0,4
sp|P21533,RAT,NA,NA,1,22,1,9,12,7,20,8,11,50,26,4,4,19,11,25,19,18,22,0,10
tr|B5DEN5,RAT,NA,NA,1,21,3,25,18,5,16,2,10,22,18,4,3,10,8,5,17,7,19,3,9
sp|Q5XIM5,RAT,NA,NA,1,23,0,15,20,4,39,1,3,17,8,3,7,16,7,16,30,13,7,3,4
sp|P20788,RAT,NA,NA,1,29,5,13,14,9,19,6,9,16,21,4,5,19,6,17,28,14,30,2,8
tr|Q5EB64,RAT,NA,NA,1,2,4,9,10,5,6,1,4,6,4,1,1,4,2,6,4,3,11,1,4
sp|Q5PPJ4,RAT,NA,NA,1,39,7,13,31,7,23,6,7,6,38,6,4,19,15,24,12,12,22,2,9
tr|Q5PQR0,RAT,NA,NA,1,24,1,14,19,5,35,4,13,22,20,2,13,16,12,19,31,19,21,0,5
tr|B1H282,RAT,NA,NA,1,50,6,40,41,24,25,17,19,31,72,22,18,40,22,47,41,22,42,14,24
tr|B0K008,RAT,NA,NA,1,8,2,11,5,6,9,4,10,12,9,1,4,3,9,4,3,5,5,0,3
tr|Q6AY21,RAT,NA,NA,1,16,1,25,56,18,43,13,12,20,25,11,19,44,20,42,25,16,32,0,11
sp|Q9R1T1,RAT,NA,NA,1,7,4,8,7,6,9,1,1,8,10,2,1,2,3,6,3,3,5,2,1
tr|Q4KLI7,RAT,NA,NA,1,28,6,30,64,17,26,13,21,41,56,9,26,16,23,31,27,23,12,8,24
tr|Q6P9V6,RAT,NA,NA,1,21,3,10,25,11,17,5,18,13,19,9,7,8,12,7,19,16,16,1,4
sp|P62752,RAT,NA,NA,1,20,0,9,5,3,3,4,11,30,11,2,6,12,3,11,4,7,10,0,5
sp|P17078,RAT,NA,NA,1,9,0,4,7,1,4,1,4,27,16,2,2,3,6,15,4,6,8,0,4
sp|O35244,RAT,NA,NA,1,18,1,17,14,13,15,4,12,18,25,4,7,20,3,9,10,14,13,3,4
sp|Q641X8,RAT,NA,NA,1,28,7,30,30,25,11,9,24,26,52,14,25,13,25,26,24,24,26,6,20
sp|Q4V898,RAT,NA,NA,1,15,0,33,14,7,61,3,3,13,14,7,6,44,2,57,61,12,11,0,27
sp|P49088,RAT,NA,NA,1,36,10,32,42,33,33,20,30,37,61,12,19,26,15,26,35,28,32,7,27
tr|Q5BJZ3,RAT,NA,NA,1,124,13,38,45,38,118,16,64,62,114,40,38,55,33,24,69,70,87,4,34
sp|Q9EQX9,RAT,NA,NA,1,17,1,8,11,5,6,2,11,9,16,4,7,14,6,9,6,6,7,3,4
sp|B0BNG0,RAT,NA,NA,1,31,3,16,30,8,12,6,16,21,27,13,17,4,17,23,13,10,9,5,16
sp|P61314,RAT,NA,NA,1,14,2,5,6,6,18,11,8,17,15,3,4,9,9,33,9,8,12,5,10
tr|Q7TQ12,RAT,NA,NA,1,13,5,14,20,7,16,5,12,20,27,5,11,12,9,8,21,11,16,5,10
sp|Q99J82,RAT,NA,NA,1,36,9,29,25,16,26,16,20,26,42,20,27,29,15,31,19,17,31,11,7
sp|Q6IFW6,RAT,NA,NA,1,22,4,18,50,18,87,5,21,28,49,9,29,4,30,25,58,26,19,3,21
sp|Q6MG61,RAT,NA,NA,1,19,6,12,23,12,13,3,8,17,30,2,13,14,8,10,11,15,16,1,8
sp|P00388,RAT,NA,NA,1,51,7,41,60,30,45,21,27,38,59,19,23,30,24,36,43,35,48,9,32
sp|P62982,RAT,NA,NA,1,5,6,9,10,5,11,4,8,25,13,2,5,6,6,10,7,10,8,0,6
tr|B4F778,RAT,NA,NA,1,30,9,20,31,12,21,4,25,31,37,5,9,14,16,18,29,23,25,1,4
sp|Q6P7R8,RAT,NA,NA,1,20,3,10,15,16,22,2,25,28,31,7,14,11,6,14,24,20,27,4,13
sp|Q6IMX7,RAT,NA,NA,1,32,13,14,33,10,29,8,4,9,55,12,7,17,30,25,26,11,18,2,2
sp|Q9ESW0,RAT,NA,NA,1,60,22,53,91,45,83,28,72,54,123,28,54,42,46,49,84,71,92,8,35
sp|Q9ER24,RAT,NA,NA,1,28,11,31,38,19,16,10,35,25,60,15,29,20,21,24,35,19,31,3,5
tr|Q4FZZ4,RAT,NA,NA,1,40,12,19,27,13,36,8,20,23,31,14,13,16,12,28,18,17,23,2,18
sp|B2GV91,RAT,NA,NA,1,8,0,4,6,2,1,0,5,8,12,5,2,3,7,10,5,6,1,1,2
sp|Q6P7P5,RAT,NA,NA,1,34,3,19,44,23,20,4,18,43,46,13,19,9,23,15,22,19,27,5,13
sp|P37285,RAT,NA,NA,1,43,8,35,60,6,29,13,15,56,65,14,30,16,36,27,33,19,31,4,20
sp|Q9Z0V5,RAT,NA,NA,1,12,4,18,17,15,21,7,15,16,34,1,7,16,9,16,16,17,17,5,10
sp|P05942,RAT,NA,NA,1,5,4,7,12,8,4,1,2,9,11,4,7,4,2,6,5,4,4,0,2
sp|P35427,RAT,NA,NA,1,16,2,3,10,6,13,5,7,28,25,4,7,9,6,22,4,8,19,2,7
sp|P13668,RAT,NA,NA,1,15,0,6,30,3,1,4,4,23,13,4,6,6,6,9,11,2,6,0,0
sp|P83732,RAT,NA,NA,1,23,2,2,7,5,8,2,7,27,5,3,4,7,10,17,8,6,9,1,4
tr|Q8K484,RAT,NA,NA,1,6,1,2,4,2,6,0,3,1,12,2,2,7,1,5,6,7,6,0,2
sp|P49432,RAT,NA,NA,1,44,6,15,25,14,30,7,28,19,24,13,12,20,13,18,17,12,30,4,8
tr|Q6P9X2,RAT,NA,NA,1,5,0,11,9,10,15,6,14,11,21,7,6,6,5,13,7,4,21,2,6
sp|Q8CFN2,RAT,NA,NA,1,11,6,11,13,8,9,2,8,17,19,2,5,15,6,6,10,16,19,1,7
sp|P11232,RAT,NA,NA,1,11,6,8,9,9,5,1,3,12,6,3,2,3,4,0,5,4,11,1,2
sp|Q05962,RAT,NA,NA,1,31,4,16,6,20,31,3,18,24,23,8,7,7,14,17,17,10,24,5,13
tr|B2RYI2,RAT,NA,NA,1,50,9,27,56,24,46,12,25,46,72,10,20,20,38,45,44,28,29,4,20
sp|Q5XIA1,RAT,NA,NA,1,59,4,31,31,25,28,19,18,19,72,16,14,23,31,34,34,31,50,5,19
sp|O88989,RAT,NA,NA,1,29,3,22,20,12,23,4,21,30,32,9,13,13,10,10,26,15,31,4,7
sp|P70645,RAT,NA,NA,1,23,11,26,34,27,27,15,15,35,36,18,28,20,18,17,19,20,41,9,15
sp|D4A4T9,RAT,NA,NA,1,17,13,17,30,10,20,11,14,38,22,6,11,18,13,12,23,22,21,6,7
sp|Q63803,RAT,NA,NA,1,154,18,62,111,38,78,16,44,36,59,22,39,130,42,73,81,51,59,10,21
sp|Q5I0D7,RAT,NA,NA,1,35,17,27,37,23,41,17,22,19,42,17,14,19,13,30,31,27,41,4,16
sp|Q6PDU7,RAT,NA,NA,1,12,0,2,5,4,7,3,9,7,7,4,3,5,2,4,5,7,10,3,4
sp|Q5XI72,RAT,NA,NA,1,14,1,26,15,14,36,1,5,11,14,4,6,17,8,30,18,9,11,1,7
sp|P62890,RAT,NA,NA,1,9,3,3,6,0,9,2,9,14,11,5,5,3,4,5,8,6,6,0,7
sp|P68255,RAT,NA,NA,1,24,5,17,27,6,9,1,12,19,27,6,12,4,10,11,16,16,10,2,11
sp|P62902,RAT,NA,NA,1,8,0,5,8,3,7,2,8,16,6,3,9,6,1,14,3,9,12,1,4
tr|Q5D008,RAT,NA,NA,1,55,25,57,55,30,30,19,60,36,102,25,33,44,39,33,40,29,46,11,19
tr|B5DEY8,RAT,NA,NA,1,32,5,36,36,23,14,10,13,41,45,7,17,8,16,23,30,13,25,1,11
sp|O70593,RAT,NA,NA,1,35,3,14,26,8,23,8,13,13,32,9,15,19,24,13,27,11,11,0,10
sp|Q6U6G5,RAT,NA,NA,1,26,7,39,54,16,31,5,16,60,32,4,16,13,19,18,20,15,25,4,6
sp|P00173,RAT,NA,NA,1,9,0,10,15,2,6,6,8,10,11,3,3,4,3,4,11,10,9,4,6
tr|Q6P688,RAT,NA,NA,1,30,6,27,23,10,34,12,25,21,29,6,8,12,17,18,19,18,32,3,12
sp|Q62733,RAT,NA,NA,1,28,1,22,41,13,29,4,14,36,40,6,18,32,13,38,44,34,27,2,10
tr|Q68FT7,RAT,NA,NA,1,43,12,30,42,24,33,11,50,47,61,12,27,32,17,23,27,38,40,0,20
sp|Q99ML5,RAT,NA,NA,1,34,4,26,28,24,40,11,29,32,53,17,23,20,13,20,44,20,35,7,24
tr|Q62777,RAT,NA,NA,1,4,1,1,0,0,4,0,1,0,7,3,0,0,0,4,3,1,0,0,0
sp|O88767,RAT,NA,NA,1,21,4,9,14,3,17,3,10,15,19,6,5,9,5,7,13,8,18,0,3
sp|P41777,RAT,NA,NA,1,101,0,32,68,9,30,3,3,113,17,2,12,65,31,20,121,35,36,2,4
sp|P62850,RAT,NA,NA,1,7,0,5,6,6,11,4,5,23,7,6,5,5,3,13,2,13,8,0,4
sp|Q9WU49,RAT,NA,NA,1,6,4,6,8,4,12,6,7,7,7,2,2,20,4,9,14,12,13,1,3
sp|Q6AY84,RAT,NA,NA,1,36,11,30,42,17,23,12,20,20,30,8,9,25,15,21,29,20,28,7,11
tr|B2RZB5,RAT,NA,NA,1,24,0,18,21,3,10,0,10,19,24,17,9,3,14,19,11,9,10,0,1
sp|Q9EST6,RAT,NA,NA,1,6,3,44,64,7,19,3,5,14,31,2,10,8,3,13,15,7,15,0,3
tr|Q4KLZ3,RAT,NA,NA,1,26,4,18,14,24,59,6,10,18,8,8,11,67,28,18,27,17,22,6,14
tr|Q1RP74,RAT,NA,NA,1,18,5,14,26,9,20,2,6,13,17,5,5,10,9,17,24,8,21,1,14
sp|P35435,RAT,NA,NA,1,29,1,16,18,9,14,3,26,27,20,9,11,5,8,11,25,16,14,0,11
tr|Q71VC8,RAT,NA,NA,1,3,1,6,4,2,0,2,2,1,7,1,1,1,1,7,2,5,7,0,1
tr|G3V8B8,RAT,NA,NA,1,50,13,30,38,25,25,9,11,47,36,13,22,9,17,26,16,12,18,0,21
sp|O35509,RAT,NA,NA,1,18,2,16,15,7,12,4,15,13,18,2,14,5,8,14,15,14,16,2,8
sp|Q76MT4,RAT,NA,NA,1,51,4,88,123,28,26,10,31,122,53,23,21,32,31,41,70,33,33,7,15
sp|Q6BBI8,RAT,NA,NA,1,11,3,9,15,7,10,4,10,14,15,3,8,10,5,10,3,8,10,6,6
sp|Q5XII0,RAT,NA,NA,1,11,7,10,13,7,15,1,11,9,21,5,5,17,20,15,13,14,14,7,9
sp|Q5BJS0,RAT,NA,NA,1,80,19,59,82,34,73,35,56,63,153,19,36,74,51,97,85,58,84,14,22
sp|P62959,RAT,NA,NA,1,11,2,11,5,4,13,7,13,9,9,4,2,7,6,5,5,2,8,1,2
sp|P11951,RAT,NA,NA,1,12,0,3,3,5,6,1,1,7,6,4,1,3,3,6,4,0,7,0,4
sp|Q8K585,RAT,NA,NA,1,3,0,1,14,0,11,0,1,16,3,1,1,12,6,11,14,8,5,0,0
sp|P85125,RAT,NA,NA,1,25,0,23,56,6,22,6,13,39,37,6,8,15,11,29,30,24,37,0,5
tr|Q8VIP3,RAT,NA,NA,1,5,0,4,16,3,3,0,0,0,1,3,2,0,3,0,1,3,2,0,2
sp|Q5FWY5,RAT,NA,NA,1,32,7,22,28,10,18,12,18,24,33,7,8,16,22,20,12,10,17,4,10
sp|Q63228,RAT,NA,NA,1,5,3,10,17,8,5,3,6,13,15,4,3,6,5,9,8,5,11,1,5
