protein,organism,ref,abbrv,chains,Ala,Cys,Asp,Glu,Phe,Gly,His,Ile,Lys,Leu,Met,Asn,Pro,Gln,Arg,Ser,Thr,Val,Trp,Tyr
sp|P97608,RAT,LRS+14,NA,1,112,24,57,75,53,154,41,53,15,127,26,28,85,63,91,80,67,106,3,28
sp|P97536,RAT,LRS+14,NA,1,83,30,82,74,35,49,25,77,78,168,31,43,57,47,51,112,65,89,3,31
sp|P61980,RAT,LRS+14,NA,1,21,5,33,33,13,56,4,35,22,29,12,12,41,21,36,32,24,14,3,17
sp|P46462,RAT,LRS+14,NA,1,65,12,62,68,31,63,10,59,47,69,20,33,43,26,58,39,32,53,3,13
sp|P23514,RAT,LRS+14,NA,1,75,20,58,72,28,29,20,63,69,118,27,44,39,35,42,62,51,74,4,23
sp|P51583,RAT,LRS+14,NA,1,34,13,21,29,16,31,5,29,34,36,8,18,19,19,18,28,22,28,10,7
sp|B5DFC9,RAT,LRS+14,NA,1,102,49,90,83,56,119,57,49,23,106,5,48,118,54,84,105,93,87,15,53
tr|C0JPT7,RAT,LRS+14,NA,1,180,48,148,159,76,296,66,121,160,134,30,80,207,94,91,189,183,275,17,85
tr|B5DEH7,RAT,LRS+14,NA,1,24,27,44,42,33,61,17,36,37,56,11,33,46,38,37,38,41,38,10,38
sp|O35814,RAT,LRS+14,NA,1,54,11,38,55,11,20,9,19,62,53,17,29,29,30,28,17,18,14,1,28
tr|G3V8A5,RAT,LRS+14,NA,1,47,14,47,70,34,29,21,49,45,100,20,36,30,51,43,47,33,49,3,28
tr|F1LS86,RAT,LRS+14,NA,1,67,24,66,96,59,70,25,70,81,129,27,54,63,49,64,72,73,100,20,53
tr|F1LPK7,RAT,LRS+14,NA,1,45,9,42,47,22,39,10,40,50,70,18,48,24,21,24,32,25,40,9,15
sp|Q66HD0,RAT,LRS+14,NA,1,43,5,64,109,32,34,10,40,74,69,18,28,23,26,40,52,52,52,9,24
tr|G3V7Q7,RAT,LRS+14,NA,1,138,14,98,134,45,74,35,100,131,183,41,91,51,113,80,81,79,95,13,61
tr|D3ZQR7,RAT,LRS+14,NA,1,39,11,52,45,42,53,21,44,48,69,18,44,38,24,40,37,35,50,14,34
sp|P60123,RAT,LRS+14,NA,1,33,6,21,44,8,36,10,39,41,42,13,13,17,18,18,24,29,32,0,12
sp|Q9JM53,RAT,LRS+14,NA,1,49,5,28,41,22,62,10,37,39,49,13,21,34,23,39,43,23,54,8,12
sp|P06761,RAT,LRS+14,NA,1,44,3,47,64,25,51,6,42,61,50,10,28,28,24,28,26,50,53,2,12
sp|P07323,RAT,LRS+14,NA,1,45,7,29,33,14,39,7,26,27,41,9,21,15,14,19,24,17,32,4,11
sp|P08592,RAT,LRS+14,NA,1,59,18,47,93,21,40,25,26,42,56,23,30,36,36,34,37,51,68,9,19
tr|G3V679,RAT,LRS+14,NA,1,56,7,41,50,47,46,14,44,48,70,16,46,28,27,32,62,38,48,11,30
tr|Q9QZI3,RAT,LRS+14,NA,1,60,13,61,44,31,78,10,60,52,74,14,49,82,61,61,79,93,88,20,28
tr|O70598,RAT,LRS+14,NA,1,24,7,31,23,12,86,6,16,24,24,7,22,64,17,23,23,25,21,4,10
sp|Q8CHN8,RAT,LRS+14,NA,1,20,29,39,52,29,50,25,33,34,55,16,28,44,26,31,54,46,46,12,35
sp|P08010,RAT,LRS+14,NA,1,11,3,17,15,14,12,4,10,20,25,8,7,12,6,12,11,7,7,4,13
tr|Q80ZA3,RAT,LRS+14,NA,1,28,1,26,22,19,21,7,21,22,54,8,16,25,16,22,40,30,26,4,10
tr|Q62676,RAT,LRS+14,NA,1,3,0,1,0,1,4,0,0,0,8,1,0,1,1,3,3,2,4,1,0
sp|Q9ESW0,RAT,LRS+14,NA,1,60,22,53,91,45,83,28,72,54,123,28,54,42,46,49,84,71,92,8,35
sp|P70560,RAT,LRS+14,NA,1,15,3,13,18,4,75,4,7,7,8,7,8,67,17,26,15,7,7,1,8
tr|F1LPV2,RAT,LRS+14,NA,1,50,67,84,57,20,65,15,49,46,59,11,46,36,31,38,68,45,46,21,19
sp|P01346,RAT,LRS+14,NA,1,17,8,8,10,10,12,3,5,7,20,4,2,12,4,21,17,6,9,1,4
sp|Q80WF4,RAT,LRS+14,NA,1,106,16,37,90,27,81,26,21,25,108,9,13,103,44,73,65,54,91,20,12
sp|Q80U96,RAT,LRS+14,NA,1,61,20,47,78,54,38,31,76,63,126,39,58,40,68,37,56,61,76,13,29
tr|D3ZC92,RAT,LRS+14,NA,1,106,37,145,116,102,149,86,124,102,216,35,84,133,104,107,161,154,169,26,53
sp|D3ZHA0,RAT,LRS+14,NA,1,199,46,157,175,92,301,66,134,156,143,32,85,221,80,113,165,192,271,18,80
sp|P16086,RAT,LRS+14,NA,1,247,14,177,284,85,95,71,90,198,270,50,97,28,192,148,148,90,107,40,41
sp|Q6P502,RAT,LRS+14,NA,1,39,10,33,42,5,35,9,48,35,46,22,22,18,25,36,29,37,41,4,9
sp|P16617,RAT,LRS+14,NA,1,43,7,24,26,15,40,5,18,41,38,14,24,15,6,11,24,18,39,4,5
sp|P50399,RAT,LRS+14,NA,1,20,9,30,32,20,31,5,35,37,35,13,16,21,15,21,27,22,31,1,24
tr|Q6P6W1,RAT,LRS+14,NA,1,25,8,12,15,23,25,7,24,23,40,6,33,20,17,6,29,43,36,4,15
sp|Q9WVH8,RAT,LRS+14,NA,1,14,40,29,25,15,35,6,26,4,27,11,26,34,27,25,25,30,22,2,25
sp|Q6P7Q4,RAT,LRS+14,NA,1,12,3,18,11,10,11,3,8,17,18,5,6,12,6,6,11,12,6,3,6
sp|Q6P6V0,RAT,LRS+14,NA,1,42,3,29,32,29,41,22,36,41,56,17,31,23,21,20,33,30,27,12,13
tr|Q75NI5,RAT,LRS+14,NA,1,64,4,66,48,24,59,12,32,14,88,5,24,62,39,55,60,41,58,9,20
sp|O35567,RAT,LRS+14,NA,1,69,9,37,32,19,41,13,27,34,56,10,20,25,17,33,42,29,57,5,17
sp|Q6MG61,RAT,LRS+14,NA,1,19,6,12,23,12,13,3,8,17,30,2,13,14,8,10,11,15,16,1,8
sp|Q68FP1,RAT,LRS+14,NA,1,69,7,50,49,32,69,14,23,41,63,14,25,39,44,46,58,40,59,15,23
sp|Q6AYD3,RAT,LRS+14,NA,1,33,6,21,37,17,27,10,17,42,27,12,13,12,20,13,26,21,32,1,7
sp|Q63081,RAT,LRS+14,NA,1,38,7,33,32,17,42,5,18,33,43,5,15,19,14,17,30,18,32,10,12
sp|Q5XIM9,RAT,LRS+14,NA,1,66,6,33,39,13,42,16,40,38,56,16,14,13,12,25,33,27,39,2,5
sp|Q5XHY5,RAT,LRS+14,NA,1,33,16,38,63,36,44,20,38,57,60,17,29,32,29,39,35,34,37,13,25
sp|Q62894,RAT,LRS+14,NA,1,32,29,25,43,15,35,22,18,22,52,5,22,63,37,40,28,31,23,8,12
sp|Q5XI73,RAT,LRS+14,NA,1,13,1,14,23,5,10,3,11,19,16,5,7,10,8,10,13,11,13,3,9
tr|Q6AXR6,RAT,LRS+14,NA,1,16,5,11,22,14,12,5,13,22,24,8,7,17,7,10,16,10,9,4,9
sp|Q3T1K5,RAT,LRS+14,NA,1,21,3,16,26,13,13,8,19,21,19,3,18,9,17,13,12,19,20,5,11
sp|Q5FVF9,RAT,LRS+14,NA,1,44,15,26,30,35,40,20,14,18,60,14,21,28,18,20,30,31,31,7,19
tr|Q5FWS5,RAT,LRS+14,NA,1,55,12,27,27,16,61,15,10,9,34,4,25,62,50,42,47,26,39,8,39
sp|Q5U2Z3,RAT,LRS+14,NA,1,27,4,33,51,23,19,8,17,34,24,6,17,22,15,13,20,18,24,3,8
sp|Q08163,RAT,LRS+14,NA,1,36,6,23,30,13,32,11,22,40,38,10,21,36,20,13,41,25,41,6,10
sp|P36972,RAT,LRS+14,NA,1,12,4,9,13,8,17,2,9,10,28,2,0,11,6,11,16,5,13,0,4
tr|Q71SA3,RAT,LRS+14,NA,1,52,70,131,50,36,103,25,45,54,68,15,84,68,50,64,74,56,73,22,30
sp|Q68FR9,RAT,LRS+14,NA,1,24,2,23,28,7,17,5,15,20,23,5,8,12,16,17,20,12,20,3,4
sp|Q5XFX0,RAT,LRS+14,NA,1,11,3,9,11,7,19,0,11,12,16,8,13,10,22,10,10,10,8,4,5
tr|Q6XD99,RAT,LRS+14,NA,1,198,16,160,257,62,81,70,115,177,244,67,92,48,146,161,150,110,106,48,50
sp|Q5U300,RAT,LRS+14,NA,1,77,21,64,66,50,68,22,38,53,106,25,45,59,61,49,76,52,84,10,32
sp|Q68A21,RAT,LRS+14,NA,1,24,2,19,28,16,62,1,10,17,24,3,7,15,14,25,18,7,12,1,10
tr|Q566E4,RAT,LRS+14,NA,1,41,5,39,51,18,76,9,17,44,36,11,24,42,35,49,27,22,41,5,40
sp|P05065,RAT,LRS+14,NA,1,41,8,14,24,8,30,9,20,26,34,4,15,21,16,15,21,21,22,3,12
sp|P07154,RAT,LRS+14,NA,1,22,10,17,21,12,32,10,11,24,25,12,20,11,18,11,21,15,17,9,16
sp|Q62812,RAT,LRS+14,NA,1,175,24,111,265,50,70,28,82,205,226,51,78,32,150,124,83,83,82,9,33
sp|P04785,RAT,LRS+14,NA,1,51,7,43,51,33,30,11,23,51,49,5,17,19,13,11,24,24,29,6,12
sp|P09456,RAT,LRS+14,NA,1,30,4,22,39,16,24,2,22,21,31,9,12,17,15,32,27,13,30,3,12
sp|Q4V7C7,RAT,LRS+14,NA,1,24,8,25,32,21,31,9,32,23,26,9,10,26,16,25,21,23,34,5,18
sp|Q4KM74,RAT,LRS+14,NA,1,21,3,10,14,11,7,3,11,14,25,7,7,5,15,13,15,9,13,2,10
sp|Q9Z2G8,RAT,LRS+14,NA,1,18,5,41,62,19,17,6,21,38,26,7,13,21,17,13,12,19,21,3,10
sp|Q66X93,RAT,LRS+14,NA,1,81,12,45,81,34,57,21,46,57,77,14,32,48,36,66,55,42,70,8,27
tr|Q499Q4,RAT,LRS+14,NA,1,51,5,35,30,30,50,8,45,36,43,12,27,24,20,25,35,29,38,4,15
sp|P10760,RAT,LRS+14,NA,1,41,9,25,27,12,37,14,32,30,39,17,21,16,11,15,13,23,32,6,12
sp|P47853,RAT,LRS+14,NA,1,13,7,22,19,16,24,11,19,24,60,8,26,23,11,17,23,15,18,3,10
sp|P29457,RAT,LRS+14,NA,1,36,2,23,28,15,25,14,10,35,55,13,12,14,12,21,34,24,29,5,10
sp|P05197,RAT,LRS+14,NA,1,63,17,53,61,35,66,16,54,64,72,28,28,45,28,45,45,40,70,7,21
sp|P05370,RAT,LRS+14,NA,1,30,8,31,39,27,33,13,29,28,43,15,24,26,24,34,22,24,36,7,22
sp|P04797,RAT,LRS+14,NA,1,33,5,21,13,13,31,6,21,26,18,10,21,13,6,10,19,20,33,3,11
sp|P52296,RAT,LRS+14,NA,1,84,23,52,72,24,38,13,48,42,103,24,37,37,54,32,50,45,67,9,21
sp|P31044,RAT,LRS+14,NA,1,9,2,16,10,5,16,6,4,13,18,3,6,15,8,7,14,8,16,5,6
sp|P10111,RAT,LRS+14,NA,1,8,4,7,11,15,23,4,10,14,7,5,8,6,3,6,10,12,8,1,2
sp|P34064,RAT,LRS+14,NA,1,20,3,10,25,11,18,6,17,13,19,8,7,8,12,7,19,17,16,1,4
sp|P40112,RAT,LRS+14,NA,1,15,5,13,10,9,15,2,13,12,17,15,6,9,8,10,9,13,15,1,8
sp|P70490,RAT,LRS+14,NA,1,26,20,21,21,19,42,9,19,20,41,9,21,14,21,21,33,24,21,9,16
sp|P42930,RAT,LRS+14,NA,1,19,1,7,18,10,13,4,6,6,14,1,2,20,8,17,20,15,15,6,4
sp|P11442,RAT,LRS+14,NA,1,136,30,84,134,74,69,35,98,97,184,41,92,71,95,81,84,66,116,19,69
sp|P35213,RAT,LRS+14,NA,1,22,2,14,30,6,10,3,10,20,25,8,13,3,14,10,20,12,11,2,11
sp|Q07205,RAT,LRS+14,NA,1,22,8,34,50,12,21,11,27,49,28,9,21,21,10,19,24,18,31,3,11
