protein,organism,ref,abbrv,chains,Ala,Cys,Asp,Glu,Phe,Gly,His,Ile,Lys,Leu,Met,Asn,Pro,Gln,Arg,Ser,Thr,Val,Trp,Tyr
sp|A2AN08,MOUSE,DCH+14,UBR4,1,412,122,248,357,166,272,122,234,287,618,118,201,236,265,216,495,305,324,48,134
sp|P07901,MOUSE,DCH+14,HS90A,1,33,7,53,99,26,32,12,50,80,62,20,30,21,25,30,43,43,39,4,24
sp|P63101,MOUSE,DCH+14,1433Z,1,24,3,15,30,6,11,1,10,20,24,7,10,5,14,11,19,10,12,2,11
sp|Q60864,MOUSE,DCH+14,STIP1,1,53,11,38,55,11,20,9,19,62,53,17,29,30,30,28,18,17,14,1,28
sp|Q60692,MOUSE,DCH+14,PSB6,1,29,4,12,13,8,25,4,14,4,16,9,5,12,10,13,16,17,16,2,9
sp|P62259,MOUSE,DCH+14,1433E,1,25,3,22,29,5,10,3,13,18,27,10,11,5,9,14,14,10,13,2,12
sp|P61979,MOUSE,DCH+14,HNRPK,1,21,5,33,33,13,56,4,35,22,29,12,12,41,21,36,32,24,14,3,17
sp|P63158,MOUSE,DCH+14,HMGB1,1,19,3,20,36,9,11,3,4,43,4,6,4,13,2,8,11,5,5,2,7
sp|Q9R1P4,MOUSE,DCH+14,PSA1,1,23,5,18,18,9,16,9,14,12,24,8,7,13,15,19,17,12,15,1,8
sp|O35639,MOUSE,DCH+14,ANXA3,1,25,3,29,24,11,21,8,21,26,36,5,7,6,13,18,24,20,12,2,12
sp|P60710,MOUSE,DCH+14,ACTB,1,29,6,23,26,13,28,9,28,19,27,17,9,19,12,18,25,26,22,4,15
sp|Q68FD5,MOUSE,DCH+14,CLH1,1,136,31,85,134,74,69,35,98,97,184,41,93,71,95,81,83,65,116,18,69
sp|Q62376,MOUSE,DCH+14,RU17,1,21,1,41,53,7,57,12,9,22,19,10,8,32,6,91,24,10,10,2,13
sp|Q99020,MOUSE,DCH+14,ROAA,1,23,2,15,26,13,37,4,11,29,9,6,14,15,13,13,18,14,15,1,7
sp|O35737,MOUSE,DCH+14,HNRH1,1,30,5,24,31,25,66,12,15,16,22,15,19,17,18,31,37,15,25,2,24
sp|Q02053,MOUSE,DCH+14,UBA1,1,77,21,62,66,51,67,22,39,54,107,26,45,60,60,48,79,51,81,10,32
tr|D3YWF6,MOUSE,DCH+14,D3YWF6,1,12,3,16,23,14,11,8,13,16,23,4,6,7,17,11,18,10,15,0,14
sp|P40142,MOUSE,DCH+14,TKT,1,72,12,37,34,25,48,16,44,44,44,14,16,30,25,27,40,33,41,4,17
sp|P30681,MOUSE,DCH+14,HMGB2,1,15,3,14,35,8,13,3,4,40,5,5,6,15,4,9,16,4,3,2,6
sp|Q9Z1Q9,MOUSE,DCH+14,SYVC,1,125,23,66,80,44,93,27,39,64,133,17,26,98,57,85,71,56,93,32,34
sp|P63242,MOUSE,DCH+14,IF5A1,1,12,4,13,12,5,14,4,11,13,13,6,4,5,5,5,8,8,9,0,3
sp|Q8BKC5,MOUSE,DCH+14,IPO5,1,98,26,68,89,43,48,28,62,59,129,43,47,47,70,35,56,39,71,13,26
sp|P50247,MOUSE,DCH+14,SAHH,1,39,9,25,27,12,37,12,32,30,38,17,21,16,11,16,15,23,32,7,13
sp|P47963,MOUSE,DCH+14,RL13,1,24,1,5,13,7,9,4,12,25,12,4,7,14,8,30,11,8,12,2,3
sp|Q64514,MOUSE,DCH+14,TPP2,1,98,27,68,84,37,89,38,76,85,112,20,60,68,40,49,92,74,77,20,48
sp|P11499,MOUSE,DCH+14,HS90B,1,37,6,50,97,26,34,13,48,75,62,19,27,23,21,32,49,35,42,4,24
sp|P58252,MOUSE,DCH+14,EF2,1,63,17,53,61,35,65,16,54,64,72,28,28,45,28,45,46,40,70,7,21
sp|P27659,MOUSE,DCH+14,RL3,1,22,5,18,20,17,33,16,21,56,26,10,10,14,14,30,18,24,33,5,11
sp|P80314,MOUSE,DCH+14,TCPB,1,67,6,33,39,13,42,17,40,37,56,15,15,13,13,25,31,28,38,2,5
sp|P19253,MOUSE,DCH+14,RL13A,1,16,2,3,10,6,14,5,7,28,24,5,7,9,6,22,3,8,19,2,7
sp|Q05D44,MOUSE,DCH+14,IF2P,1,77,8,91,174,24,70,18,66,174,87,19,35,48,53,59,77,51,66,4,15
sp|Q61753,MOUSE,DCH+14,SERA,1,51,14,20,30,14,52,8,21,25,63,17,18,28,29,21,32,34,47,6,3
sp|Q9D8N0,MOUSE,DCH+14,EF1G,1,41,6,18,39,32,21,8,12,33,34,6,15,26,22,21,25,27,26,12,13
sp|Q8BU30,MOUSE,DCH+14,SYIC,1,67,24,67,96,59,69,26,66,82,133,26,53,65,46,68,70,74,102,20,49
sp|P47911,MOUSE,DCH+14,RL6,1,22,1,11,11,7,18,9,12,50,24,4,4,19,11,25,16,18,24,0,10
sp|P10126,MOUSE,DCH+14,EF1A1,1,39,6,26,27,14,44,10,30,47,26,12,15,25,10,17,24,29,44,5,12
sp|Q8R050,MOUSE,DCH+14,ERF3A,1,41,14,32,63,22,70,15,34,46,42,17,24,43,18,22,48,28,42,6,9
sp|Q64737,MOUSE,DCH+14,PUR2,1,116,21,48,61,38,96,20,49,58,98,18,28,46,47,43,63,46,92,8,14
sp|P62242,MOUSE,DCH+14,RS8,1,11,5,6,14,3,17,4,12,31,17,1,10,7,6,23,10,9,9,3,10
sp|P47962,MOUSE,DCH+14,RL5,1,28,4,14,20,10,20,5,13,33,15,11,15,9,11,26,9,11,21,1,21
sp|P26039,MOUSE,DCH+14,TLN1,1,400,38,124,177,44,155,40,97,163,245,61,82,95,182,106,178,152,165,9,28
sp|P35980,MOUSE,DCH+14,RL18,1,9,1,6,6,6,14,4,6,20,19,4,6,10,3,30,13,10,16,0,5
sp|P61358,MOUSE,DCH+14,RL27,1,10,0,8,3,7,8,2,6,23,7,4,5,6,1,13,6,5,14,1,7
sp|Q99P88,MOUSE,DCH+14,NU155,1,94,27,70,82,51,72,34,75,58,166,40,48,78,88,68,131,61,97,13,38
sp|P29341,MOUSE,DCH+14,PABP1,1,67,4,25,40,27,40,10,23,41,39,28,27,47,41,43,40,29,44,2,19
sp|P97310,MOUSE,DCH+14,MCM2,1,64,12,61,83,30,55,25,53,44,80,29,34,41,36,72,65,37,57,2,24
sp|Q922D8,MOUSE,DCH+14,C1TC,1,81,12,52,53,31,80,19,65,57,90,19,37,51,36,45,47,62,78,5,15
sp|P60843,MOUSE,DCH+14,IF4A1,1,25,4,29,29,14,24,5,34,20,36,17,16,12,21,29,23,25,28,3,12
sp|P25444,MOUSE,DCH+14,RS2,1,25,5,12,10,11,44,4,17,24,21,5,3,16,6,24,14,21,21,3,7
tr|Q91V55,MOUSE,DCH+14,Q91V55,1,24,3,9,13,4,10,4,16,16,15,5,12,7,6,17,11,11,13,3,5
sp|P19096,MOUSE,DCH+14,FAS,1,221,48,114,146,83,196,71,96,102,317,43,78,132,126,125,201,141,183,30,51
sp|P62908,MOUSE,DCH+14,RS3,1,18,3,8,18,7,23,3,15,20,21,6,3,17,8,18,11,12,25,1,6
tr|E9PVC5,MOUSE,DCH+14,E9PVC5,1,123,15,80,154,42,107,18,66,96,139,34,44,157,86,99,126,83,85,12,28
sp|Q9QZD9,MOUSE,DCH+14,EIF3I,1,18,7,22,21,21,28,11,15,17,20,8,15,11,12,14,25,22,22,5,11
sp|P14148,MOUSE,DCH+14,RL7,1,19,1,4,15,11,17,4,19,42,24,8,15,13,4,27,7,11,17,2,10
sp|Q9CWJ9,MOUSE,DCH+14,PUR9,1,69,9,38,33,19,40,14,26,34,56,10,19,26,16,32,42,29,58,5,17
sp|Q6P4T2,MOUSE,DCH+14,U520,1,124,29,135,173,73,103,57,128,136,248,61,82,86,102,124,120,115,147,20,73
sp|P35979,MOUSE,DCH+14,RL12,1,14,3,10,8,2,14,4,16,15,11,2,7,11,6,10,10,8,12,1,1
sp|P62960,MOUSE,DCH+14,YBOX1,1,30,0,13,27,7,38,2,3,16,4,4,21,33,24,39,16,12,16,1,16
sp|P97855,MOUSE,DCH+14,G3BP1,1,24,1,27,44,20,38,12,12,19,24,10,22,52,27,37,26,17,44,1,8
sp|Q64674,MOUSE,DCH+14,SPEE,1,15,10,17,21,15,21,8,15,15,28,10,8,19,19,13,23,10,22,3,10
sp|P23116,MOUSE,DCH+14,EIF3A,1,68,7,133,175,24,50,23,44,87,120,25,36,63,68,212,67,42,49,27,24
sp|P62082,MOUSE,DCH+14,RS7,1,10,0,7,16,11,10,4,14,24,18,2,7,9,10,14,13,7,17,0,1
sp|E9PVA8,MOUSE,DCH+14,GCN1,1,252,49,131,168,70,143,47,129,157,402,68,64,132,129,140,198,133,199,22,38
sp|Q99PV0,MOUSE,DCH+14,PRP8,1,123,23,128,140,102,103,73,141,152,242,60,118,134,113,149,109,131,129,61,104
sp|Q8R1B4,MOUSE,DCH+14,EIF3C,1,49,12,60,103,24,44,27,46,76,85,29,38,24,48,58,60,45,45,7,31
sp|P61255,MOUSE,DCH+14,RL26,1,3,0,5,10,3,7,5,10,24,5,4,5,5,8,16,9,5,15,0,6
tr|E9QAS4,MOUSE,DCH+14,E9QAS4,1,124,26,121,208,59,115,45,71,176,153,56,74,130,72,108,119,74,96,28,47
sp|Q62470,MOUSE,DCH+14,ITA3,1,77,21,59,51,34,82,23,37,35,134,23,47,58,53,64,71,60,72,16,36
sp|Q8BTI8,MOUSE,DCH+14,SRRM2,1,167,15,62,127,15,131,46,33,137,123,31,42,316,103,445,627,165,98,7,13
sp|Q5SWU9,MOUSE,DCH+14,ACACA,1,150,28,129,163,97,144,61,145,111,218,75,105,111,103,144,157,109,189,27,79
sp|P46935,MOUSE,DCH+14,NEDD4,1,33,9,70,74,40,54,24,37,49,79,21,41,60,36,55,52,51,49,21,32
sp|Q61656,MOUSE,DCH+14,DDX5,1,41,9,39,34,23,53,11,33,34,43,15,34,31,31,51,33,35,33,6,25
tr|F8WIE5,MOUSE,DCH+14,F8WIE5,1,169,53,174,198,85,171,49,98,126,276,53,99,125,97,164,265,167,154,36,51
sp|Q9ERU9,MOUSE,DCH+14,RBP2,1,194,67,181,248,155,186,68,102,257,247,45,146,159,137,119,292,168,173,38,71
sp|Q7TMY8,MOUSE,DCH+14,HUWE1,1,320,69,246,361,123,234,101,187,192,498,110,139,245,229,239,439,307,240,26,72
tr|E9QKG6,MOUSE,DCH+14,E9QKG6,1,258,33,90,146,38,180,68,80,111,192,52,115,193,84,98,257,170,150,10,27
sp|Q7TMB8,MOUSE,DCH+14,CYFP1,1,69,29,56,99,59,51,37,71,72,145,41,52,50,69,73,82,52,80,11,55
sp|Q8VDJ3,MOUSE,DCH+14,VIGLN,1,93,10,66,129,34,78,33,118,110,77,22,44,71,64,75,74,55,92,4,19
sp|Q9DCV7,MOUSE,DCH+14,K2C7,1,44,0,22,44,12,33,6,25,27,48,8,22,8,32,32,38,24,20,2,10
tr|H3BJU7,MOUSE,DCH+14,H3BJU7,1,63,16,52,86,31,45,20,33,46,124,21,31,49,56,86,77,50,49,5,16
sp|Q80U93,MOUSE,DCH+14,NU214,1,226,17,55,88,112,183,27,39,89,137,28,60,206,91,49,337,183,128,10,20
sp|Q80TP3,MOUSE,DCH+14,UBR5,1,220,56,167,205,79,163,58,111,116,275,67,124,162,122,196,292,138,163,27,51
sp|P67778,MOUSE,DCH+14,PHB,1,31,1,15,20,12,17,3,21,12,27,1,7,9,15,19,17,14,25,1,5
sp|P10854,MOUSE,DCH+14,H2B1M,1,12,0,3,7,2,7,3,6,20,6,3,3,6,3,8,14,9,9,0,5
sp|Q5XG71,MOUSE,DCH+14,UTP20,1,194,47,120,227,120,99,82,150,224,404,62,88,110,125,138,188,131,188,21,70
TrEMBL|E9QLP8,MOUSE,DCH+14,NA,1,18,3,18,44,15,79,3,15,20,45,8,23,3,29,27,58,18,15,2,18
TrEMBL|F6TS28,MOUSE,DCH+14,NA,1,17,1,7,6,9,18,5,9,7,11,5,14,19,6,10,7,7,12,1,6
TrEMBL|F6U106,MOUSE,DCH+14,NA,1,11,1,17,21,19,86,7,9,19,10,6,18,15,11,25,26,12,16,1,22
TrEMBL|E9Q132,MOUSE,DCH+14,NA,1,19,2,2,7,5,6,2,6,21,5,3,4,3,9,15,7,5,6,1,5
TrEMBL|D3Z6J9,MOUSE,DCH+14,NA,1,7,2,3,3,5,19,11,5,18,9,4,6,7,3,13,6,5,15,2,5
TrEMBL|E9PYL9,MOUSE,DCH+14,NA,1,10,4,8,14,8,19,3,15,16,12,3,6,6,7,16,7,7,9,2,6
TrEMBL|D3YTT7,MOUSE,DCH+14,NA,1,38,2,14,26,10,15,4,15,12,21,7,9,20,14,15,14,23,19,10,7
TrEMBL|D3YXG3,MOUSE,DCH+14,NA,1,12,2,9,4,1,9,1,3,27,13,1,5,5,3,5,9,4,8,1,3
