protein,organism,ref,abbrv,chains,Ala,Cys,Asp,Glu,Phe,Gly,His,Ile,Lys,Leu,Met,Asn,Pro,Gln,Arg,Ser,Thr,Val,Trp,Tyr
sp|Q91W36,MOUSE,MZH+14,UBP3,1,30,28,22,30,23,29,20,14,36,53,7,28,16,22,28,48,28,32,7,19
sp|P70380,MOUSE,MZH+14,IL18,1,7,4,19,16,13,6,4,13,15,15,10,11,6,8,6,16,9,10,0,4
sp|Q62432,MOUSE,MZH+14,SMAD2,1,21,16,16,32,14,32,13,19,20,42,7,24,34,23,22,40,35,30,11,16
sp|Q61337,MOUSE,MZH+14,BAD,1,20,0,8,15,5,26,5,5,5,14,6,4,18,12,20,23,10,0,5,3
sp|P26187,MOUSE,MZH+14,MGMT,1,19,4,4,15,5,24,6,5,11,23,4,4,19,8,9,16,13,14,4,4
sp|P31938,MOUSE,MZH+14,MP2K1,1,24,6,20,30,14,30,10,26,28,39,12,13,29,16,18,31,12,24,2,9
sp|P55292,MOUSE,MZH+14,DSC2,1,47,20,62,58,28,61,14,49,32,83,15,40,47,40,48,68,80,70,7,33
sp|Q60631,MOUSE,MZH+14,GRB2,1,12,2,18,14,17,15,6,9,16,14,6,13,11,11,12,11,5,13,5,7
sp|B2RU80,MOUSE,MZH+14,PTPRB,1,99,26,102,116,73,117,53,97,104,169,29,98,101,83,106,203,139,169,37,77
sp|Q9D6J4,MOUSE,MZH+14,NECA3,1,36,9,23,24,17,15,12,7,10,41,5,11,14,28,24,28,21,15,7,6
sp|P49817,MOUSE,MZH+14,CAV1,1,9,3,11,11,12,9,6,22,12,10,3,6,7,4,5,11,11,13,4,9
sp|P09535,MOUSE,MZH+14,IGF2,1,16,8,8,10,9,14,3,5,7,20,4,2,12,5,20,16,6,9,1,5
sp|Q8BSK8,MOUSE,MZH+14,KS6B1,1,33,6,27,46,28,43,15,25,35,47,18,16,35,17,33,31,25,27,4,14
sp|Q64729,MOUSE,MZH+14,TGFR1,1,42,19,25,32,15,31,16,35,26,45,15,17,22,15,31,29,33,34,8,13
sp|Q80Y98,MOUSE,MZH+14,DDHD2,1,27,11,42,60,32,41,19,40,36,63,16,32,43,28,37,65,28,45,9,25
sp|Q07456,MOUSE,MZH+14,AMBP,1,21,16,14,28,12,31,6,20,20,30,6,14,13,15,18,26,23,14,5,17
sp|P97465,MOUSE,MZH+14,DOK1,1,40,7,25,29,15,46,6,9,24,45,5,5,46,30,27,43,29,25,11,15
sp|Q60929,MOUSE,MZH+14,MEF2A,1,26,3,24,21,13,35,6,16,19,42,17,27,56,30,25,71,31,24,2,10
sp|Q99JW5,MOUSE,MZH+14,EPCAM,1,28,12,19,22,7,17,5,21,24,25,8,14,7,16,12,21,21,21,2,13
sp|Q02248,MOUSE,MZH+14,CTNB1,1,80,11,42,48,13,56,27,33,26,94,30,31,34,49,39,42,48,54,7,17
sp|Q10738,MOUSE,MZH+14,MMP7,1,15,3,19,9,15,22,10,12,16,24,9,8,17,11,11,19,13,15,5,11
sp|P42225,MOUSE,MZH+14,STAT1,1,26,12,40,66,36,27,14,39,53,88,20,45,36,56,34,50,39,38,15,15
sp|P35969,MOUSE,MZH+14,VGFR1,1,64,33,69,77,47,73,32,70,88,134,25,53,69,45,74,130,102,83,16,49
sp|P40223,MOUSE,MZH+14,CSF3R,1,37,23,39,41,27,50,25,36,27,103,16,28,81,53,24,76,55,47,26,23
sp|Q08874,MOUSE,MZH+14,MITF,1,35,10,22,42,8,19,14,24,26,53,20,28,37,39,29,56,32,22,1,9
sp|A2AJA7,MOUSE,MZH+14,AEGP,1,93,41,61,64,49,120,59,28,23,119,20,28,85,70,55,104,71,69,43,26
sp|P16879,MOUSE,MZH+14,FES,1,48,12,36,70,24,48,30,31,40,104,16,16,41,70,56,65,35,47,12,21
sp|O70201,MOUSE,MZH+14,BIRC5,1,13,6,5,18,9,4,3,6,13,11,3,7,9,8,6,3,9,2,3,2
sp|P49138,MOUSE,MZH+14,MAPK2,1,24,7,17,28,12,18,11,24,29,34,14,12,33,17,22,23,22,20,5,14
sp|Q99J62,MOUSE,MZH+14,RFC4,1,34,9,21,29,13,21,5,23,30,36,5,11,14,15,18,25,24,26,1,4
sp|P18572,MOUSE,MZH+14,BASI,1,35,8,24,25,8,28,9,17,18,32,4,15,21,14,22,33,27,32,9,8
sp|P81122,MOUSE,MZH+14,IRS2,1,119,21,50,55,25,156,32,24,42,101,28,38,150,45,80,191,64,57,7,36
sp|Q8CGR5,MOUSE,MZH+14,KLK14,1,24,12,6,4,2,26,9,15,7,21,7,8,15,21,15,16,8,21,6,7
sp|P05784,MOUSE,MZH+14,K1C18,1,34,0,26,43,7,23,6,21,23,43,9,18,4,25,33,37,31,27,3,10
sp|P23804,MOUSE,MZH+14,MDM2,1,16,17,38,53,10,24,9,18,32,38,9,15,26,23,22,72,25,25,3,14
sp|P56857,MOUSE,MZH+14,CLD18,1,23,8,11,4,12,33,2,18,8,22,15,8,6,10,9,19,21,21,4,10
sp|Q61171,MOUSE,MZH+14,PRDX2,1,15,3,16,10,12,17,4,11,13,17,1,8,10,6,7,12,10,17,2,7
sp|Q61411,MOUSE,MZH+14,RASH,1,11,6,15,14,5,13,3,11,11,14,5,5,6,11,12,11,11,16,0,9
sp|Q920Q6,MOUSE,MZH+14,MSI2H,1,36,3,16,14,25,43,8,9,17,12,13,14,31,11,16,24,17,23,1,13
sp|Q61140,MOUSE,MZH+14,BCAR1,1,72,4,57,44,20,67,23,15,34,83,9,16,109,57,42,67,47,73,6,29
sp|Q60739,MOUSE,MZH+14,BAG1,1,26,5,10,45,6,17,3,10,30,33,9,10,19,23,29,27,23,28,0,2
sp|Q5EG47,MOUSE,MZH+14,AAPK1,1,29,11,40,32,20,27,22,34,38,52,15,18,30,20,38,47,23,37,5,21
sp|P11499,MOUSE,MZH+14,HS90B,1,37,6,50,97,26,34,13,48,75,62,19,27,23,21,32,49,35,42,4,24
sp|O09102,MOUSE,MZH+14,GCM2,1,36,14,34,24,18,30,16,14,21,36,9,16,52,29,24,47,28,26,8,22
sp|P52480,MOUSE,MZH+14,KPYM,1,58,10,30,38,16,41,12,39,37,40,17,17,23,13,31,26,26,45,3,9
sp|P05627,MOUSE,MZH+14,JUN,1,34,3,7,21,8,23,8,9,18,35,10,15,30,28,14,30,19,16,0,6
sp|P05132,MOUSE,MZH+14,KAPCA,1,23,2,19,26,25,22,8,21,35,32,7,16,13,15,15,17,15,20,6,14
sp|P25322,MOUSE,MZH+14,CCND1,1,24,14,13,31,10,6,5,12,18,35,12,12,15,13,14,16,18,20,2,5
sp|P52293,MOUSE,MZH+14,IMA1,1,49,6,25,37,16,31,8,38,31,55,7,35,26,27,21,33,33,38,7,6
sp|Q9R1Q9,MOUSE,MZH+14,VAS1,1,42,2,21,17,25,26,10,18,13,61,13,18,23,17,16,42,37,37,10,15
sp|P35235,MOUSE,MZH+14,PTN11,1,22,10,33,51,19,42,20,27,44,44,13,27,25,32,38,35,38,47,7,23
