protein,organism,ref,abbrv,chains,Ala,Cys,Asp,Glu,Phe,Gly,His,Ile,Lys,Leu,Met,Asn,Pro,Gln,Arg,Ser,Thr,Val,Trp,Tyr
tr|Q9CX78,MOUSE,LAR+12,NA,1,9,1,4,12,1,7,3,5,15,17,3,2,8,4,3,1,8,6,4,3
sp|Q9CPQ8,MOUSE,LAR+12,NA,1,13,0,1,6,5,6,2,9,10,5,3,2,6,2,3,5,7,11,3,4
tr|Q8BME2,MOUSE,LAR+12,NA,1,3,1,7,8,7,11,6,5,10,7,5,8,11,4,11,4,14,12,6,7
tr|Q9D881,MOUSE,LAR+12,NA,1,15,5,4,8,1,13,5,6,6,10,5,5,9,5,8,7,6,7,2,2
sp|P56135,MOUSE,LAR+12,NA,1,5,1,2,5,3,6,2,6,9,7,5,2,3,0,8,8,1,6,1,8
sp|Q9DCJ5,MOUSE,LAR+12,NA,1,10,8,8,14,9,8,6,3,16,16,3,6,12,8,11,6,8,12,4,4
sp|Q9CPQ1,MOUSE,LAR+12,NA,1,13,0,2,4,5,6,1,3,8,6,4,1,3,2,6,4,0,4,0,4
tr|Q9D0J2,MOUSE,LAR+12,NA,1,29,0,7,11,6,9,3,4,4,20,4,4,9,8,8,13,12,15,0,2
tr|A3R457,MUSMC,LAR+12,NA,1,15,0,1,3,14,10,9,30,6,39,14,9,14,6,5,15,22,9,3,2
sp|Q9CQ69,MOUSE,LAR+12,NA,1,4,0,1,6,6,4,1,5,4,5,2,5,6,3,10,6,2,6,1,5
sp|Q9CQC7,MOUSE,LAR+12,NA,1,10,0,7,7,5,5,1,7,9,13,1,5,11,3,14,9,6,5,2,9
sp|P10639,MOUSE,LAR+12,NA,1,11,6,8,9,8,5,1,3,12,6,3,2,3,4,0,6,3,11,1,3
sp|Q99LX0,MOUSE,LAR+12,NA,1,20,4,10,13,3,17,3,9,15,18,8,4,10,5,7,12,9,19,0,3
tr|Q91YU9,MOUSE,LAR+12,NA,1,7,1,7,4,4,8,1,4,4,14,1,5,3,2,5,6,4,8,1,0
sp|P35700,MOUSE,LAR+12,NA,1,12,4,16,7,15,16,3,18,19,11,3,7,13,8,6,13,8,12,2,6
sp|P20108,MOUSE,LAR+12,NA,1,24,4,11,13,16,14,10,12,13,22,2,9,13,5,11,28,17,24,4,5
sp|Q9CQM9,MOUSE,LAR+12,NA,1,24,5,13,36,16,20,9,13,29,38,8,11,18,15,9,22,14,26,4,7
tr|Q8C355,MOUSE,LAR+12,NA,1,15,4,2,5,2,23,4,2,3,16,2,0,17,2,17,6,3,4,1,0
sp|P27773,MOUSE,LAR+12,NA,1,43,8,34,44,29,32,9,21,51,43,8,24,25,9,20,29,24,30,3,19
tr|Q4FJX9,MOUSE,LAR+12,NA,1,21,4,7,13,6,23,11,10,16,22,2,13,10,10,8,9,11,11,6,9
tr|Q99L75,MOUSE,LAR+12,NA,1,63,14,50,88,31,39,10,33,82,64,21,32,45,41,28,63,44,66,4,23
tr|Q9Z2L3,MOUSE,LAR+12,NA,1,3,0,4,1,2,4,0,0,0,4,0,0,5,6,3,3,3,1,1,0
tr|Q4KL76,MOUSE,LAR+12,NA,1,6,0,8,6,5,13,0,3,11,10,2,0,4,3,4,6,4,14,0,3
sp|P38647,MOUSE,LAR+12,NA,1,73,5,42,52,20,57,7,38,53,47,18,27,23,35,34,40,43,52,2,11
tr|Q3TF16,MOUSE,LAR+12,NA,1,50,4,46,49,24,53,7,45,54,44,13,33,25,26,28,36,47,45,2,15
sp|Q99PR8,MOUSE,LAR+12,NA,1,18,1,9,21,7,13,8,4,1,18,1,4,16,3,19,9,9,14,1,6
tr|Q7M0F4,MOUSE,LAR+12,NA,1,6,0,13,8,8,8,2,4,13,18,7,3,9,4,4,7,6,5,4,11
sp|P24472,MOUSE,LAR+12,NA,1,17,0,11,19,12,12,2,12,18,27,10,4,13,10,12,9,9,13,2,10
sp|P19157,MOUSE,LAR+12,NA,1,13,3,12,9,7,18,4,9,12,29,6,12,12,12,10,9,8,12,2,11
sp|P10649,MOUSE,LAR+12,NA,1,11,2,17,14,13,9,5,13,18,23,11,8,12,6,14,11,9,5,4,13
sp|Q9DCM2,MOUSE,LAR+12,NA,1,17,2,8,14,11,14,3,13,16,25,10,7,15,12,10,11,12,13,5,8
sp|P62631,MOUSE,LAR+12,NA,1,35,6,22,31,13,44,11,35,46,25,11,16,26,12,18,27,27,41,5,12
sp|P48962,MOUSE,LAR+12,NA,1,32,4,16,6,20,31,3,18,23,24,8,8,7,14,16,17,10,23,5,13
tr|Q3UIQ2,MOUSE,LAR+12,NA,1,66,18,45,48,18,52,9,44,39,65,25,29,34,25,42,39,44,61,7,17
tr|Q1L6K5,MOUSE,LAR+12,NA,1,27,4,11,17,13,33,2,17,20,30,7,10,18,15,27,24,14,24,3,8
sp|Q99KR7,MOUSE,LAR+12,NA,1,13,6,10,6,11,29,5,7,14,19,4,9,10,4,10,17,13,15,1,3
sp|Q60932,MOUSE,LAR+12,NA,1,20,3,14,15,16,32,3,10,25,32,3,21,6,9,7,20,29,15,5,11
tr|Q3UAJ1,MOUSE,LAR+12,NA,1,8,3,8,11,15,22,4,10,14,7,5,9,6,3,6,10,12,8,1,2
