protein,organism,ref,abbrv,chains,Ala,Cys,Asp,Glu,Phe,Gly,His,Ile,Lys,Leu,Met,Asn,Pro,Gln,Arg,Ser,Thr,Val,Trp,Tyr
sp|Q91ZJ5,MOUSE,PDT+19,UGPA,1,20,3,28,33,22,34,11,34,41,56,10,34,22,18,20,37,29,39,3,14
tr|B2RXT5,MOUSE,PDT+19,B2RXT5,1,29,5,14,23,18,21,7,15,24,32,8,20,15,9,17,29,20,25,7,6
tr|Q3THB4,MOUSE,PDT+19,Q3THB4,1,21,6,18,19,7,25,7,24,27,37,9,14,11,12,10,25,12,35,6,7
tr|Q5FW97,MOUSE,PDT+19,Q5FW97,1,45,6,25,29,16,36,6,27,34,34,9,22,17,14,18,28,18,35,3,12
tr|Q3UDU4,MOUSE,PDT+19,Q3UDU4,1,20,6,17,19,6,25,7,25,27,37,9,15,11,11,10,25,12,35,6,7
sp|P52480,MOUSE,PDT+19,KPYM,1,58,10,30,38,16,41,12,39,37,40,17,17,23,13,31,26,26,45,3,9
tr|B1AXW5,MOUSE,PDT+19,B1AXW5,1,11,3,14,5,14,13,3,17,13,11,3,6,10,7,6,10,7,10,1,5
sp|P09528,MOUSE,PDT+19,FRIH,1,14,3,14,16,6,8,10,6,13,21,6,9,4,10,8,12,6,6,1,9
tr|A0A1B0GSX0,MOUSE,PDT+19,A0A1B0GSX0,1,21,6,18,20,10,27,8,24,32,38,10,15,11,12,10,32,15,37,6,9
tr|D3YZQ9,MOUSE,PDT+19,D3YZQ9,1,15,5,13,12,5,18,6,15,19,26,7,12,8,9,7,17,7,27,4,4
tr|Q3U548,MOUSE,PDT+19,Q3U548,1,19,3,27,33,21,34,11,34,40,55,9,34,22,17,19,35,29,38,3,14
tr|Q542D9,MOUSE,PDT+19,Q542D9,1,59,7,40,50,45,47,14,37,50,72,18,42,27,28,33,65,39,51,10,29
sp|P09411,MOUSE,PDT+19,PGK1,1,41,7,24,26,15,41,5,18,41,38,14,24,16,6,11,24,18,39,4,5
tr|B2RTM0,MOUSE,PDT+19,B2RTM0,1,7,0,3,4,2,17,2,6,11,8,2,2,1,2,14,2,7,9,0,4
tr|B0LAA9,MOUSE,PDT+19,B0LAA9,1,3,1,6,0,2,4,1,3,9,7,5,7,5,2,4,5,2,9,0,1
tr|Q3V471,MOUSE,PDT+19,Q3V471,1,20,1,7,6,9,21,5,9,7,11,5,14,19,6,11,8,8,12,1,6
sp|P05063,MOUSE,PDT+19,ALDOC,1,42,7,19,23,8,31,7,20,20,34,5,14,19,15,21,19,18,25,3,13
tr|A0A1L1STV8,MOUSE,PDT+19,A0A1L1STV8,1,17,4,10,14,4,12,6,16,13,15,7,7,7,4,7,11,14,10,1,5
tr|A6ZI46,MOUSE,PDT+19,A6ZI46,1,42,10,17,28,12,34,11,21,27,38,8,19,24,18,16,26,31,23,3,11
tr|A0A0U1RQ18,MOUSE,PDT+19,A0A0U1RQ18,1,14,1,7,14,10,14,8,14,17,20,5,7,9,12,6,11,10,7,2,2
tr|Q5M8R7,MOUSE,PDT+19,Q5M8R7,1,6,1,8,5,1,5,1,8,9,14,4,5,2,3,3,8,4,9,2,3
sp|P28063,MOUSE,PDT+19,PSB8,1,27,5,16,13,6,32,5,8,9,26,14,9,8,10,18,25,10,13,4,18
tr|Q3UBA6,MOUSE,PDT+19,Q3UBA6,1,50,4,46,49,24,53,7,44,54,44,13,33,25,25,29,36,47,46,2,15
sp|Q64727,MOUSE,PDT+19,VINC,1,134,10,64,89,15,56,11,57,75,94,36,39,54,63,66,55,61,70,9,8
tr|Q3TF16,MOUSE,PDT+19,Q3TF16,1,50,4,46,49,24,53,7,45,54,44,13,33,25,26,28,36,47,45,2,15
tr|Q3UC72,MOUSE,PDT+19,Q3UC72,1,27,10,30,32,26,35,5,35,37,44,13,16,39,17,28,33,24,31,2,25
tr|B2RTK3,MOUSE,PDT+19,B2RTK3,1,12,0,3,7,2,7,3,6,20,6,3,3,6,3,8,14,9,9,0,5
tr|Q3TEA5,MOUSE,PDT+19,Q3TEA5,1,5,2,9,10,4,6,3,7,11,13,8,10,5,11,3,13,4,6,0,4
tr|A0A0R4J0Z1,MOUSE,PDT+19,A0A0R4J0Z1,1,52,6,57,55,32,33,12,28,67,50,7,21,37,19,19,33,32,48,7,26
tr|Q56A15,MOUSE,PDT+19,Q56A15,1,8,2,4,7,4,14,3,6,18,6,3,5,3,3,2,1,8,3,1,4
sp|P17751,MOUSE,PDT+19,TPIS,1,30,9,12,25,10,33,4,17,22,19,5,10,12,14,10,11,19,26,6,5
tr|Q3U5K7,MOUSE,PDT+19,Q3U5K7,1,16,4,6,6,6,7,4,2,7,14,4,5,7,6,9,10,8,10,2,4
tr|A2AKH4,MOUSE,PDT+19,A2AKH4,1,13,5,15,19,1,16,1,17,15,15,7,19,5,15,11,12,16,5,1,2
tr|Q7TMN7,MOUSE,PDT+19,Q7TMN7,1,23,5,25,25,10,24,2,22,21,33,10,8,3,14,24,27,17,12,1,13
sp|P05201,MOUSE,PDT+19,AATC,1,34,5,21,24,23,29,7,19,20,38,7,23,24,16,24,26,22,30,9,12
tr|Q9DCY1,MOUSE,PDT+19,Q9DCY1,1,10,0,15,10,16,25,3,10,26,14,5,7,8,3,8,12,12,26,2,4
sp|P16125,MOUSE,PDT+19,LDHB,1,22,5,22,18,5,23,7,23,25,36,10,17,10,11,9,27,13,38,6,7
tr|F8WIT2,MOUSE,PDT+19,F8WIT2,1,57,8,55,56,25,43,12,44,54,64,22,19,11,28,39,41,36,28,2,23
tr|Q3UI56,MOUSE,PDT+19,Q3UI56,1,59,8,55,57,25,43,12,45,54,65,22,20,11,28,39,40,36,29,2,23
sp|P40124,MOUSE,PDT+19,CAP1,1,37,6,23,30,13,32,11,23,40,38,10,21,35,20,13,42,25,39,6,10
tr|Q7TNU0,MOUSE,PDT+19,Q7TNU0,1,59,5,36,31,30,50,8,45,36,43,12,27,27,21,26,37,32,40,4,15
tr|Q3TXC7,MOUSE,PDT+19,Q3TXC7,1,26,4,17,13,9,22,7,26,18,24,11,12,15,14,11,25,15,22,1,6
tr|Q3UDK4,MOUSE,PDT+19,Q3UDK4,1,59,8,54,57,25,42,12,45,54,65,22,20,11,28,40,41,36,29,2,23
sp|P50396,MOUSE,PDT+19,GDIA,1,24,10,32,33,19,31,5,32,29,35,14,20,21,17,20,27,21,31,1,25
sp|Q9ERD7,MOUSE,PDT+19,TBB3,1,30,8,27,36,22,34,11,19,16,33,19,21,20,21,22,32,27,31,4,17
sp|Q9DCD0,MOUSE,PDT+19,6PGD,1,42,9,28,29,21,49,10,31,34,45,15,17,14,18,22,27,21,29,8,14
tr|Q3UAG2,MOUSE,PDT+19,Q3UAG2,1,42,9,28,29,21,49,10,32,34,45,15,16,14,18,22,27,21,29,8,14
tr|Q5M9K3,MOUSE,PDT+19,Q5M9K3,1,5,5,6,7,2,7,3,10,17,13,2,6,6,8,10,4,8,6,0,3
tr|Q3KQQ1,MOUSE,PDT+19,Q3KQQ1,1,36,0,24,37,17,30,8,14,16,28,3,14,17,19,28,29,19,23,2,5
tr|A2AE89,MOUSE,PDT+19,A2AE89,1,13,3,17,14,13,10,5,13,19,29,11,9,16,7,14,15,10,9,4,13
sp|Q00493,MOUSE,PDT+19,CBPE,1,35,7,27,40,19,38,11,24,22,43,10,29,27,13,25,34,17,28,9,18
tr|A0A0U1RPL8,MOUSE,PDT+19,A0A0U1RPL8,1,3,1,4,5,3,8,2,5,10,11,0,3,4,4,2,6,3,3,1,1
sp|Q9R0E2,MOUSE,PDT+19,PLOD1,1,46,10,44,49,39,50,24,27,37,83,12,32,33,32,44,35,33,51,13,34
sp|P14152,MOUSE,PDT+19,MDHC,1,29,3,22,20,12,23,4,22,30,32,9,13,13,10,10,25,16,30,4,7
tr|Q5FWJ3,MOUSE,PDT+19,Q5FWJ3,1,31,1,29,55,10,14,6,15,22,56,10,23,8,33,43,46,25,25,1,13
sp|P40142,MOUSE,PDT+19,TKT,1,72,12,37,34,25,48,16,44,44,44,14,16,30,25,27,40,33,41,4,17
tr|Q3UMM1,MOUSE,PDT+19,Q3UMM1,1,29,8,26,36,24,34,10,19,16,33,19,22,20,22,21,29,29,31,4,15
tr|Q3TK17,MOUSE,PDT+19,Q3TK17,1,63,17,53,61,35,66,16,54,64,72,28,28,45,28,44,46,40,70,7,21
tr|Q642L7,MOUSE,PDT+19,Q642L7,1,5,6,9,10,5,11,4,8,25,13,2,5,6,6,10,7,10,8,0,6
tr|Q8C153,MOUSE,PDT+19,Q8C153,1,63,18,53,60,35,66,16,55,64,71,28,28,45,28,45,45,40,70,7,21
tr|Q71LX8,MOUSE,PDT+19,Q71LX8,1,37,6,50,97,26,34,13,48,75,62,19,27,23,21,32,49,35,42,4,24
sp|Q8CGP0,MOUSE,PDT+19,H2B3B,1,12,0,4,6,2,7,3,6,20,6,3,3,6,3,8,15,8,9,0,5
sp|P99027,MOUSE,PDT+19,RLA2,1,20,0,11,10,2,12,0,6,10,8,2,4,5,1,2,12,0,8,0,2
sp|P21550,MOUSE,PDT+19,ENOB,1,47,6,27,28,16,40,8,25,37,38,9,21,17,13,17,21,16,34,3,11
tr|Q3TFD9,MOUSE,PDT+19,Q3TFD9,1,31,1,29,56,10,14,6,15,22,56,10,23,8,32,43,46,25,25,1,13
tr|Q3THX5,MOUSE,PDT+19,Q3THX5,1,82,5,48,83,26,58,17,34,46,94,13,22,45,50,62,38,38,85,6,18
sp|P17563,MOUSE,PDT+19,SBP1,1,22,10,28,25,16,43,12,27,26,46,12,15,33,21,19,36,22,31,11,17
tr|Q14AI7,MOUSE,PDT+19,Q14AI7,1,45,5,17,37,11,13,11,28,22,47,11,17,9,33,21,23,19,18,3,16
tr|Q921S3,MOUSE,PDT+19,Q921S3,1,46,11,30,38,24,38,12,34,37,61,13,26,29,28,30,26,26,41,3,19
tr|Q5SQB7,MOUSE,PDT+19,Q5SQB7,1,15,3,34,32,7,19,5,8,33,20,9,10,17,13,8,22,11,20,2,4
sp|P97807,MOUSE,PDT+19,FUMH,1,63,4,16,29,17,41,13,24,32,44,21,28,25,18,21,28,31,41,2,9
tr|Q1KYL8,MOUSE,PDT+19,Q1KYL8,1,27,5,32,44,12,37,7,15,30,49,3,17,59,28,48,41,34,25,12,12
tr|A0A087WSN6,MOUSE,PDT+19,A0A087WSN6,1,102,64,106,133,49,187,46,112,76,133,22,107,180,125,125,173,248,176,38,94
sp|P05213,MOUSE,PDT+19,TBA1B,1,36,12,27,37,20,36,13,27,19,32,10,16,20,16,21,23,29,34,4,19
sp|P68369,MOUSE,PDT+19,TBA1A,1,36,12,27,37,20,37,13,27,19,32,10,16,20,16,21,21,30,34,4,19
tr|Q3U4U6,MOUSE,PDT+19,Q3U4U6,1,39,10,32,43,5,35,10,49,35,46,22,20,18,24,36,31,37,40,4,9
sp|P61202,MOUSE,PDT+19,CSN2,1,22,5,32,40,15,16,10,30,41,53,14,29,12,23,17,26,22,13,3,20
tr|A2AMW0,MOUSE,PDT+19,A2AMW0,1,12,5,23,15,5,18,4,12,23,28,6,12,9,11,14,23,10,17,4,9
tr|A0A087WR50,MOUSE,PDT+19,A0A087WR50,1,108,64,116,140,51,194,47,118,78,139,23,108,187,130,130,182,252,183,39,97
sp|P05202,MOUSE,PDT+19,AATM,1,43,7,20,22,21,36,11,21,30,36,11,16,20,18,22,30,19,28,7,12
tr|A6ZI47,MOUSE,PDT+19,A6ZI47,1,41,8,16,23,8,29,9,21,25,32,4,15,19,17,14,23,22,22,3,13
tr|Q6ZWR0,MOUSE,PDT+19,Q6ZWR0,1,11,4,10,18,8,14,0,12,11,12,6,6,6,9,9,14,6,18,1,8
tr|Q6PAC1,MOUSE,PDT+19,Q6PAC1,1,63,5,46,50,32,70,13,24,41,55,13,26,36,41,40,48,34,57,15,22
sp|O35864,MOUSE,PDT+19,CSN5,1,29,4,16,23,10,23,8,17,26,31,13,14,10,19,9,24,18,17,6,17
tr|Q3TF14,MOUSE,PDT+19,Q3TF14,1,39,9,25,27,12,37,12,32,30,38,17,21,16,11,16,15,23,32,7,13
tr|E9Q1G8,MOUSE,PDT+19,E9Q1G8,1,21,6,18,48,14,22,10,22,46,34,15,27,16,26,26,21,17,33,3,12
tr|Q0PD54,MOUSE,PDT+19,Q0PD54,1,11,2,16,14,10,14,0,13,13,15,7,8,5,11,15,15,15,16,2,6
tr|Q3U344,MOUSE,PDT+19,Q3U344,1,12,1,11,12,6,14,3,12,13,23,6,13,3,6,10,5,11,11,4,5
tr|Q80Y52,MOUSE,PDT+19,Q80Y52,1,33,7,53,99,26,32,12,50,80,62,20,30,21,25,30,43,43,39,4,24
tr|J3QPZ9,MOUSE,PDT+19,J3QPZ9,1,18,5,13,12,5,16,3,12,13,14,2,10,5,9,5,10,11,18,3,5
tr|Q3TPZ5,MOUSE,PDT+19,Q3TPZ5,1,42,2,26,36,6,21,8,10,32,51,8,10,15,29,15,25,30,27,1,8
tr|Q3TIZ0,MOUSE,PDT+19,Q3TIZ0,1,38,12,29,34,20,34,13,27,19,32,10,16,20,16,21,22,31,32,4,19
tr|Q4FJQ0,MOUSE,PDT+19,Q4FJQ0,1,18,5,13,14,12,8,0,10,17,15,4,13,7,11,10,12,13,16,3,6
sp|Q9CQW9,MOUSE,PDT+19,IFM3,1,13,3,3,6,5,7,4,11,4,9,6,8,5,4,5,12,10,16,1,5
sp|P21956,MOUSE,PDT+19,MFGM,1,30,20,22,22,17,42,8,17,18,45,11,29,19,22,22,36,29,25,9,20
sp|Q9WU78,MOUSE,PDT+19,PDC6I,1,95,10,46,57,31,37,9,34,64,84,14,35,74,62,34,58,41,49,3,32
tr|Q3UH17,MOUSE,PDT+19,Q3UH17,1,105,64,110,133,48,185,40,113,77,129,22,104,167,122,124,179,239,173,39,93
tr|Q3TIQ5,MOUSE,PDT+19,Q3TIQ5,1,12,2,18,17,9,9,3,6,14,9,2,5,6,4,2,4,5,11,3,3
tr|Q14AF6,MOUSE,PDT+19,Q14AF6,1,2,2,3,10,3,6,1,4,17,12,5,11,6,3,7,8,5,11,1,1
tr|Q3TVK3,MOUSE,PDT+19,Q3TVK3,1,38,10,17,33,18,33,18,27,14,53,12,17,28,19,34,38,24,31,3,8
tr|Q3TET7,MOUSE,PDT+19,Q3TET7,1,26,4,17,13,9,23,7,27,18,24,11,12,15,15,11,25,14,21,1,6
sp|Q8VBV7,MOUSE,PDT+19,CSN8,1,24,1,10,12,8,11,1,12,5,21,5,10,17,13,13,11,10,14,5,6
tr|Q3TF72,MOUSE,PDT+19,Q3TF72,1,49,7,42,55,33,30,10,25,50,48,5,14,19,12,13,25,25,29,6,12
sp|P62305,MOUSE,PDT+19,RUXE,1,2,1,4,5,2,6,1,9,6,9,5,6,1,9,7,5,2,7,1,4
tr|A0A0N4SW28,MOUSE,PDT+19,A0A0N4SW28,1,8,2,4,5,1,1,2,6,8,7,4,2,3,3,5,13,5,3,0,1
tr|Q3UJP4,MOUSE,PDT+19,Q3UJP4,1,39,10,30,43,5,36,10,49,35,46,22,21,17,25,36,31,37,40,4,9
tr|Q3TDU5,MOUSE,PDT+19,Q3TDU5,1,26,20,20,20,16,42,8,17,17,42,10,24,14,22,22,34,23,23,9,17
sp|P24527,MOUSE,PDT+19,LKHA4,1,40,11,30,42,27,31,19,27,38,70,10,20,35,29,23,47,38,41,13,20
sp|Q9R0B9,MOUSE,PDT+19,PLOD2,1,39,11,47,44,43,55,21,43,47,63,16,47,36,23,38,32,32,53,14,33
tr|Q3U055,MOUSE,PDT+19,Q3U055,1,39,11,48,46,44,55,21,44,48,65,17,47,40,25,39,34,35,53,14,33
tr|E9Q718,MOUSE,PDT+19,E9Q718,1,39,11,48,46,44,55,21,43,49,65,17,47,40,25,39,34,35,53,14,33
tr|Q5SXR6,MOUSE,PDT+19,Q5SXR6,1,135,31,86,134,74,70,35,99,98,184,41,93,71,95,81,84,65,116,18,69
sp|Q99KQ4,MOUSE,PDT+19,NAMPT,1,25,5,26,38,17,35,13,26,46,42,2,26,21,14,16,31,30,44,7,27
tr|Q3TWV4,MOUSE,PDT+19,Q3TWV4,1,22,6,17,28,21,26,6,37,38,29,13,20,17,19,27,32,19,37,5,14
sp|P11031,MOUSE,PDT+19,TCP4,1,4,0,10,10,2,7,0,7,19,7,6,2,5,7,8,21,1,7,2,2
tr|A0A1B0GR11,MOUSE,PDT+19,A0A1B0GR11,1,42,9,22,29,16,26,10,22,34,36,9,10,13,14,15,25,17,20,4,9
sp|P48678,MOUSE,PDT+19,LMNA,1,59,5,35,73,9,44,12,15,39,75,11,21,13,40,66,72,33,29,4,10
sp|Q99PL5,MOUSE,PDT+19,RRBP1,1,177,8,36,194,9,177,20,28,235,103,18,80,43,199,46,92,60,69,4,7
tr|Q5FWI9,MOUSE,PDT+19,Q5FWI9,1,22,6,17,28,21,26,7,37,38,29,13,20,17,20,27,32,19,37,5,14
tr|E9Q4P0,MOUSE,PDT+19,E9Q4P0,1,9,1,14,11,9,8,4,13,13,22,8,10,7,12,16,12,13,9,0,2
sp|P27661,MOUSE,PDT+19,H2AX,1,21,0,2,7,1,16,3,6,13,16,1,5,7,6,12,8,5,10,0,4
tr|Q8C1W7,MOUSE,PDT+19,Q8C1W7,1,29,5,34,43,12,37,7,15,30,49,3,15,57,29,48,41,34,25,12,12
sp|Q6ZWX6,MOUSE,PDT+19,IF2A,1,22,5,21,38,7,13,3,22,21,26,9,14,10,7,25,16,15,28,1,12
sp|O35459,MOUSE,PDT+19,ECH1,1,33,6,23,14,11,16,5,19,21,28,16,10,7,19,17,35,14,23,3,7
tr|Q0PD49,MOUSE,PDT+19,Q0PD49,1,11,3,14,13,13,14,1,19,20,16,7,11,1,3,13,17,17,6,2,6
sp|P61164,MOUSE,PDT+19,ACTZ,1,24,2,21,31,20,28,9,28,23,31,9,9,19,10,25,28,15,25,4,15
sp|Q64442,MOUSE,PDT+19,DHSO,1,29,10,15,24,10,35,10,18,25,30,10,12,23,5,12,17,20,41,2,9
tr|Q3UFK6,MOUSE,PDT+19,Q3UFK6,1,32,16,30,28,30,34,17,18,10,47,9,33,39,20,35,38,34,36,10,21
sp|P12265,MOUSE,PDT+19,BGLR,1,34,8,32,37,30,43,23,34,28,57,11,27,37,30,32,41,41,52,18,33
tr|Q3TIJ7,MOUSE,PDT+19,Q3TIJ7,1,58,9,29,36,17,38,8,41,42,46,18,19,20,28,25,24,29,43,3,11
tr|Q3UG16,MOUSE,PDT+19,Q3UG16,1,16,3,17,38,21,24,10,28,32,35,12,19,20,11,22,35,17,40,6,17
tr|A2A547,MOUSE,PDT+19,A2A547,1,14,2,5,14,1,7,6,12,32,19,7,8,3,5,31,8,8,7,2,3
sp|P27773,MOUSE,PDT+19,PDIA3,1,43,8,34,44,29,32,9,21,51,43,8,24,25,9,20,29,24,30,3,19
sp|P68368,MOUSE,PDT+19,TBA4A,1,36,13,29,35,20,34,13,27,19,31,11,16,22,16,21,23,27,32,4,19
tr|A0A140DKP8,MOUSE,PDT+19,A0A140DKP8,1,25,2,29,39,12,31,5,16,24,46,4,17,51,26,40,39,34,24,11,11
tr|H3BKM0,MOUSE,PDT+19,H3BKM0,1,64,12,54,58,28,43,16,57,58,110,23,56,51,41,26,61,44,77,6,28
tr|A2BE93,MOUSE,PDT+19,A2BE93,1,14,0,12,28,12,7,6,10,22,14,1,9,14,13,10,18,9,8,3,5
sp|Q8CGP5,MOUSE,PDT+19,H2A1F,1,15,0,2,7,1,14,4,6,13,16,1,6,6,5,13,5,5,8,0,3
tr|K3W4Q8,MOUSE,PDT+19,K3W4Q8,1,13,3,16,17,5,15,3,12,15,15,3,10,13,5,12,16,18,18,3,6
tr|Q3U890,MOUSE,PDT+19,Q3U890,1,32,9,33,47,16,39,4,28,41,61,10,10,17,26,34,23,17,43,2,17
tr|Q3UDH1,MOUSE,PDT+19,Q3UDH1,1,32,9,32,47,16,39,4,29,41,61,10,11,17,26,34,23,17,42,2,17
tr|B2RWH3,MOUSE,PDT+19,B2RWH3,1,17,0,2,7,1,14,4,6,14,15,2,6,5,5,12,5,4,8,0,3
tr|Q8CDT3,MOUSE,PDT+19,Q8CDT3,1,58,6,59,64,32,35,18,66,93,100,28,52,28,61,50,49,45,52,3,35
sp|P80316,MOUSE,PDT+19,TCPE,1,47,8,38,41,12,38,11,47,44,47,23,18,19,23,25,25,26,40,2,7
tr|Q3U2G2,MOUSE,PDT+19,Q3U2G2,1,63,14,50,88,31,39,10,33,82,64,21,32,45,42,28,63,44,66,4,23
tr|A2A6U3,MOUSE,PDT+19,A2A6U3,1,38,6,25,55,17,24,9,39,40,36,16,25,43,24,44,42,31,39,2,10
tr|Q50HX4,MOUSE,PDT+19,Q50HX4,1,21,4,10,16,8,18,4,15,12,16,4,10,7,12,11,12,14,9,2,10
tr|A0A0R4IZW8,MOUSE,PDT+19,A0A0R4IZW8,1,18,2,14,15,14,49,5,15,11,23,11,14,7,8,12,17,11,12,3,7
tr|E9PZ16,MOUSE,PDT+19,E9PZ16,1,309,188,171,243,106,421,169,146,79,346,45,124,355,253,246,425,271,332,41,113
tr|Q99KF5,MOUSE,PDT+19,Q99KF5,1,10,4,21,9,9,15,5,15,17,21,7,7,8,3,11,14,11,20,0,11
tr|Q4FJR9,MOUSE,PDT+19,Q4FJR9,1,6,3,7,10,5,14,4,5,11,21,5,5,5,13,7,12,9,15,2,2
sp|P42208,MOUSE,PDT+19,SEPT2,1,16,4,21,35,15,23,12,26,26,32,12,15,14,19,24,17,16,24,1,9
tr|Q3UAD6,MOUSE,PDT+19,Q3UAD6,1,43,5,63,109,32,35,10,41,76,69,19,28,22,24,39,54,49,51,9,24
tr|Q3UBU0,MOUSE,PDT+19,Q3UBU0,1,43,5,63,109,32,35,10,42,76,68,19,28,22,24,39,54,49,51,9,24
sp|Q61171,MOUSE,PDT+19,PRDX2,1,15,3,16,10,12,17,4,11,13,17,1,8,10,6,7,12,10,17,2,7
sp|Q05793,MOUSE,PDT+19,PGBM,1,265,172,154,208,104,361,133,118,72,295,45,111,302,214,206,336,220,259,35,97
sp|P17426,MOUSE,PDT+19,AP2A1,1,93,19,49,56,38,49,16,47,55,121,18,44,60,46,47,70,45,72,5,27
tr|Q3TG75,MOUSE,PDT+19,Q3TG75,1,38,7,22,31,13,37,9,28,26,44,10,16,23,10,23,24,25,31,5,17
tr|Q3UQL2,MOUSE,PDT+19,Q3UQL2,1,26,10,20,24,17,20,12,21,28,53,18,23,14,30,11,33,20,24,0,19
tr|A3KMJ8,MOUSE,PDT+19,A3KMJ8,1,13,3,16,16,6,8,1,5,21,23,6,12,5,9,9,7,13,10,2,6
tr|G3UVV4,MOUSE,PDT+19,G3UVV4,1,49,23,62,63,38,81,19,51,60,87,35,30,25,25,57,60,56,72,5,19
tr|Q3UPV6,MOUSE,PDT+19,Q3UPV6,1,26,5,9,27,7,31,6,24,21,35,13,12,15,15,20,29,17,20,8,13
tr|Q0PD23,MOUSE,PDT+19,Q0PD23,1,16,4,15,13,12,14,5,11,15,20,4,10,9,13,11,16,12,15,4,4
tr|Q3U3L3,MOUSE,PDT+19,Q3U3L3,1,25,6,17,34,28,25,8,13,32,37,18,18,11,11,10,25,26,23,3,8
sp|Q8R146,MOUSE,PDT+19,APEH,1,42,16,40,46,30,53,20,21,29,78,18,18,48,36,34,67,30,66,15,25
tr|D3Z0F5,MOUSE,PDT+19,D3Z0F5,1,17,5,12,26,14,19,12,22,16,27,11,12,10,10,12,17,20,23,2,10
sp|Q99L13,MOUSE,PDT+19,3HIDH,1,33,7,12,17,11,37,3,14,21,29,19,14,15,7,11,36,12,24,3,10
sp|O88968,MOUSE,PDT+19,TCO2,1,30,8,22,22,16,32,11,18,19,69,9,11,19,23,18,38,20,24,4,17
tr|G3UYZ1,MOUSE,PDT+19,G3UYZ1,1,64,9,19,35,6,64,14,10,13,52,7,3,38,21,43,39,30,53,8,20
tr|Q6YIY0,MOUSE,PDT+19,Q6YIY0,1,34,5,32,43,12,34,7,13,30,49,5,17,61,29,46,38,32,25,12,12
tr|Q3UBP0,MOUSE,PDT+19,Q3UBP0,1,32,5,25,27,18,52,11,25,30,39,8,17,18,20,26,19,26,40,7,12
sp|Q6ZQ38,MOUSE,PDT+19,CAND1,1,85,30,83,73,35,49,25,77,77,168,31,43,57,47,52,111,65,88,3,31
tr|Z4YKV1,MOUSE,PDT+19,Z4YKV1,1,24,8,27,30,20,15,7,24,25,30,7,24,13,20,28,16,17,26,4,14
sp|Q8VDN2,MOUSE,PDT+19,AT1A1,1,80,23,58,70,46,76,16,79,56,95,26,42,46,32,47,57,60,78,12,24
tr|Q50HX0,MOUSE,PDT+19,Q50HX0,1,21,4,11,16,8,18,4,16,12,16,4,9,7,12,11,12,13,9,2,10
sp|Q99J93,MOUSE,PDT+19,IFM2,1,11,4,3,6,10,7,3,10,4,9,4,7,6,4,5,18,10,17,1,5
tr|Q3TI07,MOUSE,PDT+19,Q3TI07,1,40,12,48,54,45,49,12,35,41,75,15,31,23,28,48,43,37,39,16,22
sp|P17156,MOUSE,PDT+19,HSP72,1,48,5,45,49,21,54,6,46,52,44,11,31,22,27,32,33,47,42,2,16
tr|Q58EA6,MOUSE,PDT+19,Q58EA6,1,13,1,10,4,1,9,1,4,27,12,1,5,6,2,6,7,4,8,1,3
sp|Q60864,MOUSE,PDT+19,STIP1,1,53,11,38,55,11,20,9,19,62,53,17,29,30,30,28,18,17,14,1,28
sp|O89079,MOUSE,PDT+19,COPE,1,33,4,21,25,9,15,7,11,15,38,8,10,13,21,16,18,12,18,2,12
tr|Q545V3,MOUSE,PDT+19,Q545V3,1,45,6,30,33,14,39,6,27,26,40,9,21,15,13,21,24,16,32,4,13
sp|Q8R5C5,MOUSE,PDT+19,ACTY,1,27,2,23,29,19,28,10,21,23,35,10,9,19,10,23,25,18,28,4,13
