protein,organism,ref,abbrv,chains,Ala,Cys,Asp,Glu,Phe,Gly,His,Ile,Lys,Leu,Met,Asn,Pro,Gln,Arg,Ser,Thr,Val,Trp,Tyr
tr|Q71LX8,MOUSE,WCM+09,NA,1,37,6,50,97,26,34,13,48,75,62,19,27,23,21,32,49,35,42,4,24
sp|Q05920,MOUSE,WCM+09,NA,1,109,13,62,80,53,95,36,58,58,106,34,40,67,47,70,60,54,101,3,32
sp|Q8BKZ9,MOUSE,WCM+09,NA,1,53,5,28,29,12,33,6,30,32,44,11,14,44,23,26,38,26,36,7,4
sp|P52480,MOUSE,WCM+09,NA,1,58,10,30,38,16,41,12,39,37,40,17,17,23,13,31,26,26,45,3,9
sp|P14094,MOUSE,WCM+09,NA,1,8,7,16,23,16,27,1,22,31,25,6,14,19,12,15,13,11,14,4,20
sp|P20108,MOUSE,WCM+09,NA,1,24,4,11,13,16,14,10,12,13,22,2,9,13,5,11,28,17,24,4,5
sp|Q9WVA4,MOUSE,WCM+09,NA,1,12,3,10,11,7,19,0,11,13,16,8,12,9,22,10,10,9,8,4,5
sp|Q8BU14,MOUSE,WCM+09,NA,1,22,6,36,44,17,26,12,15,62,25,8,7,14,8,17,26,17,22,5,9
sp|Q99JY0,MOUSE,WCM+09,NA,1,55,5,24,17,19,33,11,20,33,47,20,17,23,15,22,41,30,29,3,11
sp|P17751,MOUSE,WCM+09,NA,1,30,9,12,25,10,33,4,17,22,19,5,10,12,14,10,11,19,26,6,5
sp|Q62468,MOUSE,WCM+09,NA,1,57,9,47,60,33,62,17,33,57,68,21,33,36,52,35,53,47,66,18,23
tr|Q9D8S5,MOUSE,WCM+09,NA,1,13,2,16,17,10,20,3,9,17,11,2,9,9,4,55,49,4,14,1,5
sp|P62082,MOUSE,WCM+09,NA,1,10,0,7,16,11,10,4,14,24,18,2,7,9,10,14,13,7,17,0,1
sp|P10852,MOUSE,WCM+09,NA,1,39,2,30,32,19,40,9,21,28,82,8,22,25,26,25,45,24,26,13,10
sp|P63038,MOUSE,WCM+09,NA,1,60,3,38,42,9,56,4,42,54,51,17,21,18,16,22,25,32,55,1,7
tr|Q3TAU7,MOUSE,WCM+09,NA,1,2,3,10,3,8,7,7,8,9,13,2,3,5,5,9,7,9,7,7,5
sp|Q99K28,MOUSE,WCM+09,NA,1,54,6,26,36,18,39,8,20,35,38,15,15,20,32,30,67,26,20,7,8
sp|P18572,MOUSE,WCM+09,NA,1,35,8,24,25,8,28,9,17,18,32,4,15,21,14,22,33,27,32,9,8
sp|P06797,MOUSE,WCM+09,NA,1,23,10,14,23,13,32,10,10,23,27,12,21,10,17,11,25,12,17,9,15
sp|Q9CQB5,MOUSE,WCM+09,NA,1,8,4,7,5,5,6,2,7,15,20,1,7,9,5,6,6,5,12,2,3
sp|O54692,MOUSE,WCM+09,NA,1,55,20,38,67,28,25,19,40,54,107,21,24,35,41,33,59,45,45,6,17
tr|A0PJN2,MOUSE,WCM+09,NA,1,12,3,10,9,25,12,10,19,10,43,7,8,18,7,11,18,13,19,9,18
sp|Q9QZQ8,MOUSE,WCM+09,NA,1,39,3,13,22,11,34,6,23,47,36,6,15,18,7,13,30,19,22,1,7
sp|Q8CCK0,MOUSE,WCM+09,NA,1,36,4,14,27,11,31,7,21,46,34,6,8,17,10,17,40,17,19,1,6
sp|P21460,MOUSE,WCM+09,NA,1,17,4,6,6,6,7,4,2,8,14,4,6,7,6,9,10,8,10,2,4
sp|P56391,MOUSE,WCM+09,NA,1,6,4,6,4,4,4,1,4,9,2,2,5,4,3,5,5,5,5,4,4
sp|Q8BVG4,MOUSE,WCM+09,NA,1,49,18,37,65,46,59,38,35,44,77,17,25,53,42,42,64,36,65,15,35
sp|P12804,MOUSE,WCM+09,NA,1,25,12,26,26,15,37,12,11,26,45,9,28,15,22,25,31,19,20,9,19
sp|P15105,MOUSE,WCM+09,NA,1,25,13,20,26,17,35,12,19,21,19,13,20,23,12,23,17,19,17,7,15
sp|P14901,MOUSE,WCM+09,NA,1,27,1,7,28,12,11,10,10,16,31,11,7,20,20,14,17,19,15,3,10
sp|Q3TEA8,MOUSE,WCM+09,NA,1,48,4,20,51,9,36,5,20,78,42,10,13,48,28,28,54,25,21,2,12
sp|P10922,MOUSE,WCM+09,NA,1,29,0,4,5,2,7,2,6,55,4,2,3,15,5,7,20,11,14,0,3
sp|P27661,MOUSE,WCM+09,NA,1,21,0,2,7,1,16,3,6,13,16,1,5,7,6,12,8,5,10,0,4
sp|P84244,MOUSE,WCM+09,NA,1,18,1,4,7,4,8,2,8,13,12,2,1,6,8,18,6,10,5,0,3
sp|P62806,MOUSE,WCM+09,NA,1,7,0,3,4,2,17,2,6,11,8,2,2,1,2,14,2,7,9,0,4
sp|P85094,MOUSE,WCM+09,NA,1,18,6,8,10,7,11,3,12,7,32,4,1,13,16,13,20,7,16,0,2
sp|Q9Z2D6,MOUSE,WCM+09,NA,1,36,3,19,43,6,42,12,12,64,22,9,3,53,13,35,54,23,29,1,5
sp|Q8R326,MOUSE,WCM+09,NA,1,42,2,19,61,23,51,9,16,24,36,27,20,46,30,52,18,21,19,1,6
sp|Q99JF8,MOUSE,WCM+09,NA,1,31,2,34,64,13,33,9,16,83,22,12,27,30,28,28,34,29,27,2,4
sp|Q9QXS1,MOUSE,WCM+09,NA,1,496,34,194,596,90,226,81,165,264,543,72,70,145,388,442,258,223,266,33,105
tr|O35852,MOUSE,WCM+09,NA,1,15,7,17,23,9,20,2,4,15,32,6,8,11,9,21,20,7,12,3,7
sp|Q91ZA3,MOUSE,WCM+09,NA,1,61,11,41,49,22,50,18,43,49,58,21,22,30,29,39,53,34,69,7,18
sp|Q9R1P4,MOUSE,WCM+09,NA,1,23,5,18,18,9,16,9,14,12,24,8,7,13,15,19,17,12,15,1,8
sp|P35293,MOUSE,WCM+09,NA,1,11,5,15,17,8,18,2,12,15,20,3,10,3,5,12,11,15,16,3,5
sp|Q9JJH1,MOUSE,WCM+09,NA,1,4,8,8,5,4,10,4,6,5,13,7,10,5,10,15,6,11,12,1,4
sp|Q8VH51,MOUSE,WCM+09,NA,1,48,5,26,36,21,34,9,27,36,37,15,18,23,21,58,55,22,27,2,10
sp|Q6P1D5,MOUSE,WCM+09,NA,1,63,27,42,76,33,75,25,47,18,100,13,27,78,42,35,92,73,51,10,36
tr|Q3TFD0,MOUSE,WCM+09,NA,1,53,9,30,27,20,39,10,19,21,55,11,13,24,23,42,29,27,30,3,16
sp|Q61136,MOUSE,WCM+09,NA,1,49,7,69,80,21,42,27,42,124,76,20,43,44,33,125,118,25,39,3,20
sp|Q9R0P3,MOUSE,WCM+09,NA,1,25,10,15,13,15,23,8,16,19,21,5,12,15,12,8,23,9,13,5,15
sp|Q99JR1,MOUSE,WCM+09,NA,1,32,5,8,15,16,18,4,20,12,26,13,19,21,13,19,17,28,24,5,7
sp|P16254,MOUSE,WCM+09,NA,1,5,2,4,7,4,5,0,3,18,12,3,5,4,4,8,12,6,6,0,2
tr|Q8R2K3,MOUSE,WCM+09,NA,1,7,0,8,9,7,9,2,7,8,9,5,6,4,10,15,10,7,18,2,5
sp|Q9ER58,MOUSE,WCM+09,NA,1,29,24,36,39,12,38,7,12,30,34,7,9,16,22,19,34,20,16,10,9
sp|O08583,MOUSE,WCM+09,NA,1,25,0,18,6,7,48,3,7,11,16,8,11,9,14,32,16,10,9,1,4
sp|P10711,MOUSE,WCM+09,NA,1,23,8,19,28,5,11,1,12,32,23,12,17,11,10,20,27,21,14,2,5
sp|P40630,MOUSE,WCM+09,NA,1,21,4,9,23,6,12,2,10,31,22,9,4,11,9,19,23,3,11,5,9
sp|P40142,MOUSE,WCM+09,NA,1,72,12,37,34,25,48,16,44,44,44,14,16,30,25,27,40,33,41,4,17
sp|Q8C996,MOUSE,WCM+09,NA,1,29,3,11,13,14,19,6,19,8,34,7,5,17,5,17,34,9,27,4,7
sp|A2AFS3,MOUSE,WCM+09,NA,1,64,55,52,52,46,76,20,37,58,62,20,44,59,21,34,95,91,64,19,40
sp|P50518,MOUSE,WCM+09,NA,1,20,1,15,21,5,8,1,16,24,24,10,9,5,20,14,5,6,15,0,7
tr|Q3TUI1,MOUSE,WCM+09,NA,1,57,8,55,56,25,43,12,44,54,63,22,19,12,28,39,41,36,28,2,23
tr|Q3UKM2,MOUSE,WCM+09,NA,1,19,4,19,30,27,29,10,22,27,55,14,14,25,11,14,33,26,32,11,18
tr|Q8C2Q7,MOUSE,WCM+09,NA,1,31,5,22,30,24,76,12,14,16,21,21,20,17,16,32,45,15,26,3,26
sp|P62301,MOUSE,WCM+09,NA,1,12,0,7,5,2,8,5,9,18,19,2,3,8,4,14,11,6,10,2,6
sp|P97351,MOUSE,WCM+09,NA,1,14,4,17,15,10,21,5,12,38,18,11,10,7,12,14,10,16,23,2,5
sp|P62702,MOUSE,WCM+09,NA,1,15,4,16,9,12,23,8,25,27,20,5,10,14,3,22,8,19,16,2,5
sp|P14869,MOUSE,WCM+09,NA,1,41,3,14,21,15,21,4,21,19,29,9,14,17,11,13,18,19,21,1,6
sp|P62751,MOUSE,WCM+09,NA,1,20,0,9,5,3,3,4,11,30,11,2,6,12,3,11,4,7,10,0,5
tr|Q5K4Q9,MOUSE,WCM+09,NA,1,14,10,7,14,20,12,3,4,14,31,8,10,11,12,11,14,12,23,7,5
tr|Q6PGE2,MOUSE,WCM+09,NA,1,73,17,50,53,36,47,18,59,39,120,21,28,34,43,52,74,53,62,13,17
sp|Q9CQW2,MOUSE,WCM+09,NA,1,8,4,11,12,6,10,2,17,13,20,7,10,5,9,13,13,7,10,5,4
tr|Q9D6F7,MOUSE,WCM+09,NA,1,17,4,6,10,8,9,4,10,5,15,3,5,6,7,7,18,11,16,3,8
tr|Q3TTN3,MOUSE,WCM+09,NA,1,22,6,14,11,15,32,4,11,25,27,3,21,4,6,6,21,26,12,5,12
sp|Q6NSW3,MOUSE,WCM+09,NA,1,112,46,82,154,41,81,34,70,83,149,36,86,97,82,78,216,101,100,16,23
sp|P97449,MOUSE,WCM+09,NA,1,71,8,45,54,44,42,15,54,49,91,22,71,44,44,35,78,69,61,24,45
sp|P48036,MOUSE,WCM+09,NA,1,25,1,28,27,13,23,3,18,21,36,8,7,5,11,19,20,23,18,1,12
sp|Q61335,MOUSE,WCM+09,NA,1,22,1,10,24,11,8,3,9,27,37,6,11,4,11,10,14,11,18,2,6
sp|P35564,MOUSE,WCM+09,NA,1,37,7,70,64,20,32,9,28,58,41,12,22,49,12,18,29,22,30,16,15
sp|Q8R311,MOUSE,WCM+09,NA,1,53,4,41,95,27,39,12,21,54,90,12,27,72,38,48,69,27,28,4,18
sp|O54734,MOUSE,WCM+09,NA,1,28,4,30,20,30,33,10,24,19,46,7,17,23,13,21,37,21,37,3,18
sp|Q91YQ5,MOUSE,WCM+09,NA,1,35,3,35,44,22,29,18,32,41,67,8,20,29,21,28,48,37,60,2,29
sp|Q9DBG6,MOUSE,WCM+09,NA,1,65,2,25,39,33,27,14,27,31,76,8,26,26,32,19,53,49,59,3,17
sp|P84089,MOUSE,WCM+09,NA,1,5,3,8,7,2,3,2,6,7,9,4,4,5,7,6,6,6,5,1,8
sp|O70503,MOUSE,WCM+09,NA,1,21,4,10,15,13,22,2,24,27,31,10,14,12,7,13,25,17,27,4,14
sp|Q9CZD3,MOUSE,WCM+09,NA,1,61,14,42,57,38,41,14,30,50,69,18,24,38,32,43,45,34,55,4,20
sp|P68040,MOUSE,WCM+09,NA,1,15,8,21,9,8,27,8,19,17,28,5,14,10,12,14,30,31,22,13,6
sp|P01899,MOUSE,WCM+09,NA,1,35,5,15,29,8,31,8,7,14,36,11,10,20,16,27,19,22,20,11,18
sp|Q60668,MOUSE,WCM+09,NA,1,32,3,15,30,14,58,5,10,32,9,8,16,11,18,14,27,12,15,5,21
sp|P70333,MOUSE,WCM+09,NA,1,27,5,24,31,24,65,12,12,16,23,18,17,17,16,31,41,18,25,2,25
tr|A2AFQ2,MOUSE,WCM+09,NA,1,35,2,8,14,9,28,5,21,13,25,4,11,13,14,12,11,17,26,0,3
sp|Q6PB66,MOUSE,WCM+09,NA,1,129,22,76,104,54,57,22,75,102,187,29,56,56,63,71,99,54,82,10,44
sp|Q922Q8,MOUSE,WCM+09,NA,1,23,8,18,23,3,12,7,2,37,49,2,14,14,22,22,15,10,21,3,2
sp|P04925,MOUSE,WCM+09,NA,1,10,3,7,7,7,41,9,7,11,13,9,14,17,16,11,15,16,17,10,14
sp|Q8BI84,MOUSE,WCM+09,NA,1,116,11,127,244,49,126,30,56,134,169,32,59,167,97,94,175,82,117,12,33
tr|Q3TC04,MOUSE,WCM+09,NA,1,28,10,13,20,26,27,9,14,11,32,7,15,16,17,9,37,23,17,7,20
sp|Q02819,MOUSE,WCM+09,NA,1,35,0,32,62,14,14,14,5,29,55,12,14,28,40,35,18,19,23,2,8
sp|P81117,MOUSE,WCM+09,NA,1,18,2,32,65,15,10,19,15,38,48,12,15,16,28,26,11,19,18,3,10
tr|Q3TXL0,MOUSE,WCM+09,NA,1,12,11,18,20,7,14,3,9,12,20,1,8,11,10,16,14,7,12,6,11
sp|Q61206,MOUSE,WCM+09,NA,1,14,3,14,16,7,18,9,16,14,26,6,13,12,14,8,8,9,16,4,2
sp|P60335,MOUSE,WCM+09,NA,1,31,9,11,20,4,36,7,34,14,24,12,14,19,20,16,35,25,19,1,5
sp|Q6NSR8,MOUSE,WCM+09,NA,1,64,16,29,24,18,46,17,23,19,54,9,18,28,16,29,28,33,40,6,7
sp|Q61656,MOUSE,WCM+09,NA,1,41,9,39,34,23,53,11,33,34,43,15,34,31,31,51,33,35,33,6,25
sp|O70435,MOUSE,WCM+09,NA,1,25,4,17,23,9,19,5,13,19,18,9,8,5,4,13,21,7,21,2,13
sp|Q99LX0,MOUSE,WCM+09,NA,1,20,4,10,13,3,17,3,9,15,18,8,4,10,5,7,12,9,19,0,3
sp|Q5I012,MOUSE,WCM+09,NA,1,113,10,48,89,37,98,21,36,66,93,27,18,89,79,51,63,40,96,6,10
tr|Q9CQY3,MOUSE,WCM+09,NA,1,13,1,2,9,5,8,2,9,10,11,3,3,7,3,3,10,9,13,3,5
tr|Q9CQB4,MOUSE,WCM+09,NA,1,8,0,9,12,4,4,2,4,12,11,4,3,3,2,12,4,4,3,4,6
tr|Q9D881,MOUSE,WCM+09,NA,1,15,5,4,8,1,13,5,6,6,10,5,5,9,5,8,7,6,7,2,2
sp|Q9DBH5,MOUSE,WCM+09,NA,1,15,6,25,17,17,35,12,13,17,36,6,16,21,8,22,22,23,24,13,10
sp|P61027,MOUSE,WCM+09,NA,1,10,4,14,13,11,17,3,18,21,15,5,10,3,4,9,11,15,10,3,4
sp|P53994,MOUSE,WCM+09,NA,1,19,3,10,16,10,21,6,19,12,13,5,11,2,11,11,12,14,8,2,7
sp|Q99PT1,MOUSE,WCM+09,NA,1,13,1,14,23,5,10,3,11,19,16,5,7,10,8,10,13,11,13,3,9
sp|Q91VI7,MOUSE,WCM+09,NA,1,27,30,24,37,2,29,2,13,21,92,5,21,17,25,20,40,19,21,6,5
tr|Q20BD0,MOUSE,WCM+09,NA,1,23,2,17,26,13,50,4,11,29,9,6,17,18,19,13,22,14,15,3,21
sp|Q9R0P6,MOUSE,WCM+09,NA,1,5,0,11,9,10,15,6,14,11,21,7,6,6,5,13,7,4,21,2,6
sp|P80313,MOUSE,WCM+09,NA,1,58,9,29,36,17,38,8,41,42,46,18,19,20,28,25,24,29,43,3,11
sp|Q6PFR5,MOUSE,WCM+09,NA,1,6,1,14,14,6,35,10,4,6,6,5,7,14,2,59,48,13,10,0,21
sp|Q8BH24,MOUSE,WCM+09,NA,1,30,14,24,34,50,37,12,49,28,67,22,23,28,21,29,42,31,49,16,37
sp|Q78IS1,MOUSE,WCM+09,NA,1,14,4,12,18,15,8,8,6,10,22,4,6,8,11,13,17,14,20,1,10
sp|P61961,MOUSE,WCM+09,NA,1,8,1,3,4,5,5,1,7,6,6,1,3,7,1,4,8,7,7,0,1
sp|Q8VDJ3,MOUSE,WCM+09,NA,1,93,10,66,129,34,78,33,118,110,77,22,44,71,64,75,74,55,92,4,19
tr|Q80ZI9,MOUSE,WCM+09,NA,1,49,13,45,24,22,61,25,34,44,41,7,25,26,18,33,57,36,61,12,25
