protein,organism,ref,abbrv,chains,Ala,Cys,Asp,Glu,Phe,Gly,His,Ile,Lys,Leu,Met,Asn,Pro,Gln,Arg,Ser,Thr,Val,Trp,Tyr
UPI00034D08D7,124285,NA,NA,1,33,2,29,56,11,42,10,9,4,25,13,23,18,12,17,28,36,36,11,9
UPI0003749B9F,124285,NA,NA,1,72,9,44,57,15,63,15,31,25,81,17,14,54,25,56,47,27,68,1,12
UPI00034C7784,124285,NA,NA,1,40,2,11,5,14,26,5,24,4,35,9,5,16,13,19,21,23,24,7,3
UPI000348472F,124285,NA,NA,1,32,1,13,16,14,30,3,21,3,49,14,9,13,13,20,16,21,28,8,12
UPI0003779586,124285,NA,NA,1,36,1,27,36,6,30,6,10,1,34,10,7,16,8,10,11,16,22,9,8
UPI000374DD26,124285,NA,NA,1,29,1,34,44,6,27,7,12,3,32,10,10,11,8,5,12,20,16,9,8
UPI0003472480,124285,NA,NA,1,54,1,13,10,22,38,2,36,10,61,14,10,20,9,10,18,18,48,8,5
UPI00034DF233,124285,NA,NA,1,17,1,11,13,2,8,6,3,1,20,3,2,7,2,9,15,7,12,1,5
UPI00034A412B,124285,NA,NA,1,48,2,22,29,5,30,5,13,5,38,4,7,16,10,33,23,35,33,5,6
UPI0003499E40,124285,NA,NA,1,45,2,27,28,10,39,19,15,3,55,9,13,33,17,43,23,26,31,10,8
UPI00034D42C8,124285,NA,NA,1,42,5,19,22,9,41,13,12,11,40,13,6,14,12,21,25,18,29,3,8
UPI00034D8AC3,124285,NA,NA,1,72,0,29,36,7,33,15,12,7,54,10,9,48,22,48,32,27,48,2,7
UPI0003459E91,124285,NA,NA,1,17,7,6,14,5,14,4,8,1,14,3,2,20,4,22,8,17,6,5,2
UPI000349434C,124285,NA,NA,1,128,6,86,102,41,86,43,39,16,171,16,40,87,53,126,62,63,73,18,26
UPI00037D5BCE,124285,NA,NA,1,9,0,8,15,6,12,2,3,0,13,2,6,5,3,6,11,4,18,0,4
UPI000348DAEB,124285,NA,NA,1,20,1,11,12,3,9,5,2,2,15,1,7,11,4,13,9,5,2,3,3
UPI000368024E,124285,NA,NA,1,86,3,23,40,10,47,14,8,2,56,6,3,38,6,44,39,27,53,11,10
UPI00034BF306,124285,NA,NA,1,34,5,28,38,21,31,18,17,9,40,6,9,28,19,29,25,13,32,6,15
UPI000348C9FE,124285,NA,NA,1,53,4,28,34,11,49,11,12,3,46,6,6,22,14,39,22,22,55,7,8
UPI0003457D72,124285,NA,NA,1,27,0,12,12,2,19,9,4,4,28,5,1,16,7,17,8,17,15,2,4
UPI0003484DD2,124285,NA,NA,1,64,8,20,49,13,53,8,13,7,50,10,11,24,19,44,20,36,49,6,11
UPI00034BD606,124285,NA,NA,1,16,2,11,9,2,20,3,4,8,11,1,6,4,5,6,5,13,12,0,3
UPI000348238A,124285,NA,NA,1,38,1,14,23,12,15,11,15,7,55,9,5,19,5,22,27,21,30,6,3
UPI00034BA9CF,124285,NA,NA,1,46,2,27,41,10,41,15,24,6,60,12,4,24,12,29,19,27,50,1,9
UPI00037E4D85,124285,NA,NA,1,39,1,25,17,6,24,14,4,3,41,5,2,19,9,51,12,18,28,5,2
UPI000379B0A6,124285,NA,NA,1,16,1,9,14,1,19,6,3,5,8,4,7,6,7,15,6,7,12,8,3
UPI000347B1BE,124285,NA,NA,1,31,0,20,13,14,21,18,12,0,37,2,5,24,11,23,6,26,12,6,12
UPI000348B8AD,124285,NA,NA,1,67,2,54,57,17,59,13,14,5,50,19,12,38,35,32,33,33,35,13,21
UPI00034DE982,124285,NA,NA,1,39,0,13,24,7,40,2,5,4,35,4,3,9,11,40,15,14,41,3,4
UPI00036ABC1F,124285,NA,NA,1,25,1,12,19,3,15,15,16,4,30,5,6,10,13,18,11,11,17,0,3
UPI000377EAD5,124285,NA,NA,1,11,1,12,6,3,12,2,5,1,16,1,1,9,6,11,4,9,13,4,2
UPI0003615B55,124285,NA,NA,1,59,1,12,20,17,48,1,20,5,60,17,9,20,10,21,22,24,59,1,7
UPI000346E1A7,124285,NA,NA,1,30,4,16,19,11,24,8,2,2,24,5,1,19,12,24,11,18,30,5,5
UPI00037D8CCD,124285,NA,NA,1,83,2,11,2,15,50,3,10,0,66,12,5,14,9,26,19,32,28,8,12
UPI00034A3430,124285,NA,NA,1,40,2,16,19,8,25,5,9,6,28,5,5,18,5,29,20,22,21,2,4
UPI0003460D6B,124285,NA,NA,1,24,3,11,16,8,20,2,6,5,25,8,4,15,8,20,19,14,16,4,9
UPI00034805CC,124285,NA,NA,1,89,1,15,34,14,63,6,14,6,68,11,4,32,13,53,31,34,53,17,9
UPI00034871D5,124285,NA,NA,1,25,3,24,23,6,12,2,6,0,19,5,1,13,3,8,5,23,14,2,6
UPI00037D4349,124285,NA,NA,1,46,5,37,38,8,33,6,16,5,26,4,15,18,16,13,35,17,26,4,13
UPI00034CCF59,124285,NA,NA,1,64,4,49,35,19,75,28,18,5,61,6,2,59,17,53,33,36,43,14,11
UPI0003459B93,124285,NA,NA,1,37,2,19,15,3,27,10,8,1,28,7,4,20,10,19,14,11,17,6,6
UPI0003490593,124285,NA,NA,1,32,1,13,23,7,27,8,15,5,33,5,5,20,13,23,18,14,21,4,6
UPI00034CAE93,124285,NA,NA,1,48,1,29,38,6,25,2,5,3,30,5,6,15,6,18,14,23,19,3,9
UPI00034AAB8A,124285,NA,NA,1,27,3,18,16,8,19,16,8,1,23,5,4,9,10,29,7,9,11,5,6
UPI00034A96CD,124285,NA,NA,1,123,8,29,19,24,73,15,24,2,137,11,9,50,12,60,41,56,78,12,11
UPI00034DC3C2,124285,NA,NA,1,55,4,27,34,10,47,7,15,14,34,8,10,12,13,25,8,14,46,1,6
UPI00034B3D6C,124285,NA,NA,1,66,0,43,28,14,44,14,19,9,53,4,8,36,21,43,25,37,43,11,12
UPI000363C8A8,124285,NA,NA,1,40,1,19,27,5,18,10,9,3,17,8,3,20,4,22,8,10,23,5,3
UPI0003814328,124285,NA,NA,1,85,0,8,15,10,44,3,6,1,43,5,2,11,6,21,14,18,43,7,3
UPI00037438F5,124285,NA,NA,1,48,0,27,20,14,40,11,10,2,33,5,4,25,8,43,13,30,34,7,5
UPI00038066A3,124285,NA,NA,1,18,2,6,21,4,18,4,5,1,22,3,1,11,4,8,12,10,20,2,4
UPI00034AF87A,124285,NA,NA,1,41,3,16,25,8,36,3,9,2,26,7,9,15,7,27,17,17,35,1,3
UPI000349A38A,124285,NA,NA,1,14,3,7,11,1,16,6,10,2,11,6,3,4,3,11,10,14,9,1,1
UPI000349A2FC,124285,NA,NA,1,25,0,10,24,3,12,1,10,9,21,8,4,6,5,14,8,9,16,1,3
UPI00034740BB,124285,NA,NA,1,17,0,2,7,3,8,3,7,4,6,2,1,3,0,4,5,6,8,5,0
UPI000380A1AA,124285,NA,NA,1,18,0,18,16,14,8,4,4,5,19,4,6,5,11,13,11,11,12,2,5
UPI000345B180,124285,NA,NA,1,24,0,11,19,2,20,2,9,2,17,5,7,17,8,17,8,22,25,2,3
UPI0003472EE1,124285,NA,NA,1,20,4,9,19,3,9,1,2,5,13,2,2,4,8,14,4,9,5,1,2
UPI00034D22B7,124285,NA,NA,1,35,5,13,13,5,31,5,3,0,18,7,4,10,7,19,12,18,28,2,4
UPI0003473C13,124285,NA,NA,1,16,3,8,13,6,9,2,4,5,16,1,1,9,5,12,8,7,11,2,5
UPI000372E953,124285,NA,NA,1,43,4,29,35,11,36,11,13,10,38,9,3,25,5,50,25,22,44,1,3
UPI0003469285,124285,NA,NA,1,23,2,12,13,2,20,2,5,1,23,3,3,10,4,19,12,12,19,2,3
UPI000346D488,124285,NA,NA,1,56,4,36,33,9,42,13,13,3,45,9,11,18,8,38,14,31,39,1,6
UPI00037647AE,124285,NA,NA,1,45,1,23,21,8,28,5,17,12,19,11,7,13,6,25,15,16,35,2,2
UPI00034C0B54,124285,NA,NA,1,55,2,45,23,20,50,19,8,4,43,5,10,24,8,37,20,25,35,14,16
UPI00035E9E93,124285,NA,NA,1,85,4,49,63,17,63,17,17,13,90,10,12,43,22,68,44,49,65,9,19
UPI000344CB94,124285,NA,NA,1,59,3,27,26,14,41,9,5,4,44,5,5,23,11,33,22,22,41,8,10
UPI00034BFA76,124285,NA,NA,1,23,3,16,17,4,9,12,3,1,29,2,1,9,2,26,13,12,17,2,4
UPI000365F4A7,124285,NA,NA,1,70,2,44,46,14,69,17,16,0,43,8,14,41,16,44,37,43,59,11,12
UPI00037CA4C6,124285,NA,NA,1,28,4,25,22,6,27,10,14,6,35,5,4,22,8,27,21,21,28,9,8
UPI00034DBCCD,124285,NA,NA,1,48,5,24,33,6,45,14,18,8,43,12,9,19,9,32,35,31,61,2,6
UPI00034C9CEE,124285,NA,NA,1,66,1,22,16,22,54,3,31,8,64,5,12,28,16,18,30,43,47,7,10
UPI0003466BE2,124285,NA,NA,1,7,8,12,10,3,7,2,7,5,5,2,1,9,4,1,4,1,10,1,6
UPI0003456977,124285,NA,NA,1,32,3,26,27,10,29,7,5,3,21,6,3,14,14,14,16,21,21,9,8
UPI00037EECE5,124285,NA,NA,1,23,2,18,20,10,30,6,10,10,23,7,7,16,6,17,16,18,32,4,3
UPI000369512C,124285,NA,NA,1,32,2,20,22,11,30,5,10,0,25,4,6,22,5,35,14,16,26,10,7
UPI00037F731A,124285,NA,NA,1,80,6,32,40,10,51,18,13,5,61,8,6,42,5,66,26,38,50,6,12
UPI000349DBD4,124285,NA,NA,1,50,2,35,39,10,53,11,23,24,40,9,11,20,21,56,27,39,27,2,6
UPI00034727EB,124285,NA,NA,1,41,1,16,21,6,23,3,4,3,29,4,1,10,4,21,13,8,15,3,3
UPI00034B912A,124285,NA,NA,1,34,1,3,18,9,35,2,16,5,29,7,6,8,4,16,19,8,29,7,5
UPI0003468A76,124285,NA,NA,1,4,2,6,6,0,2,1,5,1,8,1,0,5,2,4,4,2,3,1,1
UPI0003476F24,124285,NA,NA,1,59,2,31,33,5,31,7,1,2,49,7,4,23,9,31,19,20,38,5,5
UPI00034C29CD,124285,NA,NA,1,90,4,64,111,27,73,16,39,46,83,23,38,30,43,67,39,47,70,6,31
UPI0003818137,124285,NA,NA,1,60,0,21,17,26,69,10,26,8,68,10,10,37,8,31,18,27,47,10,10
UPI0003451B64,124285,NA,NA,1,77,3,50,61,15,62,9,18,1,61,13,14,43,32,23,53,35,54,11,11
UPI00034A2363,124285,NA,NA,1,43,0,16,16,3,28,8,6,0,23,6,3,13,1,18,12,11,32,1,4
UPI00035CE99C,124285,NA,NA,1,37,3,25,33,8,27,2,13,1,18,8,10,12,9,7,16,22,21,3,9
UPI00034C317B,124285,NA,NA,1,42,3,21,25,8,32,14,9,4,34,7,3,30,6,31,18,17,29,16,10
UPI00034D1D52,124285,NA,NA,1,4,0,5,4,6,11,1,4,2,1,1,4,3,5,3,4,1,6,1,1
UPI00034D41EC,124285,NA,NA,1,17,0,16,13,2,19,3,10,8,22,4,1,20,5,17,13,16,9,6,4
UPI00036D116E,124285,NA,NA,1,111,12,80,102,36,104,26,64,38,120,32,32,48,38,78,65,58,75,8,30
UPI00034656EC,124285,NA,NA,1,37,1,18,30,9,32,9,15,12,42,8,11,24,10,38,25,18,33,5,9
UPI00034B14CF,124285,NA,NA,1,37,6,18,16,13,18,11,2,6,33,5,3,27,6,23,10,23,15,9,5
UPI000347A884,124285,NA,NA,1,41,3,15,14,9,38,8,10,2,31,7,5,20,5,32,13,16,25,0,6
UPI000344D615,124285,NA,NA,1,20,1,33,57,6,44,2,13,1,23,15,3,39,11,11,21,21,39,5,6
UPI0003458759,124285,NA,NA,1,90,3,23,19,33,52,9,39,10,81,14,12,31,16,25,35,37,67,11,14
UPI0003487F98,124285,NA,NA,1,51,1,34,45,18,55,18,11,7,38,15,8,17,7,41,22,27,34,7,5
UPI00034C96F3,124285,NA,NA,1,35,6,16,28,7,17,9,5,1,25,2,1,9,9,15,13,12,20,2,5
UPI0003453871,124285,NA,NA,1,83,7,42,45,22,67,24,23,15,96,9,16,44,27,61,31,41,49,18,4
UPI0003789687,124285,NA,NA,1,124,1,131,117,28,186,24,30,45,67,15,42,75,41,94,122,69,64,25,27
UPI00036A25F0,124285,NA,NA,1,25,3,29,33,11,30,2,14,1,24,5,5,18,12,17,14,13,24,5,5
UPI00036B7814,124285,NA,NA,1,58,6,23,28,1,23,14,7,3,36,6,2,24,15,26,9,18,16,3,7
UPI000345E56E,124285,NA,NA,1,62,3,28,32,13,33,11,16,13,36,8,13,13,17,28,29,29,22,9,17
UPI000348B2BA,124285,NA,NA,1,6,3,4,7,3,4,2,0,2,5,2,4,3,1,8,1,5,3,4,1
UPI00034B7884,124285,NA,NA,1,34,0,10,11,12,25,3,21,3,37,8,6,13,15,20,18,15,25,12,4
UPI0003452D8B,124285,NA,NA,1,26,1,15,20,7,25,6,13,5,25,9,3,10,5,30,14,14,26,2,0
UPI000349A8B6,124285,NA,NA,1,67,1,64,74,25,65,15,47,20,82,14,20,35,43,79,60,44,63,2,10
UPI000379734A,124285,NA,NA,1,21,2,21,18,13,21,22,11,9,28,7,4,17,7,30,15,14,13,3,9
UPI00037F967D,124285,NA,NA,1,37,4,35,39,22,36,9,21,16,38,5,5,25,16,34,18,23,38,6,10
UPI000348B782,124285,NA,NA,1,20,1,17,11,11,15,2,7,5,16,6,4,12,8,14,11,18,22,2,3
UPI000348884A,124285,NA,NA,1,9,2,9,9,3,5,2,2,4,13,2,1,3,4,10,8,2,11,0,2
UPI00034DB46C,124285,NA,NA,1,22,0,14,16,3,6,3,9,5,7,2,1,6,6,16,6,8,12,0,3
UPI00034C4FD2,124285,NA,NA,1,52,3,28,41,11,41,11,16,8,45,12,5,24,9,37,29,23,36,1,12
UPI000347F418,124285,NA,NA,1,15,1,11,16,7,19,4,10,5,8,5,4,8,4,15,17,11,11,1,4
UPI000348B1B5,124285,NA,NA,1,57,0,18,17,40,62,5,37,8,64,11,11,27,7,19,30,31,40,18,11
UPI0003716EDD,124285,NA,NA,1,26,0,11,16,3,25,5,5,3,29,6,4,12,8,29,17,17,24,0,1
UPI00034AE649,124285,NA,NA,1,59,0,20,20,9,41,5,15,3,40,5,3,13,8,18,30,24,40,5,5
UPI0003627B85,124285,NA,NA,1,54,2,22,26,13,34,11,10,0,62,3,5,22,9,38,21,23,38,5,8
UPI00034854D1,124285,NA,NA,1,51,3,20,17,11,28,13,6,1,28,6,2,24,6,37,10,27,30,4,6
UPI000347F235,124285,NA,NA,1,40,3,21,19,7,28,9,6,3,29,4,6,12,5,22,10,14,18,7,8
UPI00037C8A19,124285,NA,NA,1,56,2,14,25,30,56,6,46,13,61,24,9,30,6,16,31,41,43,14,7
UPI00034D432E,124285,NA,NA,1,34,2,35,24,13,44,9,18,13,39,12,15,19,9,22,22,10,25,4,19
UPI000346F535,124285,NA,NA,1,56,5,46,40,16,36,17,17,10,43,14,10,38,21,44,23,20,32,6,18
UPI000375D833,124285,NA,NA,1,68,0,23,36,35,61,6,46,9,67,21,11,28,13,31,42,39,58,21,24
UPI000346ACFF,124285,NA,NA,1,19,3,16,8,7,18,10,3,2,23,7,3,12,8,20,14,14,23,4,6
UPI00034C8B6A,124285,NA,NA,1,43,6,15,12,3,16,8,3,3,27,7,3,28,9,26,14,16,33,5,5
UPI000381A119,124285,NA,NA,1,56,1,44,51,15,57,13,18,27,53,6,23,31,29,37,51,44,50,8,21
UPI00034CB4D4,124285,NA,NA,1,53,0,22,30,10,21,4,24,14,23,6,14,18,19,30,12,28,25,2,8
UPI0003488BF9,124285,NA,NA,1,23,2,13,22,8,14,2,3,3,17,5,4,12,5,20,8,13,23,7,3
UPI000377D6CA,124285,NA,NA,1,15,0,8,13,4,14,3,4,2,11,3,4,8,1,9,9,4,10,1,3
UPI000361281A,124285,NA,NA,1,58,2,25,34,11,29,4,22,6,59,16,9,16,10,33,24,25,53,4,7
UPI00034915BE,124285,NA,NA,1,25,1,10,11,6,12,6,6,3,14,1,1,13,4,14,8,10,16,4,2
UPI000362F711,124285,NA,NA,1,20,4,20,15,7,15,6,5,6,22,1,5,16,3,17,10,10,25,2,3
UPI0003451A47,124285,NA,NA,1,66,4,23,24,9,58,6,13,8,41,7,12,22,7,28,19,19,30,7,1
UPI00034B5BEE,124285,NA,NA,1,53,2,8,14,12,31,9,29,0,63,5,6,17,7,20,18,40,46,1,6
UPI000361D760,124285,NA,NA,1,47,4,26,27,13,33,19,10,24,38,6,7,30,13,54,19,29,28,8,15
UPI0003458F02,124285,NA,NA,1,98,0,35,38,19,81,2,32,6,69,15,19,21,19,32,44,33,75,5,5
UPI0003490C86,124285,NA,NA,1,36,0,19,26,10,41,10,9,3,45,13,2,26,11,23,17,18,31,14,10
UPI00034945FE,124285,NA,NA,1,24,3,7,17,3,13,7,5,0,12,2,2,12,3,12,10,11,15,4,2
UPI00035DE210,124285,NA,NA,1,66,12,57,43,21,71,34,14,14,77,9,21,40,16,67,49,46,56,23,30
UPI000378486E,124285,NA,NA,1,9,1,8,14,6,18,9,1,2,5,4,1,13,10,15,9,9,10,7,3
UPI00034B1643,124285,NA,NA,1,23,3,22,12,7,19,14,7,2,23,5,5,9,6,16,9,15,19,5,3
UPI0003461379,124285,NA,NA,1,56,2,15,16,17,44,9,8,3,69,12,5,27,10,32,22,23,46,10,11
UPI00034DCCF2,124285,NA,NA,1,69,0,12,16,20,54,6,33,8,66,16,9,19,17,16,27,31,54,9,10
UPI000348441C,124285,NA,NA,1,62,2,31,30,5,53,6,18,12,47,11,1,22,8,27,23,29,32,5,5
UPI0003459463,124285,NA,NA,1,35,3,36,45,12,39,5,19,2,26,4,17,17,16,7,33,29,19,6,13
UPI00034A22E2,124285,NA,NA,1,11,2,12,16,7,5,2,8,6,9,3,4,5,12,5,4,9,8,2,1
UPI000347AA91,124285,NA,NA,1,13,0,2,8,7,14,2,5,2,13,5,0,7,4,8,6,6,19,4,7
UPI000348A8C3,124285,NA,NA,1,16,2,13,13,5,5,4,4,2,15,3,3,8,4,9,4,6,10,3,5
UPI000346F8B9,124285,NA,NA,1,35,0,31,21,7,34,11,5,4,35,4,3,13,7,36,12,24,31,4,7
UPI000344F2E1,124285,NA,NA,1,27,5,8,10,6,9,2,6,2,24,5,1,8,4,15,17,8,19,3,5
UPI00034B1404,124285,NA,NA,1,47,4,46,41,13,42,14,17,14,40,13,19,31,8,40,32,35,46,7,15
UPI000369B32F,124285,NA,NA,1,25,3,31,36,9,25,6,10,3,24,11,14,13,12,13,10,12,25,10,16
UPI000348B890,124285,NA,NA,1,56,5,17,16,12,44,6,12,1,66,12,7,23,4,20,22,23,59,10,5
UPI00034AAB8D,124285,NA,NA,1,36,0,22,25,10,31,9,10,2,36,11,11,19,12,31,25,19,20,6,14
UPI00034C6CB2,124285,NA,NA,1,10,0,8,13,6,7,2,4,4,9,3,2,4,3,7,4,6,10,3,1
UPI000346BC1A,124285,NA,NA,1,13,1,15,17,7,23,5,9,5,25,5,2,18,7,10,8,14,17,4,3
UPI00034634B0,124285,NA,NA,1,26,0,22,43,3,24,3,9,7,12,1,11,18,7,17,9,14,25,0,4
UPI000349D2DF,124285,NA,NA,1,57,2,16,25,8,37,5,11,3,55,8,6,16,9,43,32,15,48,13,3
UPI0003473A10,124285,NA,NA,1,23,0,20,21,9,34,4,1,2,19,2,3,19,2,9,23,22,23,2,4
UPI000348751F,124285,NA,NA,1,26,3,21,25,6,22,5,1,0,10,2,4,15,7,4,12,21,15,2,3
UPI0003457ECA,124285,NA,NA,1,26,5,22,35,4,17,6,5,1,17,4,1,14,9,11,6,17,18,3,4
UPI0003680A44,124285,NA,NA,1,31,0,15,22,12,22,3,7,5,21,4,7,12,12,4,14,11,22,3,5
UPI00037E8C8A,124285,NA,NA,1,43,0,21,19,6,30,10,10,9,26,3,5,17,6,21,15,14,38,6,7
UPI00034534E9,124285,NA,NA,1,21,0,9,23,7,21,6,6,4,18,5,7,5,6,12,11,9,11,4,9
UPI00036A310F,124285,NA,NA,1,23,1,23,17,3,21,5,7,10,29,4,8,14,8,19,13,13,21,6,9
UPI00034868AF,124285,NA,NA,1,60,3,27,24,6,42,16,9,5,48,8,9,31,10,35,22,18,47,4,9
UPI0003488D62,124285,NA,NA,1,36,1,22,21,8,18,15,16,6,28,8,8,12,7,30,14,16,19,6,3
UPI000346E5E4,124285,NA,NA,1,29,4,19,19,6,29,6,15,8,30,9,13,16,15,16,16,17,27,2,4
UPI000349169C,124285,NA,NA,1,59,1,41,38,16,52,17,22,4,52,10,4,31,20,48,27,38,43,10,3
UPI000348C60E,124285,NA,NA,1,100,1,48,28,14,68,14,16,6,77,13,7,23,15,50,41,45,94,11,6
UPI00034AFFB2,124285,NA,NA,1,15,1,9,12,10,47,0,3,5,7,3,5,10,10,14,8,13,12,3,4
UPI00034D0E1E,124285,NA,NA,1,70,4,54,85,23,66,9,32,9,45,16,32,51,46,22,41,46,52,4,19
UPI000346F597,124285,NA,NA,1,7,2,9,9,3,5,0,4,12,9,4,6,7,2,2,4,7,10,2,3
UPI00036CACC3,124285,NA,NA,1,26,1,18,23,1,15,1,1,0,12,2,2,6,4,3,7,1,14,3,2
UPI00034CDBC9,124285,NA,NA,1,37,1,21,21,4,28,6,13,5,34,3,5,21,11,24,12,19,20,3,8
UPI00034B876A,124285,NA,NA,1,23,1,14,14,2,14,7,7,3,28,3,5,22,6,16,8,9,19,4,2
UPI00034A08BF,124285,NA,NA,1,28,0,19,26,10,17,2,11,9,28,5,3,14,12,20,14,12,17,4,9
UPI0003457892,124285,NA,NA,1,11,2,15,10,6,10,4,7,6,15,4,6,9,6,7,8,9,22,3,5
UPI00034CEB99,124285,NA,NA,1,61,2,26,23,7,28,10,7,8,37,4,8,22,15,30,11,19,30,3,10
UPI0003469B2D,124285,NA,NA,1,69,2,24,43,8,55,6,14,5,35,9,9,42,7,46,28,37,48,3,5
UPI000366776A,124285,NA,NA,1,66,1,17,20,25,48,5,37,3,70,15,10,24,10,19,33,32,52,7,10
UPI0003482140,124285,NA,NA,1,25,0,13,19,7,24,6,6,3,33,3,1,12,6,19,13,8,20,1,3
UPI00034C156E,124285,NA,NA,1,24,2,17,25,11,30,4,5,2,22,6,4,11,15,14,16,14,29,0,4
UPI00037EB699,124285,NA,NA,1,36,0,11,16,11,26,1,9,5,42,12,5,12,18,28,20,15,37,0,5
UPI0003479D7E,124285,NA,NA,1,29,1,12,15,3,14,11,7,4,28,4,4,7,7,26,15,19,17,1,4
UPI00034AEF43,124285,NA,NA,1,57,1,62,74,23,50,8,19,6,39,16,28,21,16,26,26,27,33,14,25
UPI000349FFFD,124285,NA,NA,1,25,2,18,9,9,24,6,12,6,17,3,4,12,5,14,14,11,22,0,2
UPI000348AD2D,124285,NA,NA,1,41,2,28,26,9,55,26,2,1,36,4,9,40,5,36,19,24,41,4,10
UPI00034AC0AE,124285,NA,NA,1,16,1,8,8,3,9,9,3,1,17,7,1,10,10,11,19,4,13,3,5
UPI000344932B,124285,NA,NA,1,298,10,158,108,45,219,77,33,15,238,27,26,160,39,162,87,148,171,30,22
UPI00034C37E8,124285,NA,NA,1,23,1,12,19,10,16,3,8,6,14,4,2,7,3,11,13,17,24,2,3
UPI00034DBE72,124285,NA,NA,1,21,1,10,8,4,18,4,1,3,20,3,2,2,4,8,9,8,14,1,3
UPI000346AAD9,124285,NA,NA,1,109,0,55,77,14,78,15,28,10,83,10,13,51,31,78,54,62,57,5,7
UPI000347C9B4,124285,NA,NA,1,42,2,25,25,6,28,11,9,6,34,6,5,17,11,23,16,19,24,3,6
UPI000347FDC6,124285,NA,NA,1,48,3,15,19,5,36,11,10,4,40,4,7,29,10,15,11,33,31,3,8
