protein,organism,ref,abbrv,chains,Ala,Cys,Asp,Glu,Phe,Gly,His,Ile,Lys,Leu,Met,Asn,Pro,Gln,Arg,Ser,Thr,Val,Trp,Tyr
sp|P46920,BACSU,NA,OPUAA,1,27,0,31,32,12,30,5,34,36,42,15,19,12,21,17,20,23,33,0,9
sp|P39793,BACSU,NA,PBPA,1,69,0,84,57,30,76,4,34,92,47,14,55,32,44,22,80,74,60,6,34
sp|P42298,BACSU,NA,YXIF,1,9,8,7,17,7,6,4,10,10,24,2,4,3,7,8,10,4,8,2,6
sp|O32076,BACSU,NA,YUAG,1,65,0,26,60,12,31,2,40,51,34,13,14,9,27,25,31,24,33,0,12
sp|P37551,BACSU,NA,PURR,1,18,0,11,21,12,23,2,21,19,30,9,16,9,8,11,23,19,24,0,9
sp|P08065,BACSU,NA,SDHA,1,47,5,38,37,20,56,14,33,37,42,25,28,23,19,27,34,29,37,9,26
sp|P32731,BACSU,NA,RBFA,1,5,0,7,14,4,9,2,12,12,10,3,2,3,2,11,9,4,6,0,2
sp|P12040,BACSU,NA,PUR3,1,24,1,8,18,9,14,7,19,14,17,3,7,8,8,7,7,6,11,2,5
sp|P71021,BACSU,NA,DIV4A,1,12,0,12,25,7,2,3,11,18,16,3,10,2,6,10,7,6,10,1,3
sp|P49814,BACSU,NA,MDH,1,24,0,17,24,7,31,1,23,18,27,8,11,13,8,14,18,22,33,0,13
sp|P81100,BACSU,NA,SCP2,1,9,3,18,9,8,26,2,14,14,18,6,12,3,6,10,12,8,13,2,6
sp|O34629,BACSU,NA,YERH,1,27,1,28,35,14,23,2,22,41,29,10,19,13,14,11,31,28,25,2,21
sp|O06965,BACSU,NA,YVCA,1,7,4,21,21,12,13,1,11,37,17,7,16,8,3,5,19,14,9,0,16
sp|O34814,BACSU,NA,FTSE,1,11,0,11,20,8,16,4,21,21,14,6,11,11,8,11,10,12,26,1,6
sp|P40780,BACSU,NA,YTXH,1,15,0,19,8,2,9,0,8,19,12,6,4,1,12,6,11,12,6,0,1
sp|O31501,BACSU,NA,SWRC,1,93,0,65,72,29,66,8,83,87,107,25,37,34,36,19,94,72,94,4,27
sp|O32107,BACSU,NA,YUID,1,17,0,5,8,13,10,4,11,10,20,4,4,5,5,4,12,10,14,1,1
sp|O34641,BACSU,NA,YTRB,1,12,1,21,24,12,14,3,26,24,35,9,13,11,12,17,12,15,19,2,10
sp|P16336,BACSU,NA,SECY,1,33,0,8,9,33,41,4,54,18,38,14,18,16,27,14,23,27,37,3,14
sp|P16524,BACSU,NA,DAPX,1,33,4,22,23,18,24,9,30,24,37,10,14,19,10,16,32,23,26,1,18
sp|P28366,BACSU,NA,SECA,1,63,4,54,84,28,57,17,49,62,67,35,38,19,39,54,31,50,61,2,27
sp|O07523,BACSU,NA,YHAP,1,35,0,16,20,21,30,1,42,27,47,17,9,9,19,6,33,34,38,2,13
sp|Q45593,BACSU,NA,YYDI,1,5,0,18,9,8,10,7,25,25,27,2,19,2,9,3,16,6,11,0,7
sp|P13484,BACSU,NA,TAGE,1,23,2,44,55,37,35,12,52,70,55,12,47,15,28,22,50,30,40,7,37
sp|Q45462,BACSU,NA,OPUBC,1,22,2,21,19,8,23,5,15,32,33,13,8,11,13,7,17,22,14,3,18
sp|P24469,BACSU,NA,C550,1,10,2,8,10,3,14,1,9,15,10,3,5,6,0,1,10,2,7,2,2
sp|O32101,BACSU,NA,YUEB,1,68,0,86,92,31,58,6,78,82,102,22,78,29,68,24,86,69,58,6,33
sp|P96605,BACSU,NA,YDBJ,1,20,1,16,34,8,24,9,28,21,32,8,11,10,17,10,13,19,20,2,5
sp|O31567,BACSU,NA,YFIY,1,26,1,25,19,13,17,3,16,37,27,7,21,10,8,7,26,19,26,7,10
sp|O31771,BACSU,NA,YMFM,1,21,0,22,30,4,11,4,24,41,22,4,15,8,11,5,23,17,14,1,11
sp|O06478,BACSU,NA,ALDH5,1,39,2,20,44,29,41,8,38,35,36,11,23,25,12,15,26,28,38,4,11
sp|P46344,BACSU,NA,PGPH,1,48,4,34,48,32,37,13,59,64,81,20,32,23,24,19,64,38,47,1,23
sp|P80866,BACSU,NA,SUFC,1,18,1,15,30,7,25,5,21,18,24,16,10,6,9,11,13,10,15,1,6
sp|P80861,BACSU,NA,YJLD,1,36,0,19,26,12,40,8,19,30,43,6,16,16,7,12,23,24,40,2,13
sp|P0CI74,BACSU,NA,GPSB,1,3,0,7,12,5,3,2,5,15,12,2,4,1,8,2,5,4,5,0,3
sp|E0U0L7,BACPZ,NA,GPSB,1,3,0,7,12,5,3,2,5,15,12,2,4,1,8,2,5,4,5,0,3
sp|Q45460,BACSU,NA,OPUBA,1,18,3,27,30,9,24,5,34,28,41,10,11,17,21,24,15,19,35,2,8
sp|P04969,BACSU,NA,RS11,1,19,1,2,6,3,12,4,9,9,5,2,6,6,2,14,10,12,8,1,0
sp|P37253,BACSU,NA,ILVC,1,36,2,15,32,15,32,9,15,26,25,7,11,10,19,11,12,13,39,2,11
sp|P23446,BACSU,NA,FLGG,1,17,0,20,7,10,38,2,21,13,18,6,17,2,11,8,27,28,13,0,6
sp|P21471,BACSU,NA,RS10,1,7,0,7,6,1,3,3,10,10,9,3,1,6,4,9,7,6,7,0,3
sp|C0SPA7,BACSU,NA,YUKB,1,69,4,85,131,77,83,42,115,94,147,40,56,65,82,75,105,76,83,13,53
sp|Q9KWZ1,BACSU,NA,NADA,1,27,6,27,24,10,18,15,29,28,29,17,14,15,19,12,21,22,23,6,6
sp|P37476,BACSU,NA,FTSH,1,47,3,44,50,33,53,9,44,50,55,10,29,22,28,37,23,32,54,1,13
sp|P40924,BACSU,NA,PGK,1,48,1,33,33,15,36,6,21,38,36,9,13,14,3,11,16,14,38,1,8
sp|P54375,BACSU,NA,SODM,1,21,0,9,17,7,15,8,7,10,18,2,18,10,3,6,11,12,13,6,9
sp|O06967,BACSU,NA,BMRA,1,45,1,19,41,23,47,7,47,32,76,18,16,18,26,26,44,41,44,3,15
sp|P50865,BACSU,NA,PDAB,1,24,0,16,12,10,14,7,22,24,18,3,15,9,11,7,17,14,18,4,9
sp|P20277,BACSU,NA,RL17,1,12,0,6,11,1,8,1,9,7,11,5,5,2,5,16,4,9,4,0,4
sp|P42971,BACSU,NA,PBPC,1,43,3,61,41,20,52,6,37,88,49,12,28,22,30,11,37,46,47,11,24
sp|P96647,BACSU,NA,YDDJ,1,4,1,10,15,7,10,1,7,13,8,7,7,3,2,4,6,7,5,0,9
sp|P21465,BACSU,NA,RS3,1,20,0,12,15,2,20,4,16,19,16,4,8,4,8,19,12,11,17,3,8
sp|O34431,BACSU,NA,ATCL,1,79,5,37,57,32,69,16,65,59,98,33,26,37,29,41,52,51,80,6,18
sp|P35164,BACSU,NA,RESE,1,40,0,39,49,26,31,16,49,41,62,15,30,13,20,29,39,36,35,6,13
sp|O06745,BACSU,NA,YITJ,1,50,8,40,47,20,43,16,50,38,71,12,25,23,22,31,38,31,27,0,20
sp|P80877,BACSU,NA,METE,1,57,4,51,68,30,37,16,47,54,76,8,23,31,38,34,43,49,54,15,27
sp|P71070,BACSU,NA,YUKC,1,41,0,30,56,18,12,7,27,49,41,3,19,12,29,11,27,20,21,4,24
sp|P21883,BACSU,NA,ODP2,1,56,1,30,39,13,32,8,29,37,25,8,17,23,21,14,17,24,41,2,5
sp|P45694,BACSU,NA,TKT,1,70,1,35,56,28,63,14,30,39,57,17,29,29,15,23,50,34,46,10,21
sp|P02968,BACSU,NA,FLA,1,39,0,22,17,5,19,4,22,15,29,8,27,2,24,14,24,18,14,0,1
sp|O32259,BACSU,NA,LUTC,1,15,2,13,17,5,18,4,20,13,17,3,9,13,8,11,22,18,21,4,7
sp|P35161,BACSU,NA,RESB,1,29,5,28,30,27,43,9,39,48,49,8,23,21,24,25,28,30,39,10,27
sp|O34992,BACSU,NA,OPUCA,1,17,2,26,30,9,24,4,36,29,37,13,12,17,22,26,16,16,33,2,9
sp|P37535,BACSU,NA,YAAN,1,27,0,22,38,6,14,7,30,36,51,9,21,7,33,17,24,17,21,1,5
sp|P12047,BACSU,NA,PUR8,1,38,3,21,45,15,20,11,29,29,39,16,17,13,11,29,21,25,28,7,14
sp|O07536,BACSU,NA,KHTU,1,37,0,9,18,36,38,6,49,19,62,8,9,12,3,11,31,14,34,2,7
sp|P96595,BACSU,NA,YDAT,1,19,0,12,17,1,9,5,12,20,5,4,4,6,1,6,10,7,7,3,2
sp|P26907,BACSU,NA,GSIB,1,7,0,7,20,5,18,5,5,16,0,2,10,0,6,4,7,6,0,0,5
sp|O32211,BACSU,NA,YVGO,1,18,0,10,6,10,16,2,9,6,10,5,11,5,6,6,10,11,10,4,6
sp|O34796,BACSU,NA,YVKC,1,60,5,46,87,43,48,19,61,51,74,18,36,27,41,31,57,44,42,8,33
sp|O07534,BACSU,NA,KHTS,1,6,0,4,8,4,1,1,4,6,14,5,3,12,6,6,15,3,8,0,6
sp|O32161,BACSU,NA,YURT,1,6,1,9,12,8,8,1,9,13,9,5,3,6,7,2,3,11,10,1,3
sp|P80242,BACSU,NA,OHRB,1,15,2,10,12,6,14,3,6,11,10,3,6,3,5,4,5,8,11,0,2
sp|O34338,BACSU,NA,MNTB,1,19,1,17,12,9,22,6,16,21,28,6,5,11,12,13,8,14,19,2,9
sp|P80876,BACSU,NA,GS18,1,17,2,17,12,9,11,2,8,16,12,3,4,7,6,6,8,12,16,0,4
sp|P37504,BACSU,NA,YYAT,1,7,2,5,16,5,12,7,15,11,12,4,3,3,10,8,6,9,7,0,6
sp|P23477,BACSU,NA,ADDB,1,72,10,72,113,53,64,29,57,79,136,35,25,43,61,74,75,51,60,12,45
sp|O34881,BACSU,NA,YTVB,1,5,1,4,7,5,13,2,11,7,13,5,1,5,3,7,8,4,7,1,2
sp|P80873,BACSU,NA,GS39,1,25,3,14,25,8,26,5,18,20,17,5,13,17,12,7,13,23,21,1,13
sp|Q45603,BACSU,NA,YYCS,1,4,1,11,14,6,8,1,9,12,12,4,3,5,6,5,9,6,13,3,5
sp|P80886,BACSU,NA,SUCC,1,37,4,21,36,9,39,4,31,34,33,10,13,9,10,10,21,15,36,0,13
sp|O07532,BACSU,NA,LYTF,1,32,1,14,6,9,35,2,21,48,37,6,34,6,18,7,103,47,37,8,17
sp|P54389,BACSU,NA,YPIA,1,43,0,26,63,15,20,6,21,30,57,7,11,13,19,7,22,17,14,3,29
sp|O07535,BACSU,NA,KHTT,1,8,0,14,17,5,12,5,20,13,16,4,8,4,4,9,10,5,7,1,3
sp|P80238,BACSU,NA,GS26,1,7,1,11,13,4,9,6,9,14,13,3,8,6,4,3,7,7,9,2,4
sp|P54465,BACSU,NA,YQEZ,1,53,0,23,22,18,39,4,37,29,59,9,13,14,11,12,25,24,33,2,10
sp|P20692,BACSU,NA,TYRA,1,36,1,28,27,15,23,14,37,22,30,6,10,13,14,20,21,18,23,2,11
sp|O31601,BACSU,NA,YJBC,1,8,0,13,28,8,7,7,13,23,16,6,6,4,6,8,11,7,6,3,12
sp|P39606,BACSU,NA,YWCH,1,37,1,15,27,11,28,10,14,15,34,7,10,15,12,21,23,16,22,3,12
sp|P37486,BACSU,NA,YYBR,1,1,2,5,13,5,9,3,8,11,11,4,5,6,6,9,6,5,9,2,5
sp|O05229,BACSU,NA,MRPD,1,44,0,6,16,35,48,7,52,20,79,15,10,16,9,9,33,29,38,6,21
sp|P96675,BACSU,NA,YDER,1,55,1,6,3,19,39,3,34,10,65,7,10,16,8,15,33,20,35,7,9
sp|P42248,BACSU,NA,YCBP,1,10,1,4,4,8,15,3,11,6,20,11,2,2,0,1,4,9,9,2,6
sp|P23447,BACSU,NA,FLIF,1,37,0,40,50,11,31,3,42,44,36,16,36,17,29,12,45,26,42,3,16
sp|P54597,BACSU,NA,YHCM,1,10,0,6,7,5,11,7,8,3,6,9,12,6,22,12,14,9,3,0,1
sp|O06493,BACSU,NA,OPUE,1,54,0,17,10,31,45,7,53,22,64,21,6,15,4,16,38,27,35,9,18
sp|O07560,BACSU,NA,LEPV,1,6,0,10,7,13,14,6,11,19,11,2,7,6,4,7,11,6,22,1,5
sp|P96594,BACSU,NA,YDAS,1,10,0,0,1,7,16,1,13,1,13,2,1,3,0,3,5,1,6,2,0
sp|P37466,BACSU,NA,VEG,1,7,0,7,6,4,5,0,5,5,9,1,4,1,2,6,9,7,5,0,3
sp|O07609,BACSU,NA,YHFK,1,34,1,13,17,6,19,3,16,15,19,3,9,6,5,10,11,11,10,1,5
sp|P71015,BACSU,NA,GBSR,1,11,1,14,20,11,6,2,10,16,15,8,5,5,9,8,8,11,12,2,6
sp|P42244,BACSU,NA,YCBL,1,13,1,18,17,10,14,5,21,16,23,7,9,8,9,10,13,7,14,3,8
sp|O34458,BACSU,NA,YJFC,1,22,3,14,24,21,21,11,21,16,22,10,11,11,14,14,19,10,19,3,13
sp|P94428,BACSU,NA,GABD,1,44,4,22,42,14,42,6,37,30,27,8,19,26,13,16,23,31,35,5,18
sp|O31994,BACSU,NA,YOLA,1,15,0,10,4,8,10,0,10,17,16,4,8,3,6,3,11,12,8,2,8
sp|O31786,BACSU,NA,YMZB,1,5,0,9,13,1,7,7,8,5,14,1,5,4,8,3,5,10,9,1,3
sp|P37532,BACSU,NA,YAAI,1,15,3,12,17,7,4,6,24,13,14,6,11,5,6,4,7,13,6,2,6
sp|P80241,BACSU,NA,G17M,1,10,0,11,14,5,7,3,4,14,8,3,8,1,3,4,1,6,10,1,2
sp|O31578,BACSU,NA,YFHJ,1,5,0,3,8,2,5,3,5,6,11,4,7,0,6,2,5,5,3,3,6
sp|P80875,BACSU,NA,G16U,1,16,1,16,12,9,23,4,13,9,15,1,14,3,6,5,14,9,15,2,6
sp|P39667,BACSU,NA,NADR,1,18,2,10,15,1,10,7,14,13,20,3,5,5,13,7,8,11,13,1,4
sp|Q45461,BACSU,NA,OPUBB,1,18,0,2,8,7,25,3,28,8,31,5,6,11,6,7,7,14,21,1,9
sp|O05259,BACSU,NA,MRPB,1,9,0,3,5,12,16,2,12,4,25,2,4,4,4,1,8,14,13,0,5
sp|O34960,BACSU,NA,YJGB,1,20,1,9,10,9,18,5,6,11,12,5,11,8,10,6,9,18,13,1,9
sp|O32212,BACSU,NA,NHAK,1,58,2,16,49,43,38,13,66,38,91,17,27,21,20,33,33,35,51,7,12
sp|P70962,BACSU,NA,RAPB,1,32,3,21,41,23,10,11,24,25,38,11,13,5,23,17,20,4,20,1,35
sp|O05408,BACSU,NA,YRPG,1,28,2,18,27,10,30,7,18,20,36,8,11,12,10,23,13,19,17,8,9
sp|P39807,BACSU,NA,YVYF,1,7,8,5,16,5,4,3,9,17,12,2,8,3,8,7,7,10,3,0,5
sp|P71041,BACSU,NA,YWNF,1,16,0,2,12,14,4,3,11,14,13,7,3,4,8,9,9,4,5,0,6
sp|O32247,BACSU,NA,YVBJ,1,42,5,52,37,21,35,5,26,64,45,9,32,18,29,8,58,51,32,8,28
sp|O34897,BACSU,NA,YKUT,1,19,1,13,16,16,19,6,31,12,29,7,11,6,12,13,11,16,21,2,6
sp|P71000,BACSU,NA,YWHH,1,11,3,8,14,10,10,3,8,10,11,2,5,5,6,8,16,10,13,3,1
sp|O32243,BACSU,NA,OPUCC,1,20,2,23,19,15,25,6,17,32,27,8,13,9,10,5,16,19,19,3,15
sp|O34612,BACSU,NA,YJLB,1,13,0,8,11,7,15,7,9,11,10,2,6,13,6,8,9,8,13,3,6
sp|O07548,BACSU,NA,YHEG,1,19,2,13,16,5,17,4,14,11,19,6,5,5,5,15,12,17,12,1,8
sp|P37874,BACSU,NA,YGXB,1,58,1,14,16,28,35,7,57,39,78,19,19,18,13,14,44,21,51,7,13
sp|O32084,BACSU,NA,YUBD,1,52,5,13,7,30,48,11,41,23,81,21,10,19,16,14,36,23,41,6,14
sp|P53557,BACSU,NA,BIOB,1,27,9,19,27,7,23,10,22,23,36,9,19,11,9,14,24,15,20,1,10
sp|P54576,BACSU,NA,MCPC,1,66,0,33,58,13,28,10,51,53,57,23,28,10,37,15,59,51,44,5,14
sp|O05390,BACSU,NA,CSBX,1,38,5,8,9,37,49,5,32,16,47,12,16,18,15,7,26,25,34,16,20
sp|O34516,BACSU,NA,YOCB,1,19,1,16,26,6,9,7,18,23,25,9,12,11,14,13,15,9,13,5,9
sp|P70964,BACSU,NA,CSBD,1,5,0,11,3,2,8,0,2,16,0,4,2,0,2,1,2,1,3,0,0
sp|O34905,BACSU,NA,YFLI,1,1,0,0,1,6,7,1,11,4,2,5,1,0,0,0,0,4,5,1,2
sp|P94591,BACSU,NA,GLCR,1,18,4,18,20,4,16,9,23,17,31,3,9,2,14,14,16,15,18,0,7
sp|P54491,BACSU,NA,YQGN,1,7,5,9,16,7,11,4,13,13,19,4,4,11,10,9,10,12,13,2,8
sp|P37480,BACSU,NA,YYCD,1,8,0,4,7,3,1,1,5,8,2,1,4,3,2,0,4,3,6,1,3
sp|O31993,BACSU,NA,YOLB,1,7,2,7,7,5,6,0,6,12,12,4,14,2,4,3,10,7,5,1,4
sp|P37958,BACSU,NA,MECA1,1,9,1,15,37,11,8,5,15,15,22,4,8,4,11,8,14,7,12,3,9
sp|P71016,BACSU,NA,GBSA,1,48,4,24,52,20,44,6,40,34,38,7,20,20,13,20,28,21,33,8,10
sp|P54942,BACSU,NA,YXEC,1,12,0,4,6,16,7,5,16,7,9,4,1,6,4,8,5,3,9,6,4
sp|P71050,BACSU,NA,YVEK,1,18,2,8,20,11,13,8,15,14,21,10,12,6,9,10,23,11,20,0,3
sp|Q99163,BACSU,NA,XHLB,1,7,0,5,3,3,5,0,6,7,13,3,7,1,5,3,3,9,4,1,2
sp|O07575,BACSU,NA,YHDF,1,24,3,18,22,8,25,10,23,16,19,8,11,16,15,12,19,20,13,1,6
sp|P96578,BACSU,NA,DLYKI,1,3,3,9,19,5,14,6,7,11,11,3,3,12,10,7,5,13,14,2,10
sp|P54467,BACSU,NA,YQFB,1,14,0,4,11,2,6,2,9,19,8,4,6,10,11,13,6,6,7,0,1
sp|P25499,BACSU,NA,HRCA,1,10,1,20,24,11,13,10,34,26,39,9,19,11,16,13,33,21,22,0,11
sp|O31659,BACSU,NA,YKZE,1,1,0,2,8,1,2,2,2,14,3,3,5,2,3,2,3,2,2,0,1
sp|Q45585,BACSU,NA,SIGW,1,12,1,16,12,4,8,2,22,17,18,5,6,4,8,13,6,9,13,1,10
sp|O31441,BACSU,NA,YBYB,1,3,0,7,5,2,4,2,4,12,6,6,2,6,5,2,7,4,5,0,4
sp|P40331,BACSU,NA,YISR,1,17,1,9,28,16,18,8,14,22,26,7,5,12,17,15,19,16,18,3,16
sp|P42108,BACSU,NA,YXAI,1,9,1,2,7,10,15,1,21,10,14,7,3,4,3,4,7,7,14,1,11
sp|P80880,BACSU,NA,TRXB,1,27,2,14,35,12,35,4,23,27,18,7,11,7,7,12,15,18,28,1,13
sp|O31679,BACSU,NA,YKVN,1,3,2,0,15,3,10,0,7,11,13,4,3,6,8,4,8,5,7,2,7
sp|P96715,BACSU,NA,YWQC,1,22,0,9,19,8,12,4,25,14,26,5,16,7,13,3,26,20,17,0,2
sp|P39605,BACSU,NA,NFRA1,1,17,2,13,20,9,13,8,14,16,22,7,18,8,11,11,16,17,14,1,12
sp|P18157,BACSU,NA,GLPK,1,40,3,28,38,22,46,8,30,33,40,11,21,13,17,17,35,31,32,14,17
sp|P50837,BACSU,NA,YPRB,1,27,3,19,42,20,22,20,17,39,53,10,11,13,16,21,27,15,17,6,15
sp|P39771,BACSU,NA,PURT,1,40,4,17,41,13,27,8,23,20,36,8,9,18,16,18,19,23,33,2,9
sp|O31749,BACSU,NA,PYRH,1,23,1,14,19,3,20,1,19,16,20,10,10,6,7,13,16,12,22,1,7
sp|P55185,BACSU,NA,YXKA,1,16,2,11,13,7,8,8,12,8,15,3,8,13,6,3,9,7,6,2,11
sp|P42101,BACSU,NA,GS30,1,17,2,33,33,19,14,5,27,28,28,8,14,10,11,15,17,24,21,2,15
sp|P71017,BACSU,NA,GBSB,1,49,4,17,36,11,33,11,25,26,27,18,14,23,8,9,17,28,29,4,13
sp|P39632,BACSU,NA,BSLB,1,11,0,8,7,7,11,2,9,8,19,2,5,6,5,7,15,15,13,1,3
sp|O07079,BACSU,NA,YRDA,1,16,0,7,9,9,9,7,10,7,16,6,7,7,16,4,9,15,5,5,3
sp|O32149,BACSU,NA,ALLC,1,33,6,21,34,13,38,11,22,20,37,15,9,13,18,23,30,24,27,4,14
sp|P54466,BACSU,NA,YQFA,1,44,1,20,26,8,23,3,31,17,24,14,16,9,9,20,14,14,35,1,2
sp|P96659,BACSU,NA,YDEB,1,7,0,6,16,5,8,4,20,16,11,9,6,4,7,6,9,6,7,1,5
sp|O06006,BACSU,NA,YRAA,1,16,1,18,12,7,11,3,12,16,14,1,6,7,2,6,10,7,15,0,5
sp|P18158,BACSU,NA,GLPD,1,39,1,35,46,23,45,15,28,53,43,18,16,18,12,30,29,37,41,6,20
sp|P96591,BACSU,NA,YDAP,1,63,8,30,47,20,40,13,31,42,53,16,21,30,26,18,24,25,44,5,18
sp|O34878,BACSU,NA,OPUCB,1,16,0,2,8,8,28,1,29,10,28,7,7,10,6,5,7,14,20,2,9
sp|O07605,BACSU,NA,GLTT,1,38,2,8,17,30,42,6,47,22,48,14,12,14,12,7,26,25,47,3,9
sp|O32115,BACSU,NA,YUTK,1,53,2,6,15,29,44,3,39,19,57,8,11,11,8,8,32,17,30,4,8
sp|P32081,BACSU,NA,CSPB,1,5,0,2,10,7,9,1,3,5,2,1,3,1,4,1,3,2,7,1,0
sp|P46921,BACSU,NA,OPUAB,1,29,0,10,5,16,24,0,37,9,31,10,6,14,9,10,12,22,29,5,4
sp|P54948,BACSU,NA,YXEI,1,22,5,18,26,13,22,12,18,16,33,7,13,14,13,15,16,25,21,4,15
sp|O32077,BACSU,NA,YUAF,1,7,2,6,9,12,17,2,16,2,29,3,4,8,3,3,17,10,19,0,5
sp|P54525,BACSU,NA,YQII,1,23,2,16,16,6,16,4,9,8,18,3,8,4,10,8,23,9,14,1,8
sp|O34833,BACSU,NA,YCEH,1,23,0,20,36,7,18,1,33,33,31,20,19,8,28,21,20,19,15,1,10
sp|P40398,BACSU,NA,YHXD,1,28,2,13,23,9,30,3,18,17,25,3,12,24,15,6,19,16,22,2,12
sp|P81101,BACSU,NA,RRF,1,18,0,14,20,0,6,0,12,21,16,5,7,6,5,11,8,14,16,0,6
sp|O34911,BACSU,NA,YKOF,1,19,3,15,9,9,14,8,12,12,11,8,8,6,8,8,15,15,13,1,6
sp|P39909,BACSU,NA,BLTD,1,8,3,10,12,9,11,4,10,13,17,4,9,2,6,7,5,2,8,1,11
sp|P39775,BACSU,NA,OPUBD,1,32,0,3,6,8,22,4,19,6,29,14,7,6,5,9,11,14,22,2,7
sp|P94588,BACSU,NA,YWPF,1,6,0,4,16,6,6,2,10,15,16,2,6,2,12,3,7,9,11,1,2
sp|P39803,BACSU,NA,YITT,1,22,0,11,9,14,25,3,29,20,37,8,7,7,6,5,11,26,26,3,11
sp|P39752,BACSU,NA,FLHO,1,25,0,15,17,6,17,0,14,13,18,10,23,9,15,13,26,25,14,0,10
sp|O06715,BACSU,NA,YISB,1,7,4,2,9,2,5,4,6,13,11,3,3,6,5,6,3,6,3,1,1
sp|P39785,BACSU,NA,XTMA,1,23,1,18,22,11,12,2,23,37,18,7,10,6,17,10,14,11,14,2,7
sp|O32097,BACSU,NA,YUZF,1,1,1,5,2,1,4,2,9,3,5,2,2,4,5,7,6,5,11,0,3
sp|O31817,BACSU,NA,FOSB,1,6,0,12,12,11,7,9,10,11,13,4,5,4,3,9,6,10,4,1,7
sp|O32001,BACSU,NA,YOKF,1,20,5,21,27,6,15,2,4,41,19,2,12,11,9,11,25,32,20,1,13
sp|O34703,BACSU,NA,YJOB,1,26,1,24,46,25,31,7,26,24,30,11,13,17,15,25,26,23,23,5,25
sp|P39737,BACSU,NA,YVYC,1,3,0,8,12,4,2,4,5,8,11,4,8,5,5,4,3,6,10,2,5
sp|O05228,BACSU,NA,MRPF,1,8,0,4,3,6,6,0,17,4,15,2,3,2,1,4,5,6,7,0,1
sp|P71031,BACSU,NA,SSPO,1,4,0,2,3,0,4,1,2,7,2,2,7,0,4,3,1,2,3,0,1
sp|P94390,BACSU,NA,PROD2,1,18,2,22,21,16,16,7,20,27,27,13,14,5,12,16,18,18,16,2,13
sp|O31429,BACSU,NA,SKFG,1,22,6,7,19,5,10,3,14,14,17,4,6,7,5,2,15,3,7,3,2
sp|P37505,BACSU,NA,YYAS,1,7,3,4,2,10,21,3,29,11,40,4,4,5,2,7,13,15,12,2,7
sp|P50835,BACSU,NA,YPPG,1,5,0,3,1,8,9,2,4,5,3,10,6,15,23,3,10,3,3,0,12
sp|Q07867,BACSU,NA,FTSL,1,11,0,4,9,1,3,1,10,17,13,2,6,3,9,3,10,2,10,0,3
